Date,PM10 ( - ),PM 2.5 ( ng/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),O3 ( µg/m3 )
2021-03-17 18:00:56,,,244.51999999999998,15.26,17.495,17.19,8.57,5.9,49.07
2021-03-17 19:00:56,,,230.94,17.32,20.01,6.67,6.0,8.184999999999999,52.040000000000006
2021-03-17 20:00:56,,,235.74,15.835,18.14,12.36,4.2,7.675000000000001,50.995
2021-03-17 21:00:56,,,306.905,12.805,14.565,7.485,3.01,6.6899999999999995,42.24
2021-03-17 22:00:56,,,221.985,11.8,13.530000000000001,6.985,2.22,6.95,49.125
2021-03-17 23:00:56,,,224.54,10.035,11.575,6.545,1.68,7.0600000000000005,51.849999999999994
2021-03-18 00:00:56,,,227.055,9.459999999999999,10.775,7.975,1.31,6.66,52.824999999999996
2021-03-18 01:00:56,,,265.04499999999996,9.02,10.66,7.0,1.05,5.28,51.7
2021-03-18 02:00:56,,,261.025,9.045,10.665,6.97,2.6,5.48,51.615
2021-03-18 03:00:56,,,256.775,9.24,10.915,6.045,2.37,5.140000000000001,50.879999999999995
2021-03-18 04:00:56,,,236.39999999999998,9.295,10.92,7.515,2.17,5.125,53.84
2021-03-18 05:00:56,,,240.285,8.42,9.86,7.945,2.98,5.035,53.1
2021-03-18 06:00:56,,,276.085,8.425,10.030000000000001,6.015,2.82,5.005,53.555
2021-03-18 07:00:56,,,251.065,9.07,10.625,6.545,2.73,4.92,52.985
2021-03-18 08:00:56,,,336.745,10.96,12.745,8.0,3.82,5.904999999999999,47.47
2021-03-18 09:00:56,,,320.63,11.530000000000001,13.675,8.07,4.94,5.87,43.769999999999996
2021-03-18 10:00:56,,,257.125,12.355,14.795,10.43,5.55,5.535,43.18
2021-03-18 11:00:56,,,257.025,11.765,14.149999999999999,8.045,7.47,5.255000000000001,39.04
2021-03-18 12:00:56,,,257.905,12.335,15.045,9.455,2.65,5.53,44.025
2021-03-18 13:00:56,,,284.69,11.715,14.285,8.07,0.55,6.785,42.81
2021-03-18 14:00:56,,,216.005,11.175,13.55,10.445,1.27,6.08,45.545
2021-03-18 15:00:56,,,309.875,11.425,13.51,8.47,1.87,6.609999999999999,49.015
2021-03-18 16:00:56,,,290.08,10.97,13.75,7.485,2.22,7.31,44.015
2021-03-18 17:00:56,,,225.13,11.4,13.71,7.0,2.14,6.725,45.955
2021-03-18 18:00:56,,,237.325,12.315,14.66,7.015,1.94,6.63,44.665000000000006
2021-03-18 19:00:56,,,259.34,13.245000000000001,15.36,7.545,1.9,6.28,43.505
2021-03-18 20:00:56,,,283.355,13.605,16.17,9.0,1.74,7.525,47.445
2021-03-18 21:00:56,,,302.75,13.885,16.255,8.985,1.92,7.325,44.06
2021-03-18 22:00:56,,,262.02,11.805,14.100000000000001,8.515,4.92,6.13,45.58
2021-03-18 23:00:56,,,261.11,11.05,12.94,8.93,6.56,5.52,46.695
2021-03-19 00:00:56,,,236.41500000000002,10.344999999999999,11.895,6.515,5.7,5.795,47.345
2021-03-19 01:00:56,,,165.435,9.57,11.135,7.03,5.94,5.045,50.21
2021-03-19 02:00:56,,,154.60500000000002,8.965,10.434999999999999,7.93,5.55,4.9350000000000005,52.01
2021-03-19 03:00:56,,,152.45,8.65,10.190000000000001,5.5,4.14,4.71,51.75
2021-03-19 04:00:56,,,148.655,8.12,10.120000000000001,5.515,3.01,4.705,51.21
2021-03-19 05:00:56,,,155.055,8.545,10.095,6.0,4.23,4.86,50.404999999999994
2021-03-19 06:00:56,,,148.95499999999998,8.975,10.635,6.015,5.06,4.6850000000000005,45.51
2021-03-19 07:00:56,,,182.03,9.555,11.015,6.47,5.54,4.8149999999999995,39.135
2021-03-19 08:00:56,,,307.045,11.77,13.765,5.5,5.69,5.77,31.435000000000002
2021-03-19 09:00:56,,,312.495,12.035,14.36,5.585,4.91,9.035,34.83
2021-03-19 10:00:56,,,256.95,11.280000000000001,13.530000000000001,8.445,6.68,8.504999999999999,38.965
2021-03-19 11:00:56,,,203.715,10.525,12.695,6.515,2.78,7.609999999999999,41.065
2021-03-19 12:00:56,,,207.005,11.0,13.23,7.045,5.69,7.18,47.36
2021-03-19 13:00:56,,,199.145,10.385000000000002,12.75,8.455,8.44,7.115,49.209999999999994
2021-03-19 14:00:56,,,196.57,10.8,13.73,7.07,7.26,8.2,48.255
2021-03-19 15:00:56,,,188.525,10.465,12.605,9.445,5.94,7.504999999999999,50.045
2021-03-19 16:00:56,,,218.755,10.32,12.305,7.485,5.95,6.71,49.055
2021-03-19 17:00:56,,,195.43,10.86,12.905,7.015,5.11,5.67,46.725
2021-03-19 18:00:56,,,218.21499999999997,12.085,14.325000000000001,7.47,9.01,5.6850000000000005,43.385
2021-03-19 19:00:56,,,268.95500000000004,15.975000000000001,18.634999999999998,6.64,9.21,6.665,38.56
2021-03-19 20:00:56,,,437.63,31.880000000000003,35.51,11.63,6.45,9.375,35.565
2021-03-19 21:00:56,,,575.825,31.080000000000002,34.44,15.985,11.04,9.24,32.355
2021-03-19 22:00:56,,,524.645,24.555,27.535,15.5,14.32,8.5,44.395
2021-03-19 23:00:56,,,576.725,22.090000000000003,24.785,15.47,11.85,7.095000000000001,44.905
2021-03-20 00:00:56,,,622.055,23.490000000000002,26.39,14.475,10.07,7.715,43.86
2021-03-20 01:00:56,,,609.4,20.375,22.75,13.5,12.27,6.285,42.085
2021-03-20 02:00:56,,,522.45,17.89,20.18,13.445,11.11,5.58,42.155
2021-03-20 03:00:56,,,510.32,15.985,18.15,11.43,10.44,6.26,42.55
2021-03-20 04:00:56,,,620.29,18.955000000000002,21.28,9.0,10.91,7.37,38.415000000000006
2021-03-20 05:00:56,,,805.795,14.615000000000002,16.36,8.945,9.07,11.004999999999999,33.735
2021-03-20 06:00:56,,,736.89,18.305,20.535,7.055,9.76,9.435,35.68
2021-03-20 07:00:56,,,523.885,21.19,23.96,9.07,10.73,7.125,41.285000000000004
2021-03-20 08:00:56,,,607.835,24.86,31.58,11.515,9.62,9.2,38.44
2021-03-20 09:00:56,,,599.5899999999999,24.990000000000002,32.355000000000004,12.155,12.75,15.134999999999998,41.885000000000005
2021-03-20 10:00:56,,,463.805,20.06,25.45,17.4,5.19,10.079999999999998,46.275
2021-03-20 11:00:56,,,400.495,18.424999999999997,23.225,14.0,7.82,9.15,41.975
2021-03-20 12:00:56,,,321.64,15.965,19.375,13.945,11.73,8.265,46.535
2021-03-20 13:00:56,,,277.74,15.595,18.785,11.93,9.69,9.66,46.88
2021-03-20 14:00:56,,,303.65,16.57,19.91,9.53,7.88,8.34,49.08
2021-03-20 15:00:56,,,335.315,17.53,20.580000000000002,10.555,9.34,8.129999999999999,48.16
2021-03-20 16:00:56,,,304.765,16.13,19.31,12.515,8.96,7.8100000000000005,48.345
2021-03-20 17:00:56,,,326.775,18.185,21.25,12.96,12.45,8.44,49.0
2021-03-20 18:00:56,,,486.625,25.134999999999998,28.189999999999998,11.63,13.16,10.075,41.67
2021-03-20 19:00:56,,,770.85,43.255,47.765,16.325,10.43,12.15,39.555
2021-03-20 20:00:56,,,1197.73,53.575,61.309999999999995,27.8,17.4,20.02,36.66
2021-03-20 21:00:56,,,1601.615,55.230000000000004,70.265,38.395,28.88,29.78,39.855000000000004
2021-03-20 22:00:56,,,1363.435,44.44,53.705,51.745,44.15,21.725,43.089999999999996
2021-03-20 23:00:56,,,922.63,27.155,31.224999999999998,42.505,52.46,15.58,46.265
2021-03-21 00:00:56,,,933.37,25.134999999999998,28.545,25.46,48.56,13.145,46.125
2021-03-21 01:00:56,,,553.415,25.045,28.295,23.86,44.7,10.834999999999999,45.56999999999999
2021-03-21 02:00:56,,,569.95,21.240000000000002,24.17,18.83,39.16,10.24,41.949999999999996
2021-03-21 03:00:56,,,513.995,19.035,21.650000000000002,13.0,34.32,10.469999999999999,39.51
2021-03-21 04:00:56,,,557.14,18.814999999999998,21.62,13.045,27.32,10.71,36.735
2021-03-21 05:00:56,,,436.53,18.685000000000002,21.255,14.5,24.0,7.68,39.43
2021-03-21 06:00:56,,,342.78999999999996,17.619999999999997,20.285,14.43,20.83,6.74,38.99
2021-03-21 07:00:56,,,361.88,19.025,22.48,11.97,21.54,6.855,35.29
2021-03-21 08:00:56,,,414.82500000000005,22.340000000000003,26.97,11.085,25.39,12.395,28.155
2021-03-21 09:00:56,,,566.525,21.15,27.08,13.955,8.79,11.56,27.87
2021-03-21 10:00:56,,,1262.84,18.655,23.634999999999998,12.53,3.72,24.255,23.595
2021-03-21 11:00:56,,,1506.62,18.635,22.935000000000002,13.445,8.05,38.730000000000004,23.970000000000002
2021-03-21 12:00:56,,,1120.75,18.24,22.0,11.545,12.34,35.575,30.479999999999997
2021-03-21 13:00:56,,,626.86,16.865000000000002,19.759999999999998,13.015,17.19,23.645,49.665
2021-03-21 14:00:56,,,294.70500000000004,14.260000000000002,17.05,13.455,15.21,10.350000000000001,56.68
2021-03-21 15:00:56,,,363.43,14.55,17.42,12.085,11.04,12.44,54.17
2021-03-21 16:00:56,,,379.66499999999996,15.425,17.855,14.93,13.96,12.96,47.39
2021-03-21 17:00:56,,,445.515,17.955,20.245,12.63,15.76,13.95,43.3
2021-03-21 18:00:56,,,403.07,20.525,23.325000000000003,17.115,13.03,11.54,44.34
2021-03-21 19:00:56,,,828.77,37.165,40.78,21.24,12.07,12.71,33.965
2021-03-21 20:00:56,,,1315.96,42.125,48.315,29.925,25.64,19.29,29.0
2021-03-21 21:00:56,,,1166.085,40.644999999999996,47.675,44.36,37.34,18.915,32.305
2021-03-21 22:00:56,,,1250.435,38.830000000000005,45.9,39.585,53.54,19.065,34.199999999999996
2021-03-21 23:00:56,,,1075.83,33.27,38.06,42.09,58.01,15.31,31.05
2021-03-22 00:00:56,,,1351.4450000000002,31.044999999999998,36.915,28.05,54.95,17.72,18.535
2021-03-22 01:00:56,,,970.6099999999999,26.96,31.15,29.745,53.45,13.620000000000001,21.435000000000002
2021-03-22 02:00:56,,,723.255,22.655,25.905,20.97,45.02,17.14,15.91
2021-03-22 03:00:56,,,589.725,21.115,24.08,19.885,35.92,22.235,10.625
2021-03-22 04:00:56,,,842.495,22.03,24.794999999999998,15.96,32.36,21.05,17.985
2021-03-22 05:00:56,,,976.475,21.17,24.049999999999997,14.5,31.03,21.75,14.145
2021-03-22 06:00:56,,,571.995,20.355,23.339999999999996,14.585,24.71,15.34,19.759999999999998
2021-03-22 07:00:56,,,866.405,25.835,29.91,17.54,24.56,17.085,14.81
2021-03-22 08:00:56,,,1136.6,38.68,54.955,19.075,9.79,11.115,7.86
2021-03-22 09:00:56,,,1500.67,40.785000000000004,52.285,21.415,20.26,8.36,9.75
2021-03-22 10:00:56,,,1100.455,35.085,45.32,18.43,33.46,9.715,13.469999999999999
2021-03-22 11:00:56,,,1178.17,27.160000000000004,34.92,16.055,27.72,10.645,10.1
2021-03-22 12:00:56,,,1144.385,26.509999999999998,32.05,18.015,27.01,12.875,10.985
2021-03-22 13:00:56,,,745.1199999999999,26.395000000000003,31.875,18.5,24.11,13.82,15.74
2021-03-22 14:00:56,,,550.3,26.115000000000002,31.54,18.54,17.26,16.105,25.395
2021-03-22 15:00:56,,,556.16,22.29,26.58,19.9,12.58,14.309999999999999,31.75
2021-03-22 16:00:56,,,533.0450000000001,21.29,24.854999999999997,16.54,9.2,16.05,31.755
2021-03-22 17:00:56,,,366.215,21.535,25.15,18.03,6.72,13.995000000000001,36.415
2021-03-22 18:00:56,,,512.15,29.185,32.645,19.03,5.52,13.585,23.3
2021-03-22 19:00:56,,,1122.18,62.57,82.21000000000001,20.54,7.45,13.07,11.085
2021-03-22 20:00:56,,,2376.66,60.150000000000006,87.27000000000001,39.695,20.65,23.39,10.285
2021-03-22 21:00:56,,,1515.67,56.8,80.74,62.82,33.55,24.285,15.4
2021-03-22 22:00:56,,,914.41,44.045,53.71,39.19,34.9,16.98,30.02
2021-03-22 23:00:56,,,597.165,28.71,34.86,28.47,35.77,7.705,6.31
2021-03-23 00:00:56,,,470.575,25.395,28.575,27.295,32.07,10.530000000000001,33.245000000000005
2021-03-23 01:00:56,,,614.9300000000001,24.450000000000003,27.61,19.415,28.83,8.915,27.235000000000003
2021-03-23 02:00:56,,,529.755,21.115000000000002,23.765,16.415,24.42,8.195,22.04
2021-03-23 03:00:56,,,380.57500000000005,18.87,21.52,13.5,19.17,7.405,27.215
2021-03-23 04:00:56,,,406.31,18.685000000000002,21.49,13.485,14.65,7.465,27.715
2021-03-23 05:00:56,,,440.68,19.855,22.89,13.015,12.19,7.33,16.619999999999997
2021-03-23 06:00:56,,,489.03999999999996,21.965,25.135,13.485,13.8,6.96,15.46
2021-03-23 07:00:56,,,420.42,23.43,26.89,13.03,0.38,6.300000000000001,16.635
2021-03-23 08:00:56,,,381.47,30.535000000000004,37.015,14.185,7.08,6.8149999999999995,26.58
2021-03-23 09:00:56,,,391.62,38.345,47.080000000000005,20.47,6.4,5.77,34.13
2021-03-23 10:00:56,,,435.125,35.73,48.4,19.485,14.71,5.795,26.735
2021-03-23 11:00:56,,,389.15,29.49,39.46,18.9,12.83,5.8100000000000005,25.975
2021-03-23 12:00:56,,,373.35,29.419999999999998,39.08,15.5,17.26,6.140000000000001,37.555
2021-03-23 13:00:56,,,398.40500000000003,26.805,34.765,15.53,19.34,6.085,30.94
2021-03-23 14:00:56,,,541.7950000000001,29.555,38.525,16.615,15.95,6.6,40.755
2021-03-23 15:00:56,,,479.7,28.880000000000003,37.725,20.47,21.83,6.49,41.394999999999996
2021-03-23 16:00:56,,,599.645,27.205,33.08,19.46,39.37,8.745000000000001,25.375
2021-03-23 17:00:56,,,478.975,29.955000000000002,36.075,18.115,35.4,7.1850000000000005,25.509999999999998
2021-03-23 18:00:56,,,702.56,43.915,58.68,22.115,0.0,8.75,42.275000000000006
2021-03-23 19:00:56,,,744.945,41.505,54.925,25.985,0.0,9.365,33.36
2021-03-23 20:00:56,,,782.915,35.77,45.379999999999995,25.515,0.0,11.115,13.175
2021-03-23 21:00:56,,,1598.5900000000001,37.615,49.169999999999995,26.2,0.0,11.540000000000001,8.344999999999999
2021-03-23 22:00:56,,,1042.6100000000001,39.155,49.11,32.915,0.0,11.969999999999999,15.165
2021-03-23 23:00:56,,,1261.505,35.75,44.77,29.96,0.0,12.114999999999998,25.515
2021-03-24 00:00:56,,,883.415,28.53,32.755,28.335,0.0,9.885,26.955000000000002
2021-03-24 01:00:56,,,197.14999999999998,11.530000000000001,13.49,22.0,0.0,8.27,37.765
2021-03-24 02:00:56,,,161.53,9.805,11.71,21.885,0.0,6.945,46.355000000000004
2021-03-24 03:00:56,,,123.21,9.6,11.46,17.875,0.0,5.42,52.08
2021-03-24 04:00:56,,,95.61500000000001,9.6,11.35,13.43,156.93,6.175,55.495
2021-03-24 05:00:56,,,103.675,9.75,11.525,10.94,58.62,5.505,56.084999999999994
2021-03-24 06:00:56,,,143.615,9.530000000000001,11.065,9.015,0.17,5.685,53.355000000000004
2021-03-24 07:00:56,,,157.905,9.98,11.515,9.5,2.27,5.385,49.915
2021-03-24 08:00:56,,,171.53,11.504999999999999,13.39,9.43,2.61,5.015,47.415000000000006
2021-03-24 09:00:56,,,138.115,11.934999999999999,14.44,6.985,3.73,5.734999999999999,47.825
2021-03-24 10:00:56,,,136.56,11.195,13.605,6.53,8.52,5.765000000000001,49.455
2021-03-24 11:00:56,,,167.95499999999998,11.99,14.615000000000002,7.46,6.83,6.55,53.934999999999995
2021-03-24 12:00:56,,,193.48000000000002,11.53,14.015,6.015,5.62,7.01,52.665000000000006
2021-03-24 13:00:56,,,161.935,10.774999999999999,13.3,6.515,5.14,5.935,52.364999999999995
2021-03-24 14:00:56,,,146.52499999999998,10.925,13.38,7.03,6.06,5.91,53.225
2021-03-24 15:00:56,,,186.08499999999998,12.1,14.295,7.93,5.14,5.87,51.26
2021-03-24 16:00:56,,,191.01,12.745000000000001,14.735,5.585,7.11,5.63,45.225
2021-03-24 17:00:56,,,170.32,13.629999999999999,15.925,8.385,5.54,5.779999999999999,46.77
2021-03-24 18:00:56,,,172.79,14.405000000000001,16.92,4.515,4.53,5.84,45.785000000000004
2021-03-24 19:00:56,,,229.08499999999998,17.86,20.565,5.1,9.0,6.31,44.83
2021-03-24 20:00:56,,,421.69,18.36,21.035,8.515,8.8,7.225,39.875
2021-03-24 21:00:56,,,210.265,14.88,16.94,9.0,6.45,6.0649999999999995,46.57
2021-03-24 22:00:56,,,207.45,12.72,14.760000000000002,9.0,4.58,6.465,49.31999999999999
2021-03-24 23:00:56,,,170.965,11.335,12.995000000000001,8.955,4.17,5.64,47.82000000000001
2021-03-25 00:00:56,,,153.68,10.84,12.465,7.515,6.26,5.49,50.654999999999994
2021-03-25 01:00:56,,,125.96,10.085,11.99,8.045,14.74,4.62,50.89
2021-03-25 02:00:56,,,114.785,9.505,12.08,9.53,10.62,4.42,52.025
2021-03-25 03:00:56,,,144.82,9.23,10.99,10.46,8.07,4.51,52.699999999999996
2021-03-25 04:00:56,,,167.62,5.405,5.44,7.0,0.0,2.52,40.455
2021-03-25 05:00:56,,,145.16,9.125,11.305,7.0,0.0,4.545,48.754999999999995
2021-03-25 06:00:56,,,124.27,9.219999999999999,11.085,7.055,0.33,4.28,49.21
2021-03-25 07:00:56,,,127.855,9.315000000000001,10.985,8.93,3.12,4.225,48.965
2021-03-25 08:00:56,,,154.92,10.925,12.829999999999998,6.515,3.18,4.595,44.87
2021-03-25 09:00:56,,,90.905,11.25,13.625,7.015,5.53,5.0600000000000005,46.565000000000005
2021-03-25 10:00:56,,,91.5,10.895,13.265,7.54,4.46,4.654999999999999,47.71
2021-03-25 11:00:56,,,88.76,10.504999999999999,13.175,8.97,3.7,6.095000000000001,48.81999999999999
2021-03-25 12:00:56,,,87.515,10.58,13.175,8.0,11.71,6.185,49.32
2021-03-25 13:00:56,,,87.63,10.85,13.105,7.97,8.86,5.365,50.665
2021-03-25 14:00:56,,,89.435,11.135,13.629999999999999,7.015,6.75,4.91,51.105000000000004
2021-03-25 15:00:56,,,92.135,11.524999999999999,13.91,7.485,4.73,4.465,51.55
2021-03-25 16:00:56,,,225.93,11.315,13.78,7.055,8.9,5.15,50.825
2021-03-25 17:00:56,,,248.13500000000002,12.82,15.72,9.0,6.7,6.33,50.815
2021-03-25 18:00:56,,,286.755,14.25,16.805,8.985,12.45,6.585000000000001,47.285
2021-03-25 19:00:56,,,328.135,20.86,23.884999999999998,8.555,9.25,7.609999999999999,42.785
2021-03-25 20:00:56,,,459.48,22.59,25.195,10.53,9.99,7.640000000000001,47.755
2021-03-25 21:00:56,,,466.35,23.160000000000004,26.770000000000003,11.545,10.92,7.91,52.85
2021-03-25 22:00:56,,,626.075,23.244999999999997,26.275000000000002,13.07,15.66,7.595,52.665000000000006
2021-03-25 23:00:56,,,629.66,22.96,26.025000000000002,15.455,0.0,6.62,53.55
2021-03-26 00:00:56,,,905.0,26.97,30.43,14.04,0.0,7.21,51.925
2021-03-26 01:00:56,,,695.615,24.14,27.03,15.415,0.0,6.08,53.2
2021-03-26 02:00:56,,,572.85,23.115,26.07,12.43,0.0,5.73,52.73
2021-03-26 03:00:56,,,485.28000000000003,17.86,20.265,9.985,0.0,5.925,48.06999999999999
2021-03-26 04:00:56,,,415.92999999999995,16.74,19.11,9.47,0.0,5.54,46.705
2021-03-26 05:00:56,,,356.62,15.66,18.075,8.445,0.0,4.99,47.515
2021-03-26 06:00:56,,,386.70500000000004,17.515,19.885,6.53,0.0,4.985,50.1
2021-03-26 07:00:56,,,450.455,24.525,29.23,7.57,0.0,4.975,43.175
2021-03-26 08:00:56,,,623.595,37.845,57.205,10.055,0.0,5.8100000000000005,37.135
2021-03-26 09:00:56,,,600.815,32.845,47.85,12.04,0.0,6.805,30.839999999999996
2021-03-26 10:00:56,,,439.495,22.49,27.895,13.445,2389.28,8.64,43.785
2021-03-26 11:00:56,,,375.24,12.775,16.215,11.375,0.0,9.540000000000001,39.349999999999994
2021-03-26 12:00:56,,,319.575,13.5,16.79,7.04,0.24,7.965,44.309999999999995
2021-03-26 13:00:56,,,320.37,13.83,17.055,8.515,0.6,8.32,49.575
2021-03-26 14:00:56,,,292.26,12.455,15.219999999999999,8.96,0.94,7.120000000000001,50.635
2021-03-26 15:00:56,,,279.78999999999996,13.14,16.28,7.5,2.58,6.8149999999999995,52.755
2021-03-26 16:00:56,,,289.25,11.405000000000001,13.825,7.54,0.0,6.87,45.28
2021-03-26 17:00:56,,,517.795,6.325,6.68,9.03,0.0,6.875,39.75
2021-03-26 18:00:56,,,373.80999999999995,15.415000000000001,16.775,9.97,0.0,7.25,46.135000000000005
2021-03-26 19:00:56,,,569.6850000000001,20.545,21.814999999999998,9.085,0.0,13.835,41.349999999999994
2021-03-26 20:00:56,,,735.375,33.59,36.46,12.14,0.56,11.39,33.19
2021-03-26 21:00:56,,,1224.06,47.435,52.245,17.27,5.49,14.93,24.27
2021-03-26 22:00:56,,,869.5749999999999,33.765,36.21,26.245,14.99,11.860000000000001,44.370000000000005
2021-03-26 23:00:56,,,901.0649999999999,30.195,32.29,17.585,19.97,12.09,47.045
2021-03-27 00:00:56,,,1054.26,32.07,34.835,20.565,24.13,11.375,48.095
2021-03-27 01:00:56,,,674.985,21.950000000000003,24.465,22.745,28.22,8.945,45.865
2021-03-27 02:00:56,,,656.89,20.69,23.4,13.93,25.82,9.36,45.055
2021-03-27 03:00:56,,,609.62,17.985,20.5,11.44,9.88,7.13,40.95
2021-03-27 04:00:56,,,536.96,15.86,18.34,9.47,0.0,6.295,42.595
2021-03-27 05:00:56,,,375.11,14.115,16.585,8.5,2.78,5.53,40.75
2021-03-27 06:00:56,,,327.08500000000004,14.79,16.96,8.5,4.72,5.41,40.83
2021-03-27 07:00:56,,,447.67,22.23,26.365000000000002,8.57,7.25,5.800000000000001,40.075
2021-03-27 08:00:56,,,500.975,29.145,39.005,11.115,10.86,9.02,35.235
2021-03-27 09:00:56,,,447.78999999999996,27.63,36.129999999999995,15.1,17.35,7.97,38.89
2021-03-27 10:00:56,,,344.63,21.339999999999996,27.14,18.29,24.94,6.85,40.085
2021-03-27 11:00:56,,,287.17,15.555,19.165,10.97,24.72,6.985,43.385000000000005
2021-03-27 12:00:56,,,358.685,11.73,14.184999999999999,9.97,19.42,9.075,42.615
2021-03-27 13:00:56,,,246.42,11.530000000000001,14.01,8.97,16.66,5.59,50.35
2021-03-27 14:00:56,,,240.26,10.83,13.17,7.915,17.32,5.145,53.614999999999995
2021-03-27 15:00:56,,,237.54000000000002,11.075,13.309999999999999,5.015,15.45,4.725,55.105
2021-03-27 16:00:56,,,228.9,11.42,13.77,5.515,11.93,4.825,54.9
2021-03-27 17:00:56,,,242.41,12.93,15.670000000000002,6.04,11.78,5.0,53.580000000000005
2021-03-27 18:00:56,,,260.21500000000003,13.655000000000001,16.225,7.5,10.61,5.975,52.4
2021-03-27 19:00:56,,,363.37,19.915,22.529999999999998,7.6,7.52,7.885,40.19
2021-03-27 20:00:56,,,488.79499999999996,27.56,30.105,11.17,7.85,10.1,45.135
2021-03-27 21:00:56,,,649.5649999999999,31.445,35.015,17.07,10.21,11.815,47.080000000000005
2021-03-27 22:00:56,,,955.2449999999999,40.88,46.785000000000004,19.77,17.24,15.09,48.53
2021-03-27 23:00:56,,,1042.505,33.935,38.709999999999994,28.97,26.04,13.245000000000001,46.614999999999995
2021-03-28 00:00:56,,,893.585,25.110000000000003,29.18,27.785,29.93,12.629999999999999,44.14
2021-03-28 01:00:56,,,737.0400000000001,22.44,25.935,19.47,29.32,8.655000000000001,44.505
2021-03-28 02:00:56,,,162.23,4.1,4.36,15.5,0.0,3.635,36.815
2021-03-28 03:00:56,,,491.44,15.64,17.65,15.43,0.04,6.699999999999999,44.97
2021-03-28 04:00:56,,,529.27,15.375,17.855,13.015,35.76,6.6,44.879999999999995
2021-03-28 05:00:56,,,552.44,21.09,23.945,13.46,25.82,7.385,41.010000000000005
2021-03-28 06:00:56,,,486.965,17.855,20.61,12.03,24.7,8.415,36.825
2021-03-28 07:00:56,,,463.78499999999997,17.83,21.235,13.0,24.25,7.695,34.79
2021-03-28 08:00:56,,,465.28499999999997,23.305,29.035,13.055,18.49,9.32,35.54
2021-03-28 09:00:56,,,423.63,21.49,27.73,15.015,27.65,11.030000000000001,33.305
2021-03-28 10:00:56,,,463.945,18.495,23.415,15.4,36.41,11.375,29.265
2021-03-28 11:00:56,,,453.775,15.809999999999999,19.615000000000002,12.0,25.97,13.280000000000001,32.785
2021-03-28 12:00:56,,,433.13,15.725000000000001,19.15,11.945,23.38,13.27,38.84
2021-03-28 13:00:56,,,332.40999999999997,13.37,16.52,9.985,21.7,9.255,52.055
2021-03-28 14:00:56,,,315.89,11.745000000000001,14.205,9.46,19.77,8.6,53.955
2021-03-28 15:00:56,,,314.32,11.690000000000001,13.39,8.03,14.49,12.045,47.265
2021-03-28 16:00:56,,,308.18,12.7,15.2,9.0,13.81,7.575,54.54
2021-03-28 17:00:56,,,308.92,12.67,15.32,9.045,9.8,7.12,52.6
2021-03-28 18:00:56,,,447.46500000000003,13.895,15.780000000000001,10.445,7.27,7.33,47.85
2021-03-28 19:00:56,,,499.595,18.52,20.855,8.6,5.1,8.715,39.865
2021-03-28 20:00:56,,,767.7950000000001,33.415,36.875,12.285,7.16,13.969999999999999,45.395
2021-03-28 21:00:56,,,921.035,42.025000000000006,46.255,22.17,11.55,19.675,50.13
2021-03-28 22:00:56,,,860.9350000000001,37.62,41.335,27.875,15.56,18.810000000000002,51.235
2021-03-28 23:00:56,,,963.9649999999999,31.424999999999997,35.11,23.445,24.64,17.95,48.84
2021-03-29 00:00:56,,,1100.345,29.755,33.055,21.425,22.25,15.755,47.95
2021-03-29 01:00:56,,,1015.4449999999999,25.3,29.14,18.555,26.28,11.09,47.715
2021-03-29 02:00:56,,,1201.415,17.494999999999997,20.165,20.25,12.51,18.259999999999998,35.25
2021-03-29 03:00:56,,,770.03,13.96,17.1,11.9,0.92,13.285,43.06
2021-03-29 04:00:56,,,538.02,12.705,14.625,8.5,2.61,10.515,44.989999999999995
2021-03-29 05:00:56,,,591.115,15.335,17.62,8.53,3.16,10.045,44.455
2021-03-29 06:00:56,,,602.6800000000001,19.325,21.915,9.53,4.12,10.535,44.12
2021-03-29 07:00:56,,,567.835,19.445,23.68,10.555,6.35,9.42,44.845
2021-03-29 08:00:56,,,699.54,32.665,46.785,12.965,7.82,11.665,45.089999999999996
2021-03-29 09:00:56,,,715.56,35.79,51.245000000000005,28.83,17.86,13.435,44.25
2021-03-29 10:00:56,,,727.48,28.974999999999998,37.825,22.96,27.19,16.67,37.339999999999996
2021-03-29 11:00:56,,,554.2049999999999,22.9,28.715,21.46,28.9,13.0,45.665
2021-03-29 12:00:56,,,495.17999999999995,18.46,22.1,19.875,29.92,14.61,51.76
2021-03-29 13:00:56,,,424.855,18.06,21.255,15.53,25.55,12.64,58.345
2021-03-29 14:00:56,,,425.495,16.725,19.72,16.415,18.51,19.66,48.285
2021-03-29 15:00:56,,,473.14,15.39,17.975,13.515,18.47,25.845,49.294999999999995
2021-03-29 16:00:56,,,540.83,15.915,18.509999999999998,13.93,418.02,36.41,41.489999999999995
2021-03-29 17:00:56,,,516.8299999999999,16.54,18.805,11.46,367.34,40.53,36.4
2021-03-29 18:00:56,,,478.66,18.12,20.25,10.04,28.22,28.67,46.1
2021-03-29 19:00:56,,,931.0550000000001,22.134999999999998,24.61,11.64,10.1,18.65,52.825
2021-03-29 20:00:56,,,602.92,26.9,29.314999999999998,16.515,0.41,21.115000000000002,46.62
2021-03-29 21:00:56,,,866.53,40.06,45.44,17.37,18.45,19.994999999999997,43.05
