Date,PM10 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2018-08-28 05:00:56,18.42,2.98,4.38,58.07
2018-08-28 06:00:56,17.17,2.6,4.05,48.51
2018-08-28 07:00:56,11.81,2.19,3.89,38.28
2018-08-28 08:00:56,8.38,2.81,4.37,49.76
2018-08-28 09:00:56,14.19,2.34,3.74,74.52
2018-08-28 10:00:56,22.01,1.59,3.12,76.88
2018-08-28 11:00:56,17.0,1.52,3.13,88.76
2018-08-28 12:00:56,16.25,0.0,0.0,91.69
2018-08-28 13:00:56,15.76,2.1,3.59,95.82
2018-08-28 14:00:56,17.31,2.66,3.93,99.97
2018-08-28 15:00:56,20.22,2.35,3.76,101.05
2018-08-28 16:00:56,17.84,0.0,0.0,0.0
2018-08-28 17:00:56,0.0,0.0,0.0,0.0
2018-08-28 18:00:56,18.44,1.6,2.72,84.38
2018-08-28 19:00:56,19.83,1.75,3.2,82.33
2018-08-28 20:00:56,25.39,2.27,3.73,74.67
2018-08-28 21:00:56,30.08,4.31,5.85,62.96
2018-08-28 22:00:56,31.37,5.59,7.08,51.62
2018-08-28 23:00:56,22.56,4.82,6.29,46.69
2018-08-29 00:00:56,18.74,5.05,7.01,17.2
2018-08-29 01:00:56,18.24,4.52,6.26,21.32
2018-08-29 02:00:56,23.25,3.29,5.03,27.34
2018-08-29 03:00:56,22.47,2.35,3.96,51.0
2018-08-29 04:00:56,20.94,2.54,4.1,48.33
2018-08-29 05:00:56,22.56,2.45,3.81,53.71
2018-08-29 06:00:56,21.22,1.8,3.23,66.39
2018-08-29 07:00:56,18.15,2.63,4.3,47.87
2018-08-29 08:00:56,14.1,2.71,4.16,54.94
2018-08-29 09:00:56,19.93,2.07,3.53,80.28
2018-08-29 10:00:56,23.61,1.64,3.08,82.71
2018-08-29 11:00:56,19.79,1.63,2.98,91.11
2018-08-29 12:00:56,20.35,1.45,2.75,95.03
2018-08-29 13:00:56,21.11,1.22,2.73,94.71
2018-08-29 14:00:56,20.74,1.46,2.98,97.09
2018-08-29 15:00:56,18.11,1.39,2.92,97.71
2018-08-29 16:00:56,14.2,1.31,2.8,100.98
2018-08-29 17:00:56,20.28,1.3,2.9,98.05
2018-08-29 18:00:56,22.74,1.42,2.69,98.32
2018-08-29 19:00:56,18.61,1.66,3.08,91.61
2018-08-29 20:00:56,19.38,3.82,5.43,78.08
2018-08-29 21:00:56,29.52,3.68,5.24,77.81
2018-08-29 22:00:56,37.1,2.66,4.14,80.48
2018-08-29 23:00:56,28.43,2.36,4.0,78.55
2018-08-30 00:00:56,23.08,2.18,3.51,70.94
2018-08-30 01:00:56,20.34,1.57,3.22,86.82
2018-08-30 02:00:56,13.41,1.62,2.86,86.06
2018-08-30 03:00:56,15.79,1.99,3.4,81.98
2018-08-30 04:00:56,17.36,1.91,3.36,76.68
2018-08-30 05:00:56,15.36,1.78,3.26,85.97
2018-08-30 06:00:56,18.24,1.81,3.38,82.69
2018-08-30 07:00:56,16.76,1.79,3.18,86.3
2018-08-30 08:00:56,18.64,1.79,3.2,81.65
2018-08-30 09:00:56,26.67,1.82,3.38,76.23
2018-08-30 10:00:56,22.86,1.83,3.13,84.77
2018-08-30 11:00:56,19.96,1.88,3.37,89.12
2018-08-30 12:00:56,25.91,1.69,2.89,100.3
2018-08-30 13:00:56,22.5,1.76,3.12,100.37
2018-08-30 14:00:56,18.07,1.55,2.83,101.6
2018-08-30 15:00:56,21.53,1.74,3.22,100.47
2018-08-30 16:00:56,23.94,1.54,3.11,92.56
2018-08-30 17:00:56,25.97,1.22,2.5,96.39
2018-08-30 18:00:56,30.9,0.98,2.49,99.07
2018-08-30 19:00:56,30.11,1.58,2.97,106.09
2018-08-30 20:00:56,28.01,1.61,3.08,107.48
2018-08-30 21:00:56,28.58,1.81,3.25,106.88
2018-08-30 22:00:56,34.87,2.08,3.56,97.68
2018-08-30 23:00:56,45.72,1.95,3.1,94.06
2018-08-31 00:00:56,40.22,1.7,3.0,91.09
2018-08-31 01:00:56,34.42,1.72,3.13,88.53
2018-08-31 02:00:56,27.59,1.76,3.41,89.01
2018-08-31 03:00:56,22.96,1.56,2.83,90.41
2018-08-31 04:00:56,22.52,1.79,3.14,90.11
2018-08-31 05:00:56,22.74,1.55,2.99,92.44
2018-08-31 06:00:56,28.49,1.46,2.63,92.57
2018-08-31 07:00:56,26.87,1.79,3.26,81.74
2018-08-31 08:00:56,24.54,2.17,3.65,68.37
2018-08-31 09:00:56,20.62,1.58,3.14,86.37
2018-08-31 10:00:56,23.63,1.54,3.0,89.6
2018-08-31 11:00:56,24.98,1.58,3.08,91.36
2018-08-31 12:00:56,24.58,1.35,2.87,89.08
2018-08-31 13:00:56,30.37,1.38,2.94,91.87
2018-08-31 14:00:56,25.04,1.49,3.03,91.86
2018-08-31 15:00:56,21.04,1.5,3.18,93.49
2018-08-31 16:00:56,27.46,1.26,2.75,94.57
2018-08-31 17:00:56,29.74,1.31,2.85,94.27
2018-08-31 18:00:56,31.91,1.36,2.74,94.51
2018-08-31 19:00:56,34.29,1.75,3.14,88.06
2018-08-31 20:00:56,30.71,3.34,4.85,70.34
2018-08-31 21:00:56,35.55,5.22,6.55,74.86
2018-08-31 22:00:56,31.69,4.59,6.07,57.58
2018-08-31 23:00:56,22.14,5.31,6.91,31.44
2018-09-01 00:00:56,31.24,5.47,7.17,22.59
2018-09-01 01:00:56,31.21,3.69,5.23,45.65
2018-09-01 02:00:56,20.3,2.62,3.98,51.5
2018-09-01 03:00:56,20.71,2.73,4.41,39.78
2018-09-01 04:00:56,26.39,2.25,3.58,43.22
2018-09-01 05:00:56,22.59,2.23,3.58,62.14
2018-09-01 06:00:56,16.17,2.11,3.47,57.02
2018-09-01 07:00:56,15.59,2.88,4.36,46.4
2018-09-01 08:00:56,17.8,2.69,4.41,59.96
2018-09-01 09:00:56,18.42,2.88,4.51,45.88
2018-09-01 10:00:56,14.53,1.87,3.42,93.68
2018-09-01 11:00:56,11.32,1.8,3.24,93.81
2018-09-01 12:00:56,14.59,1.87,3.25,102.79
2018-09-01 13:00:56,21.55,1.83,3.29,107.2
2018-09-01 14:00:56,24.27,1.95,3.43,106.94
2018-09-01 15:00:56,18.84,1.96,3.55,110.2
2018-09-01 16:00:56,24.29,1.69,3.1,111.14
2018-09-01 17:00:56,33.59,1.67,3.11,113.31
2018-09-01 18:00:56,26.36,2.13,3.45,112.22
2018-09-01 19:00:56,30.62,2.39,3.8,99.28
2018-09-01 20:00:56,36.69,2.29,3.89,96.56
2018-09-01 21:00:56,38.24,3.96,5.32,80.94
2018-09-01 22:00:56,36.08,4.42,5.94,44.32
2018-09-01 23:00:56,30.32,3.61,5.14,76.71
2018-09-02 00:00:56,31.14,2.94,4.45,68.26
2018-09-02 01:00:56,28.04,3.66,5.1,43.35
2018-09-02 02:00:56,23.3,2.17,3.46,86.32
2018-09-02 03:00:56,23.91,1.74,3.17,85.48
2018-09-02 04:00:56,22.03,2.43,3.88,63.64
2018-09-02 05:00:56,17.87,2.74,4.27,54.58
2018-09-02 06:00:56,22.88,1.99,3.31,74.41
2018-09-02 07:00:56,28.36,1.62,2.94,99.08
2018-09-02 08:00:56,32.22,1.62,2.9,93.04
2018-09-02 09:00:56,37.55,1.68,3.12,96.23
2018-09-02 10:00:56,34.75,1.29,2.9,101.94
2018-09-02 11:00:56,24.09,1.18,2.39,103.76
2018-09-02 12:00:56,18.13,1.11,2.38,102.97
2018-09-02 13:00:56,13.93,1.22,2.66,105.04
2018-09-02 14:00:56,14.73,1.35,2.81,105.03
2018-09-02 15:00:56,14.97,1.63,2.98,107.05
2018-09-02 16:00:56,17.95,1.51,2.95,108.82
2018-09-02 17:00:56,22.28,1.84,3.32,114.03
2018-09-02 18:00:56,18.8,1.81,3.36,116.13
2018-09-02 19:00:56,27.1,1.87,3.21,112.61
2018-09-02 20:00:56,37.05,1.89,3.4,100.84
2018-09-02 21:00:56,39.9,2.31,3.6,97.01
2018-09-02 22:00:56,43.21,2.42,3.67,96.98
2018-09-02 23:00:56,34.56,2.01,3.49,94.09
2018-09-03 00:00:56,25.99,2.18,3.46,95.63
2018-09-03 01:00:56,23.24,2.31,3.56,96.71
2018-09-03 02:00:56,19.76,2.22,3.59,94.3
2018-09-03 03:00:56,18.37,1.96,3.39,99.71
2018-09-03 04:00:56,17.44,1.88,3.16,99.96
2018-09-03 05:00:56,23.02,1.92,3.3,94.67
2018-09-03 06:00:56,28.5,2.12,3.67,79.56
2018-09-03 07:00:56,25.6,1.82,3.32,81.4
2018-09-03 08:00:56,20.52,1.96,3.31,86.43
2018-09-03 09:00:56,24.94,1.76,3.24,101.88
2018-09-03 10:00:56,29.83,1.83,3.21,102.5
2018-09-03 11:00:56,28.51,1.53,3.04,106.25
2018-09-03 12:00:56,34.54,1.66,2.95,106.27
2018-09-03 13:00:56,32.79,1.67,3.08,108.89
2018-09-03 14:00:56,31.62,1.76,3.17,108.96
2018-09-03 15:00:56,35.27,1.63,2.85,103.28
2018-09-03 16:00:56,34.43,1.35,2.48,102.18
2018-09-03 17:00:56,39.73,1.42,2.75,96.52
2018-09-03 18:00:56,41.2,2.64,4.14,97.88
2018-09-03 19:00:56,33.3,2.22,3.69,88.63
2018-09-03 20:00:56,35.58,3.94,5.46,72.95
2018-09-03 21:00:56,45.13,3.4,4.94,60.6
2018-09-03 22:00:56,39.0,4.77,6.24,52.97
2018-09-03 23:00:56,34.3,4.04,5.63,40.45
2018-09-04 00:00:56,31.26,3.95,5.69,15.82
2018-09-04 01:00:56,26.28,3.34,5.12,23.29
2018-09-04 02:00:56,21.02,2.68,4.3,32.21
2018-09-04 03:00:56,17.84,2.42,4.19,31.98
2018-09-04 04:00:56,17.22,2.62,4.27,27.55
2018-09-04 05:00:56,14.28,2.71,4.32,29.78
2018-09-04 06:00:56,15.9,2.74,4.49,36.01
2018-09-04 07:00:56,21.02,2.54,4.03,41.63
2018-09-04 08:00:56,18.89,3.67,5.94,15.89
2018-09-04 09:00:56,16.39,3.81,5.79,38.14
2018-09-04 10:00:56,20.57,2.96,4.66,83.38
2018-09-04 11:00:56,22.63,2.98,4.55,92.44
2018-09-04 12:00:56,21.17,2.53,3.96,93.74
2018-09-04 13:00:56,17.55,2.69,4.05,98.8
2018-09-04 14:00:56,23.49,2.36,3.75,98.67
2018-09-04 15:00:56,32.37,1.88,3.34,96.32
2018-09-04 16:00:56,28.62,1.73,3.14,94.59
2018-09-04 17:00:56,25.07,2.26,3.91,91.94
2018-09-04 18:00:56,28.18,1.46,3.0,89.92
2018-09-04 19:00:56,28.0,1.82,3.13,87.94
2018-09-04 20:00:56,30.77,3.08,4.49,74.3
2018-09-04 21:00:56,34.84,4.15,5.77,63.79
2018-09-04 22:00:56,29.25,3.6,5.14,64.64
2018-09-04 23:00:56,23.64,4.32,5.84,54.06
2018-09-05 00:00:56,28.34,6.62,8.43,38.11
2018-09-05 01:00:56,25.93,5.79,7.75,15.14
2018-09-05 02:00:56,24.42,3.95,6.01,19.09
2018-09-05 03:00:56,27.81,3.58,5.28,16.11
2018-09-05 04:00:56,29.64,2.83,4.33,32.49
2018-09-05 05:00:56,29.54,2.46,4.06,25.93
2018-09-05 06:00:56,21.59,3.2,4.84,21.76
2018-09-05 07:00:56,16.31,2.32,4.04,22.11
2018-09-05 08:00:56,18.89,3.17,5.13,26.28
2018-09-05 09:00:56,17.46,4.75,6.95,50.07
2018-09-05 10:00:56,18.63,4.13,6.32,76.13
2018-09-05 11:00:56,21.72,3.32,5.58,80.01
2018-09-05 12:00:56,20.13,4.61,6.95,78.94
2018-09-05 13:00:56,18.37,2.76,5.31,82.75
2018-09-05 14:00:56,20.27,10.15,14.54,78.15
2018-09-05 15:00:56,22.78,0.0,0.0,72.1
2018-09-05 16:00:56,23.43,0.0,0.0,72.25
2018-09-05 17:00:56,21.42,0.0,0.0,62.81
2018-09-05 18:00:56,22.07,6.42,8.69,67.73
2018-09-05 19:00:56,29.11,5.75,7.65,50.91
2018-09-05 20:00:56,30.15,5.52,7.06,41.63
2018-09-05 21:00:56,27.56,4.34,5.9,50.06
2018-09-05 22:00:56,26.25,3.09,4.59,36.72
2018-09-05 23:00:56,20.91,3.86,5.5,33.1
2018-09-06 00:00:56,21.51,4.25,5.73,31.83
2018-09-06 01:00:56,21.3,2.96,4.47,30.45
2018-09-06 02:00:56,16.2,2.2,3.59,28.49
2018-09-06 03:00:56,19.02,1.73,3.4,45.04
2018-09-06 04:00:56,16.04,2.3,3.77,37.6
2018-09-06 05:00:56,16.45,2.07,3.53,60.92
2018-09-06 06:00:56,18.77,1.89,3.25,70.26
2018-09-06 07:00:56,17.88,2.49,4.0,54.23
2018-09-06 08:00:56,21.33,2.4,3.89,59.85
