Date,PM10 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2020-06-14 07:00:56,22.56,0.0,0.0,21.5
2020-06-14 08:00:56,23.52,0.0,0.0,21.58
2020-06-14 09:00:56,23.76,0.0,0.0,25.26
2020-06-14 10:00:56,28.37,0.0,0.0,25.87
2020-06-14 11:00:56,48.51,0.0,0.0,30.07
2020-06-14 12:00:56,52.49,0.0,0.0,41.53
2020-06-14 13:00:56,32.46,0.0,0.0,51.41
2020-06-14 14:00:56,18.08,0.0,0.0,54.5
2020-06-14 15:00:56,9.84,0.0,0.0,54.87
2020-06-14 16:00:56,10.5,0.0,0.0,54.55
2020-06-14 17:00:56,26.48,0.0,0.0,53.8
2020-06-14 18:00:56,29.76,0.0,0.0,51.32
2020-06-14 19:00:56,16.51,0.0,0.0,51.33
2020-06-14 20:00:56,9.4,0.0,0.0,54.9
2020-06-14 21:00:56,6.34,0.0,0.0,50.14
2020-06-14 22:00:56,7.29,0.0,0.0,39.25
2020-06-14 23:00:56,7.58,0.0,0.0,41.12
2020-06-15 00:00:56,5.55,0.0,0.0,42.79
2020-06-15 01:00:56,5.52,0.0,0.0,29.04
2020-06-15 02:00:56,12.58,0.0,0.0,17.43
2020-06-15 03:00:56,19.62,0.0,0.0,15.14
2020-06-15 04:00:56,23.09,0.0,0.0,15.57
2020-06-15 05:00:56,26.04,0.0,0.0,17.73
2020-06-15 06:00:56,20.65,0.0,0.0,20.54
2020-06-15 07:00:56,13.04,0.0,0.0,26.09
2020-06-15 08:00:56,15.29,0.0,0.0,29.56
2020-06-15 09:00:56,35.08,0.0,0.0,28.37
2020-06-15 10:00:56,79.31,0.0,0.0,30.95
2020-06-15 11:00:56,90.05,0.0,0.0,35.23
2020-06-15 12:00:56,55.05,0.0,0.0,39.13
2020-06-15 13:00:56,28.22,0.0,0.0,42.44
2020-06-15 14:00:56,14.94,0.0,0.0,45.59
2020-06-15 15:00:56,13.3,0.0,0.0,47.99
2020-06-15 16:00:56,29.33,0.0,0.0,53.21
2020-06-15 17:00:56,33.69,0.0,0.0,53.04
2020-06-15 18:00:56,27.01,0.0,0.0,49.87
2020-06-15 19:00:56,33.41,0.0,0.0,53.36
2020-06-15 20:00:56,37.79,0.0,0.0,50.15
2020-06-15 21:00:56,33.86,0.0,0.0,44.67
2020-06-15 22:00:56,23.45,0.0,0.0,46.67
2020-06-15 23:00:56,13.49,0.0,0.0,48.35
2020-06-16 00:00:56,8.0,0.0,0.0,42.42
2020-06-16 01:00:56,6.92,0.0,0.0,33.7
2020-06-16 02:00:56,13.16,0.0,0.0,28.74
2020-06-16 03:00:56,19.73,0.0,0.0,28.81
2020-06-16 04:00:56,17.3,0.0,0.0,25.01
2020-06-16 05:00:56,18.14,0.0,0.0,23.9
2020-06-16 06:00:56,21.75,0.0,0.0,27.34
2020-06-16 07:00:56,25.49,0.0,0.0,25.21
2020-06-16 08:00:56,36.88,0.0,0.0,22.93
2020-06-16 09:00:56,76.09,0.0,0.0,23.01
2020-06-16 10:00:56,92.44,0.0,0.0,29.67
2020-06-16 11:00:56,62.68,0.0,0.0,44.0
2020-06-16 12:00:56,35.34,0.0,0.0,51.89
2020-06-16 13:00:56,18.4,0.0,0.0,55.83
2020-06-16 14:00:56,9.64,0.0,0.0,59.8
2020-06-16 15:00:56,6.04,0.0,0.0,62.65
2020-06-16 16:00:56,9.55,0.0,0.0,63.06
2020-06-16 17:00:56,14.28,0.0,0.0,63.63
2020-06-16 18:00:56,14.79,0.0,0.0,64.55
2020-06-16 19:00:56,11.16,0.0,0.0,64.45
2020-06-16 20:00:56,7.63,0.0,0.0,65.4
2020-06-16 21:00:56,10.83,0.0,0.0,65.61
2020-06-16 22:00:56,14.8,0.0,0.0,61.09
2020-06-16 23:00:56,14.75,0.0,0.0,53.43
2020-06-17 00:00:56,18.43,0.0,0.0,44.7
2020-06-17 01:00:56,20.52,0.0,0.0,33.21
2020-06-17 02:00:56,15.85,0.0,0.0,18.55
2020-06-17 03:00:56,15.22,0.0,0.0,17.8
2020-06-17 04:00:56,15.33,0.0,0.0,27.89
2020-06-17 05:00:56,11.43,0.0,0.0,38.06
2020-06-17 06:00:56,11.48,0.0,0.0,46.28
2020-06-17 07:00:56,14.47,0.0,0.0,41.61
2020-06-17 08:00:56,30.48,0.0,0.0,34.39
2020-06-17 09:00:56,72.35,0.0,0.0,30.94
2020-06-17 10:00:56,99.22,0.0,0.0,29.39
2020-06-17 11:00:56,91.41,0.0,0.0,37.86
2020-06-17 12:00:56,66.03,0.0,0.0,48.66
2020-06-17 13:00:56,39.29,0.0,0.0,52.84
2020-06-17 14:00:56,22.9,0.0,0.0,57.97
2020-06-17 15:00:56,14.42,0.0,0.0,61.29
2020-06-17 16:00:56,19.88,0.0,0.0,62.86
2020-06-17 17:00:56,38.04,0.0,0.0,60.51
2020-06-17 18:00:56,78.04,0.0,0.0,50.97
2020-06-17 19:00:56,80.51,0.0,0.0,42.63
2020-06-17 20:00:56,42.11,0.0,0.0,45.33
2020-06-17 21:00:56,22.28,0.0,0.0,46.97
2020-06-17 22:00:56,11.8,0.0,0.0,37.73
2020-06-17 23:00:56,7.55,0.0,0.0,36.82
2020-06-18 00:00:56,9.11,0.0,0.0,46.32
2020-06-18 01:00:56,13.7,0.0,0.0,45.98
2020-06-18 02:00:56,17.6,0.0,0.0,32.55
2020-06-18 03:00:56,16.63,0.0,0.0,25.58
2020-06-18 04:00:56,13.42,0.0,0.0,33.15
2020-06-18 05:00:56,14.55,0.0,0.0,46.0
2020-06-18 06:00:56,20.38,0.0,0.0,54.05
2020-06-18 07:00:56,28.72,0.0,0.0,52.54
2020-06-18 08:00:56,39.73,0.0,0.0,42.6
2020-06-18 09:00:56,45.77,0.0,0.0,34.52
2020-06-18 10:00:56,57.19,0.0,0.0,33.81
2020-06-18 11:00:56,69.24,0.0,0.0,41.87
2020-06-18 12:00:56,69.03,0.0,0.0,48.24
2020-06-18 13:00:56,56.33,0.0,0.0,50.39
2020-06-18 14:00:56,55.37,0.0,0.0,59.77
2020-06-18 15:00:56,62.0,0.0,0.0,68.43
2020-06-18 16:00:56,51.01,0.0,0.0,71.37
2020-06-18 17:00:56,34.53,0.0,0.0,72.27
2020-06-18 18:00:56,24.19,0.0,0.0,73.21
2020-06-18 19:00:56,21.48,0.0,0.0,73.04
2020-06-18 20:00:56,26.03,0.0,0.0,73.82
2020-06-18 21:00:56,25.79,0.0,0.0,72.01
2020-06-18 22:00:56,20.98,0.0,0.0,67.66
2020-06-18 23:00:56,21.46,0.0,0.0,64.88
2020-06-19 00:00:56,23.97,0.0,0.0,62.61
2020-06-19 01:00:56,22.84,0.0,0.0,62.12
2020-06-19 02:00:56,20.59,0.0,0.0,63.41
2020-06-19 03:00:56,26.17,0.0,0.0,64.43
2020-06-19 04:00:56,31.71,0.0,0.0,64.88
2020-06-19 05:00:56,26.87,0.0,0.0,63.46
2020-06-19 06:00:56,18.61,0.0,0.0,61.74
2020-06-19 07:00:56,23.71,0.0,0.0,60.41
2020-06-19 08:00:56,29.68,0.0,0.0,58.74
2020-06-19 09:00:56,33.54,0.0,0.0,58.23
2020-06-19 10:00:56,39.3,0.0,0.0,57.42
2020-06-19 11:00:56,50.74,0.0,0.0,55.77
2020-06-19 12:00:56,56.07,0.0,0.0,57.38
2020-06-19 13:00:56,40.52,0.0,0.0,63.59
2020-06-19 14:00:56,22.6,0.0,0.0,68.7
2020-06-19 15:00:56,13.12,0.0,0.0,70.56
2020-06-19 16:00:56,16.72,0.0,0.0,71.37
2020-06-19 17:00:56,34.93,0.0,0.0,71.22
2020-06-19 18:00:56,37.43,0.0,0.0,70.95
2020-06-19 19:00:56,28.43,0.0,0.0,72.8
2020-06-19 20:00:56,21.64,0.0,0.0,76.55
2020-06-19 21:00:56,11.5,0.0,0.0,77.31
2020-06-19 22:00:56,8.2,0.0,0.0,76.36
2020-06-19 23:00:56,15.86,0.0,0.0,79.18
2020-06-20 00:00:56,34.77,0.0,0.0,79.73
2020-06-20 01:00:56,34.53,0.0,0.0,73.85
2020-06-20 02:00:56,18.88,0.0,0.0,68.24
2020-06-20 03:00:56,15.69,0.0,0.0,64.56
2020-06-20 04:00:56,14.2,0.0,0.0,60.97
2020-06-20 05:00:56,14.74,0.0,0.0,58.86
2020-06-20 06:00:56,19.0,0.0,0.0,58.09
2020-06-20 07:00:56,22.37,0.0,0.0,57.32
2020-06-20 08:00:56,30.55,0.0,0.0,55.13
2020-06-20 09:00:56,38.72,0.0,0.0,54.78
2020-06-20 10:00:56,52.39,0.0,0.0,56.26
2020-06-20 11:00:56,58.69,0.0,0.0,58.07
2020-06-20 12:00:56,42.04,0.0,0.0,62.48
2020-06-20 13:00:56,22.81,0.0,0.0,68.51
2020-06-20 14:00:56,13.57,0.0,0.0,73.33
2020-06-20 15:00:56,16.74,0.0,0.0,76.53
2020-06-20 16:00:56,23.07,0.0,0.0,79.22
2020-06-20 17:00:56,22.82,0.0,0.0,82.35
2020-06-20 18:00:56,30.83,0.0,0.0,86.15
2020-06-20 19:00:56,38.1,0.0,0.0,82.24
2020-06-20 20:00:56,29.42,0.0,0.0,76.26
2020-06-20 21:00:56,24.35,0.0,0.0,75.09
2020-06-20 22:00:56,23.0,0.0,0.0,71.68
2020-06-20 23:00:56,18.28,0.0,0.0,66.17
2020-06-21 00:00:56,17.8,0.0,0.0,63.62
2020-06-21 01:00:56,19.33,0.0,0.0,64.0
2020-06-21 02:00:56,17.43,0.0,0.0,53.82
2020-06-21 03:00:56,20.77,0.0,0.0,39.48
2020-06-21 04:00:56,23.27,0.0,0.0,34.16
2020-06-21 05:00:56,21.26,0.0,0.0,34.36
2020-06-21 06:00:56,16.99,0.0,0.0,26.27
2020-06-21 07:00:56,11.18,0.0,0.0,19.33
2020-06-21 08:00:56,21.36,0.0,0.0,27.04
2020-06-21 09:00:56,57.36,0.0,0.0,29.78
2020-06-21 10:00:56,78.62,0.0,0.0,35.0
2020-06-21 11:00:56,57.08,0.0,0.0,44.51
2020-06-21 12:00:56,31.66,0.0,0.0,53.85
2020-06-21 13:00:56,25.15,0.0,0.0,64.72
2020-06-21 14:00:56,19.43,0.0,0.0,69.4
2020-06-21 15:00:56,12.5,0.0,0.0,68.78
2020-06-21 16:00:56,15.03,0.0,0.0,68.85
2020-06-21 17:00:56,15.55,0.0,0.0,72.14
2020-06-21 18:00:56,14.83,0.0,0.0,69.07
2020-06-21 19:00:56,15.56,0.0,0.0,64.29
2020-06-21 20:00:56,18.0,0.0,0.0,64.48
2020-06-21 21:00:56,19.74,0.0,0.0,62.82
2020-06-21 22:00:56,19.3,0.0,0.0,59.19
2020-06-21 23:00:56,18.85,0.0,0.0,53.98
2020-06-22 00:00:56,24.93,0.0,0.0,49.15
2020-06-22 01:00:56,30.11,0.0,0.0,46.49
2020-06-22 02:00:56,25.24,0.0,0.0,37.46
2020-06-22 03:00:56,25.32,0.0,0.0,32.2
2020-06-22 04:00:56,23.82,0.0,0.0,34.58
2020-06-22 05:00:56,20.26,0.0,0.0,25.86
2020-06-22 06:00:56,21.91,0.0,0.0,22.3
2020-06-22 07:00:56,29.29,0.0,0.0,20.73
2020-06-22 08:00:56,40.36,0.0,0.0,19.59
2020-06-22 09:00:56,65.32,0.0,0.0,23.99
2020-06-22 10:00:56,71.32,0.0,0.0,31.57
2020-06-22 11:00:56,49.21,0.0,0.0,44.83
2020-06-22 12:00:56,30.64,0.0,0.0,52.53
2020-06-22 13:00:56,19.71,0.0,0.0,58.41
2020-06-22 14:00:56,25.48,0.0,0.0,61.72
2020-06-22 15:00:56,24.74,0.0,0.0,62.09
2020-06-22 16:00:56,14.49,0.0,0.0,63.49
2020-06-22 17:00:56,15.04,0.0,0.0,64.83
2020-06-22 18:00:56,20.75,0.0,0.0,62.82
2020-06-22 19:00:56,26.6,0.0,0.0,58.55
2020-06-22 20:00:56,24.61,0.0,0.0,55.27
2020-06-22 21:00:56,24.04,0.0,0.0,54.1
2020-06-22 22:00:56,31.23,0.0,0.0,50.57
2020-06-22 23:00:56,29.18,0.0,0.0,47.07
2020-06-23 00:00:56,30.0,0.0,0.0,45.83
2020-06-23 01:00:56,32.47,0.0,0.0,44.71
2020-06-23 02:00:56,28.06,0.0,0.0,46.12
2020-06-23 03:00:56,30.64,0.0,0.0,44.26
2020-06-23 04:00:56,28.19,0.0,0.0,38.88
2020-06-23 05:00:56,23.98,0.0,0.0,35.46
2020-06-23 06:00:56,24.94,0.0,0.0,33.53
2020-06-23 07:00:56,23.58,0.0,0.0,33.3
2020-06-23 08:00:56,23.41,0.0,0.0,32.87
2020-06-23 09:00:56,30.61,0.0,0.0,34.01
2020-06-23 10:00:56,49.73,0.0,0.0,38.98
2020-06-23 11:00:56,72.3,0.0,0.0,45.84
2020-06-23 12:00:56,65.15,0.0,0.0,49.65
2020-06-23 13:00:56,36.49,0.0,0.0,49.78
2020-06-23 14:00:56,22.02,0.0,0.0,48.99
2020-06-23 15:00:56,24.71,0.0,0.0,47.78
2020-06-23 16:00:56,25.63,0.0,0.0,46.68
2020-06-23 17:00:56,24.7,0.0,0.0,44.87
2020-06-23 18:00:56,22.62,0.0,0.0,43.75
2020-06-23 19:00:56,17.58,0.0,0.0,42.9
2020-06-23 20:00:56,16.57,0.0,0.0,39.08
2020-06-23 21:00:56,16.61,0.0,0.0,37.59
2020-06-23 22:00:56,33.31,0.0,0.0,39.63
2020-06-23 23:00:56,53.57,0.0,0.0,35.07
2020-06-24 00:00:56,43.73,0.0,0.0,34.2
2020-06-24 01:00:56,24.45,0.0,0.0,34.42
2020-06-24 02:00:56,23.83,0.0,0.0,30.31
2020-06-24 03:00:56,21.72,0.0,0.0,26.1
2020-06-24 04:00:56,12.44,0.0,0.0,23.33
2020-06-24 05:00:56,10.34,0.0,0.0,27.25
2020-06-24 06:00:56,19.97,0.0,0.0,37.41
2020-06-24 07:00:56,22.13,0.0,0.0,42.29
2020-06-24 08:00:56,17.17,0.0,0.0,43.61
2020-06-24 09:00:56,33.08,0.0,0.0,46.89
2020-06-24 10:00:56,74.3,0.0,0.0,49.11
2020-06-24 11:00:56,77.09,0.0,0.0,54.98
2020-06-24 12:00:56,41.58,0.0,0.0,60.26
2020-06-24 13:00:56,22.77,0.0,0.0,64.48
2020-06-24 14:00:56,12.65,0.0,0.0,70.8
2020-06-24 15:00:56,7.94,0.0,0.0,77.08
2020-06-24 16:00:56,10.63,0.0,0.0,81.43
2020-06-24 17:00:56,22.43,0.0,0.0,85.97
2020-06-24 18:00:56,30.62,0.0,0.0,87.67
2020-06-24 19:00:56,28.28,0.0,0.0,86.56
2020-06-24 20:00:56,23.44,0.0,0.0,85.46
2020-06-24 21:00:56,17.61,0.0,0.0,84.93
2020-06-24 22:00:56,16.92,0.0,0.0,86.48
2020-06-24 23:00:56,21.94,0.0,0.0,86.36
2020-06-25 00:00:56,24.06,0.0,0.0,79.26
2020-06-25 01:00:56,24.52,0.0,0.0,70.61
2020-06-25 02:00:56,19.76,0.0,0.0,66.15
2020-06-25 03:00:56,14.11,0.0,0.0,64.25
2020-06-25 04:00:56,10.93,0.0,0.0,63.55
2020-06-25 05:00:56,9.0,0.0,0.0,63.93
2020-06-25 06:00:56,7.93,0.0,0.0,61.85
2020-06-25 07:00:56,7.54,0.0,0.0,54.07
2020-06-25 08:00:56,16.15,0.0,0.0,49.45
2020-06-25 09:00:56,36.76,0.0,0.0,53.05
2020-06-25 10:00:56,71.41,0.0,0.0,57.55
2020-06-25 11:00:56,69.1,0.0,0.0,60.38
2020-06-25 12:00:56,34.62,0.0,0.0,62.28
2020-06-25 13:00:56,17.42,0.0,0.0,64.16
2020-06-25 14:00:56,8.63,0.0,0.0,64.0
2020-06-25 15:00:56,5.03,0.0,0.0,63.18
2020-06-25 16:00:56,5.81,0.0,0.0,63.15
2020-06-25 17:00:56,7.09,0.0,0.0,62.2
2020-06-25 18:00:56,11.54,0.0,0.0,62.39
2020-06-25 19:00:56,18.53,0.0,0.0,62.99
2020-06-25 20:00:56,18.34,0.0,0.0,62.04
2020-06-25 21:00:56,12.58,0.0,0.0,59.29
2020-06-25 22:00:56,8.17,0.0,0.0,54.11
2020-06-25 23:00:56,7.02,0.0,0.0,46.67
2020-06-26 00:00:56,7.2,0.0,0.0,37.63
2020-06-26 01:00:56,11.57,0.0,0.0,33.12
2020-06-26 02:00:56,17.15,0.0,0.0,32.09
2020-06-26 03:00:56,16.1,0.0,0.0,31.27
2020-06-26 04:00:56,11.66,0.0,0.0,30.44
2020-06-26 05:00:56,11.23,0.0,0.0,28.35
2020-06-26 06:00:56,14.33,0.0,0.0,35.2
2020-06-26 07:00:56,13.67,0.0,0.0,43.03
2020-06-26 08:00:56,19.36,0.0,0.0,44.56
2020-06-26 09:00:56,47.35,0.0,0.0,49.74
2020-06-26 10:00:56,71.16,0.0,0.0,56.09
2020-06-26 11:00:56,63.01,0.0,0.0,60.2
2020-06-26 12:00:56,40.31,0.0,0.0,64.04
2020-06-26 13:00:56,22.71,0.0,0.0,67.28
2020-06-26 14:00:56,11.98,0.0,0.0,68.99
2020-06-26 15:00:56,11.26,0.0,0.0,76.75
2020-06-26 16:00:56,29.75,0.0,0.0,76.54
2020-06-26 17:00:56,37.36,0.0,0.0,69.74
2020-06-26 18:00:56,30.39,0.0,0.0,73.65
2020-06-26 19:00:56,44.98,0.0,0.0,77.4
2020-06-26 20:00:56,52.37,0.0,0.0,77.79
2020-06-26 21:00:56,34.34,0.0,0.0,77.56
2020-06-26 22:00:56,20.12,0.0,0.0,74.68
2020-06-26 23:00:56,19.27,0.0,0.0,69.76
2020-06-27 00:00:56,25.29,0.0,0.0,67.8
2020-06-27 01:00:56,28.24,0.0,0.0,68.77
2020-06-27 02:00:56,25.48,0.0,0.0,67.8
2020-06-27 03:00:56,28.52,0.0,0.0,66.89
2020-06-27 04:00:56,30.44,0.0,0.0,67.69
2020-06-27 05:00:56,30.61,0.0,0.0,67.55
2020-06-27 06:00:56,36.56,0.0,0.0,66.78
2020-06-27 07:00:56,32.91,0.0,0.0,65.64
2020-06-27 08:00:56,37.86,0.0,0.0,62.91
2020-06-27 09:00:56,76.69,0.0,0.0,59.5
2020-06-27 10:00:56,111.06,0.0,0.0,58.72
2020-06-27 11:00:56,94.12,0.0,0.0,59.83
2020-06-27 12:00:56,60.52,0.0,0.0,60.46
2020-06-27 13:00:56,37.51,0.0,0.0,60.33
2020-06-27 14:00:56,18.77,0.0,0.0,59.94
2020-06-27 15:00:56,13.56,0.0,0.0,60.23
2020-06-27 16:00:56,25.39,0.0,0.0,61.86
2020-06-27 17:00:56,31.91,0.0,0.0,62.94
2020-06-27 18:00:56,33.71,0.0,0.0,63.72
2020-06-27 19:00:56,37.78,0.0,0.0,66.15
2020-06-27 20:00:56,44.83,0.0,0.0,67.58
2020-06-27 21:00:56,46.25,0.0,0.0,66.73
2020-06-27 22:00:56,37.46,0.0,0.0,65.34
2020-06-27 23:00:56,33.57,0.0,0.0,63.49
2020-06-28 00:00:56,38.26,0.0,0.0,59.91
2020-06-28 01:00:56,40.26,0.0,0.0,55.86
2020-06-28 02:00:56,29.9,0.0,0.0,52.68
2020-06-28 03:00:56,27.02,0.0,0.0,53.84
2020-06-28 04:00:56,24.25,0.0,0.0,53.79
2020-06-28 05:00:56,22.6,0.0,0.0,51.61
2020-06-28 06:00:56,32.38,0.0,0.0,54.94
2020-06-28 07:00:56,37.09,0.0,0.0,51.12
2020-06-28 08:00:56,42.19,0.0,0.0,41.82
2020-06-28 09:00:56,76.71,0.0,0.0,44.46
2020-06-28 10:00:56,98.31,0.0,0.0,53.62
2020-06-28 11:00:56,71.64,0.0,0.0,59.89
2020-06-28 12:00:56,48.09,0.0,0.0,63.92
2020-06-28 13:00:56,43.47,0.0,0.0,65.94
2020-06-28 14:00:56,41.75,0.0,0.0,65.73
2020-06-28 15:00:56,40.17,0.0,0.0,63.79
2020-06-28 16:00:56,35.7,0.0,0.0,61.96
2020-06-28 17:00:56,24.46,0.0,0.0,61.36
2020-06-28 18:00:56,13.1,0.0,0.0,62.45
2020-06-28 19:00:56,11.67,0.0,0.0,63.39
2020-06-28 20:00:56,17.27,0.0,0.0,64.04
2020-06-28 21:00:56,22.43,0.0,0.0,62.09
2020-06-28 22:00:56,32.16,0.0,0.0,60.85
2020-06-28 23:00:56,37.18,0.0,0.0,52.46
2020-06-29 00:00:56,37.02,0.0,0.0,40.51
2020-06-29 01:00:56,39.0,0.0,0.0,32.76
2020-06-29 02:00:56,30.65,0.0,0.0,27.21
2020-06-29 03:00:56,18.21,0.0,0.0,37.35
2020-06-29 04:00:56,10.86,0.0,0.0,48.35
2020-06-29 05:00:56,9.65,0.0,0.0,40.97
2020-06-29 06:00:56,17.51,0.0,0.0,36.49
2020-06-29 07:00:56,23.63,0.0,0.0,37.97
2020-06-29 08:00:56,29.62,0.0,0.0,34.04
2020-06-29 09:00:56,59.35,0.0,0.0,39.08
2020-06-29 10:00:56,96.32,0.0,0.0,50.72
2020-06-29 11:00:56,90.18,0.0,0.0,56.47
2020-06-29 12:00:56,58.85,0.0,0.0,58.33
2020-06-29 13:00:56,40.36,0.0,0.0,63.92
2020-06-29 14:00:56,26.46,0.0,0.0,68.02
2020-06-29 15:00:56,22.15,0.0,0.0,68.93
2020-06-29 16:00:56,34.65,0.0,0.0,70.11
2020-06-29 17:00:56,41.69,0.0,0.0,70.2
2020-06-29 18:00:56,35.02,0.0,0.0,71.49
2020-06-29 19:00:56,33.17,0.0,0.0,72.63
2020-06-29 20:00:56,37.2,0.0,0.0,70.04
2020-06-29 21:00:56,37.28,0.0,0.0,64.78
2020-06-29 22:00:56,32.21,0.0,0.0,63.01
2020-06-29 23:00:56,27.82,0.0,0.0,60.46
2020-06-30 00:00:56,34.45,0.0,0.0,56.96
2020-06-30 01:00:56,34.73,0.0,0.0,52.34
2020-06-30 02:00:56,31.24,0.0,0.0,43.59
2020-06-30 03:00:56,31.33,0.0,0.0,46.66
2020-06-30 04:00:56,26.39,0.0,0.0,56.37
2020-06-30 05:00:56,21.83,0.0,0.0,55.68
2020-06-30 06:00:56,22.48,0.0,0.0,50.6
2020-06-30 07:00:56,25.1,0.0,0.0,52.94
2020-06-30 08:00:56,46.85,0.0,0.0,48.64
2020-06-30 09:00:56,94.29,0.0,0.0,43.7
2020-06-30 10:00:56,99.66,0.0,0.0,51.69
2020-06-30 11:00:56,66.9,0.0,0.0,62.23
2020-06-30 12:00:56,45.99,0.0,0.0,68.56
2020-06-30 13:00:56,29.93,0.0,0.0,70.29
2020-06-30 14:00:56,20.45,0.0,0.0,72.99
2020-06-30 15:00:56,20.93,0.0,0.0,75.13
2020-06-30 16:00:56,24.02,0.0,0.0,73.85
2020-06-30 17:00:56,28.92,0.0,0.0,70.82
2020-06-30 18:00:56,28.39,0.0,0.0,68.74
2020-06-30 19:00:56,32.41,0.0,0.0,67.81
2020-06-30 20:00:56,37.49,0.0,0.0,67.26
2020-06-30 21:00:56,27.6,0.0,0.0,68.52
2020-06-30 22:00:56,16.17,0.0,0.0,69.7
2020-06-30 23:00:56,9.4,0.0,0.0,66.14
2020-07-01 00:00:56,13.13,0.0,0.0,55.21
2020-07-01 01:00:56,37.93,0.0,0.0,49.38
2020-07-01 02:00:56,44.6,0.0,0.0,47.75
2020-07-01 03:00:56,32.22,0.0,0.0,43.23
2020-07-01 04:00:56,30.75,0.0,0.0,41.48
2020-07-01 05:00:56,34.59,0.0,0.0,41.84
2020-07-01 06:00:56,30.56,0.0,0.0,40.25
2020-07-01 07:00:56,18.66,0.0,0.0,43.78
2020-07-01 08:00:56,27.46,0.0,0.0,42.04
2020-07-01 09:00:56,73.58,0.0,0.0,34.15
2020-07-01 10:00:56,86.02,0.0,0.0,42.61
2020-07-01 11:00:56,49.77,0.0,0.0,54.89
2020-07-01 12:00:56,25.49,0.0,0.0,59.63
2020-07-01 13:00:56,14.58,0.0,0.0,62.56
2020-07-01 14:00:56,11.37,0.0,0.0,64.27
2020-07-01 15:00:56,15.59,0.0,0.0,63.88
2020-07-01 16:00:56,15.34,0.0,0.0,63.48
2020-07-01 17:00:56,10.33,0.0,0.0,63.57
2020-07-01 18:00:56,16.4,0.0,0.0,63.44
2020-07-01 19:00:56,28.93,0.0,0.0,63.48
2020-07-01 20:00:56,29.63,0.0,0.0,62.82
2020-07-01 21:00:56,29.43,0.0,0.0,59.17
2020-07-01 22:00:56,32.04,0.0,0.0,55.71
2020-07-01 23:00:56,36.07,0.0,0.0,54.27
2020-07-02 00:00:56,31.47,0.0,0.0,46.57
2020-07-02 01:00:56,17.88,0.0,0.0,38.93
2020-07-02 02:00:56,19.04,0.0,0.0,39.09
2020-07-02 03:00:56,31.32,0.0,0.0,41.76
2020-07-02 04:00:56,37.24,0.0,0.0,38.07
2020-07-02 05:00:56,28.86,0.0,0.0,28.29
2020-07-02 06:00:56,20.23,0.0,0.0,24.77
2020-07-02 07:00:56,22.79,0.0,0.0,26.23
2020-07-02 08:00:56,33.19,0.0,0.0,25.35
2020-07-02 09:00:56,63.59,0.0,0.0,25.41
2020-07-02 10:00:56,82.2,0.0,0.0,32.86
2020-07-02 11:00:56,58.36,0.0,0.0,45.04
2020-07-02 12:00:56,32.34,0.0,0.0,56.02
2020-07-02 13:00:56,29.33,0.0,0.0,61.39
2020-07-02 14:00:56,37.62,0.0,0.0,62.13
2020-07-02 15:00:56,38.12,0.0,0.0,61.87
2020-07-02 16:00:56,26.25,0.0,0.0,62.04
2020-07-02 17:00:56,16.52,0.0,0.0,63.63
2020-07-02 18:00:56,18.18,0.0,0.0,64.1
2020-07-02 19:00:56,17.88,0.0,0.0,63.01
2020-07-02 20:00:56,13.88,0.0,0.0,62.79
2020-07-02 21:00:56,17.59,0.0,0.0,60.86
2020-07-02 22:00:56,25.48,0.0,0.0,53.95
2020-07-02 23:00:56,38.16,0.0,0.0,47.15
2020-07-03 00:00:56,46.0,0.0,0.0,43.38
2020-07-03 01:00:56,40.21,0.0,0.0,32.51
2020-07-03 02:00:56,31.52,0.0,0.0,19.23
2020-07-03 03:00:56,20.75,0.0,0.0,12.57
2020-07-03 04:00:56,12.08,0.0,0.0,14.05
2020-07-03 05:00:56,7.9,0.0,0.0,15.64
2020-07-03 06:00:56,5.49,0.0,0.0,12.3
2020-07-03 07:00:56,6.71,0.0,0.0,10.45
2020-07-03 08:00:56,18.25,0.0,0.0,5.83
2020-07-03 09:00:56,63.09,0.0,0.0,8.41
2020-07-03 10:00:56,94.96,0.0,0.0,26.8
2020-07-03 11:00:56,69.94,0.0,0.0,45.15
2020-07-03 12:00:56,36.28,0.0,0.0,51.79
2020-07-03 13:00:56,20.36,0.0,0.0,52.26
2020-07-03 14:00:56,15.51,0.0,0.0,51.84
2020-07-03 15:00:56,0.0,0.0,0.0,0.0
2020-07-03 16:00:56,0.0,0.0,0.0,0.0
2020-07-03 17:00:56,0.0,0.0,0.0,0.0
2020-07-03 18:00:56,0.0,0.0,0.0,0.0
2020-07-03 19:00:56,0.0,0.0,0.0,0.0
2020-07-03 20:00:56,0.0,0.0,0.0,0.0
2020-07-03 21:00:56,0.0,0.0,0.0,0.0
2020-07-03 22:00:56,0.0,0.0,0.0,0.0
2020-07-03 23:00:56,0.0,0.0,0.0,0.0
2020-07-04 00:00:56,0.0,0.0,0.0,0.0
2020-07-04 01:00:56,0.0,0.0,0.0,0.0
2020-07-04 02:00:56,0.0,0.0,0.0,0.0
2020-07-04 03:00:56,0.0,0.0,0.0,0.0
2020-07-04 04:00:56,0.0,0.0,0.0,0.0
2020-07-04 05:00:56,0.0,0.0,0.0,0.0
2020-07-04 06:00:56,0.0,0.0,0.0,0.0
