Date,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2018-04-10 13:00:56,59.64,0.0,4.58,61.69,66.75,55.69
2018-04-10 14:00:56,48.46,0.0,4.66,58.16,61.74,58.28
2018-04-10 15:00:56,61.77,0.0,4.99,59.72,63.03,55.59
2018-04-10 16:00:56,56.07,0.0,4.83,47.07,48.92,69.97
2018-04-10 17:00:56,87.97,0.0,4.9,36.56,36.85,85.54
2018-04-10 18:00:56,88.59,0.0,5.59,68.47,72.48,42.92
2018-04-10 19:00:56,137.01,0.0,4.7,77.05,82.45,29.01
2018-04-10 20:00:56,169.86,0.0,5.41,67.05,71.94,18.75
2018-04-10 21:00:56,256.75,0.0,5.52,52.02,56.81,14.83
2018-04-10 22:00:56,277.82,0.0,6.21,48.34,57.15,24.6
2018-04-10 23:00:56,242.03,0.0,6.03,45.33,50.05,28.96
2018-04-11 00:00:56,155.13,0.0,5.68,42.36,47.01,26.82
2018-04-11 01:00:56,96.28,0.0,5.33,34.7,38.16,29.32
2018-04-11 02:00:56,76.42,0.0,5.47,28.25,30.85,23.78
2018-04-11 03:00:56,89.59,0.0,5.55,30.28,33.12,17.14
2018-04-11 04:00:56,107.23,0.0,5.67,26.42,28.93,14.9
2018-04-11 05:00:56,80.35,0.0,5.42,25.41,27.81,14.68
2018-04-11 06:00:56,61.16,0.0,5.69,23.59,25.99,15.98
2018-04-11 07:00:56,99.04,0.0,6.23,31.37,38.29,14.3
2018-04-11 08:00:56,132.38,0.0,6.33,46.78,55.04,30.75
2018-04-11 09:00:56,111.53,0.0,6.04,49.3,55.7,45.2
2018-04-11 10:00:56,95.02,0.0,5.68,53.11,59.65,48.35
2018-04-11 11:00:56,61.21,0.0,4.92,48.68,54.0,56.22
2018-04-11 12:00:56,67.81,0.0,5.34,56.9,63.17,52.07
2018-04-11 13:00:56,62.06,0.0,4.99,63.15,69.81,47.23
2018-04-11 14:00:56,64.21,0.0,4.72,63.24,69.69,46.65
2018-04-11 15:00:56,71.62,0.0,5.59,46.77,50.45,58.97
2018-04-11 16:00:56,91.41,0.0,5.69,44.18,47.73,63.26
2018-04-11 17:00:56,70.41,0.0,5.29,47.87,51.72,61.72
2018-04-11 18:00:56,52.07,0.0,5.69,64.32,70.49,43.79
2018-04-11 19:00:56,86.89,0.0,6.05,71.07,78.4,31.57
2018-04-11 20:00:56,146.45,0.0,6.14,59.57,64.78,49.83
2018-04-11 21:00:56,63.71,0.0,6.27,59.87,65.04,43.48
2018-04-11 22:00:56,86.89,0.0,5.98,50.44,54.8,31.26
2018-04-11 23:00:56,84.0,0.0,5.54,43.55,48.47,19.36
2018-04-12 00:00:56,115.74,0.0,5.7,45.55,50.56,13.73
2018-04-12 01:00:56,106.22,0.0,5.78,38.49,43.09,14.41
2018-04-12 02:00:56,82.33,0.0,5.6,33.07,37.17,13.5
2018-04-12 03:00:56,92.85,0.0,5.72,29.06,32.77,13.73
2018-04-12 04:00:56,86.85,0.0,6.0,26.1,29.43,19.69
2018-04-12 05:00:56,49.0,0.0,5.8,28.68,32.66,14.57
2018-04-12 06:00:56,49.56,0.0,5.79,24.17,27.94,10.86
2018-04-12 07:00:56,68.55,0.0,5.98,29.19,37.07,14.1
2018-04-12 08:00:56,86.8,0.0,5.96,41.0,51.62,21.8
2018-04-12 09:00:56,113.36,0.0,6.13,51.8,61.72,33.71
2018-04-12 10:00:56,122.96,0.0,5.6,51.64,59.84,52.62
2018-04-12 11:00:56,55.89,0.0,5.72,64.14,74.13,47.16
2018-04-12 12:00:56,52.41,0.0,5.53,60.68,69.24,52.48
2018-04-12 13:00:56,65.65,0.0,5.6,64.38,73.04,51.83
2018-04-12 14:00:56,55.43,0.0,5.65,57.73,64.86,60.9
2018-04-12 15:00:56,69.44,0.0,5.6,73.53,83.77,43.43
2018-04-12 16:00:56,83.22,0.0,6.14,83.65,95.33,32.6
2018-04-12 17:00:56,90.31,0.0,6.06,53.32,59.67,65.32
2018-04-12 18:00:56,101.47,0.0,5.72,54.96,61.05,58.19
2018-04-12 19:00:56,118.78,0.0,6.16,70.25,80.0,34.69
2018-04-12 20:00:56,184.08,0.0,6.87,83.49,105.31,10.5
2018-04-12 21:00:56,509.61,0.0,7.13,77.25,98.91,9.04
2018-04-12 22:00:56,364.01,0.0,7.17,63.74,80.5,16.95
2018-04-12 23:00:56,292.88,0.0,6.28,56.08,68.73,33.43
2018-04-13 00:00:56,100.32,0.0,6.37,58.14,70.38,29.42
2018-04-13 01:00:56,109.56,0.0,6.42,68.91,82.76,31.06
2018-04-13 02:00:56,66.97,0.0,6.48,57.98,69.01,34.33
2018-04-13 03:00:56,65.88,0.0,6.52,52.73,62.57,28.32
2018-04-13 04:00:56,62.16,0.0,6.37,52.29,61.62,32.0
2018-04-13 05:00:56,66.6,0.0,6.4,48.57,56.76,35.27
