Tarih,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2020-12-25 23:00:56,-,"64,73","10,25","18,11","163,12","5,24"
2020-12-26 00:00:56,"74,00","56,64","7,88","15,61","123,70","4,73"
2020-12-26 01:00:56,"73,79","45,97","8,05","17,66","129,38","4,49"
2020-12-26 02:00:56,"66,76","44,68","6,54",-,-,"4,42"
2020-12-26 03:00:56,"58,73","35,89","5,23","16,86","107,67",-
2020-12-26 04:00:56,"50,09","33,14","5,18","18,85","150,96","4,46"
2020-12-26 05:00:56,"52,43","36,38","3,24","16,08","84,34","3,30"
2020-12-26 06:00:56,"32,89","18,89","3,24","16,16","52,82","3,45"
2020-12-26 07:00:56,"29,03","16,03","2,56","15,54","71,87","3,27"
2020-12-26 08:00:56,"30,15","16,97","3,17","17,51","64,16","3,60"
2020-12-26 09:00:56,"35,75","16,20","4,99","15,65","170,17","3,94"
2020-12-26 10:00:56,"60,04","22,34","9,10","23,25","302,24","4,36"
2020-12-26 11:00:56,"94,00","32,27","9,92","23,16","277,87","4,62"
2020-12-26 12:00:56,"94,00","41,42","16,38","29,18","282,25","6,45"
2020-12-26 13:00:56,-,"83,05","25,27","32,53","206,10","7,50"
2020-12-26 14:00:56,-,"110,36","20,81","23,74","78,40","13,38"
2020-12-26 15:00:56,"72,88","37,93","17,07","21,14","75,78","14,48"
2020-12-26 16:00:56,"68,39","35,29","12,31","15,48","48,20","26,81"
2020-12-26 17:00:56,"49,04","17,57","11,92","27,35","125,66","6,05"
2020-12-26 18:00:56,"83,00","34,14","12,04","28,48","221,82","4,92"
2020-12-26 19:00:56,-,"65,61","11,64","23,33","228,93","6,44"
2020-12-26 20:00:56,-,"82,50","15,13","23,93","267,79","6,24"
2020-12-26 21:00:56,-,"97,37","15,25","21,10","266,28","8,23"
2020-12-26 22:00:56,-,"135,24","12,12","18,92","182,77","7,13"
2020-12-26 23:00:56,-,"112,32","8,82","15,89","119,89","4,59"
2020-12-27 00:00:56,"94,41","66,46","7,42","16,29","93,84","4,11"
2020-12-27 01:00:56,"74,88","49,75","6,06","14,98","68,34","4,59"
2020-12-27 02:00:56,"70,91","42,86","6,30","15,16","104,00","4,46"
2020-12-27 03:00:56,"67,22","38,58","3,81",-,-,"3,92"
2020-12-27 04:00:56,"42,82","26,82","3,34","11,50","32,13",-
2020-12-27 05:00:56,"36,76","21,72","3,11","10,16","29,11","4,68"
2020-12-27 06:00:56,"29,21","14,25","3,66","12,83","36,08","3,58"
2020-12-27 07:00:56,"35,88","20,86","3,84","14,21","53,09","3,72"
2020-12-27 08:00:56,"32,15","17,00","3,69","14,01","54,78","3,41"
2020-12-27 09:00:56,"37,12","16,96","3,50","12,42","46,06","3,71"
2020-12-27 10:00:56,"41,52","16,39","4,11","12,52","64,64","4,54"
2020-12-27 11:00:56,"59,49","27,43","7,92","13,25","66,04","6,96"
2020-12-27 12:00:56,"74,83","38,86","11,09","15,61","66,29","8,97"
2020-12-27 13:00:56,"68,71","34,75","12,51","14,85","47,86","20,79"
2020-12-27 14:00:56,"58,67","27,86","12,41","10,81","26,75","31,42"
2020-12-27 15:00:56,"47,23","23,83","12,01","3,72","10,82","50,16"
2020-12-27 16:00:56,"22,06","18,66","9,48","2,26","7,09","53,59"
2020-12-27 17:00:56,"24,21","9,14","5,00","14,02","34,37","31,35"
2020-12-27 18:00:56,"32,07","13,68","6,13","25,16","84,09","9,15"
2020-12-27 19:00:56,"67,68","33,88","8,73","25,48","99,76","6,21"
2020-12-27 20:00:56,"90,00","59,71","12,20","22,09","132,25","6,70"
2020-12-27 21:00:56,-,"79,22","7,35","19,11","80,29","5,35"
2020-12-27 22:00:56,"82,32","56,32","6,51","18,19","77,51","5,23"
2020-12-27 23:00:56,"60,03","37,24","8,28","18,47","95,75","5,16"
2020-12-28 00:00:56,"60,83","43,80","6,67","18,23","88,00","5,09"
2020-12-28 01:00:56,"54,94","37,86","5,69","17,34","84,74","4,49"
2020-12-28 02:00:56,"52,67","33,82","5,19","19,45","90,88","4,50"
2020-12-28 03:00:56,"41,76","28,71","3,38","17,57","55,99","4,26"
2020-12-28 04:00:56,"33,58","20,75","2,61",-,-,"6,97"
2020-12-28 05:00:56,"20,03","13,93","2,98","8,03","16,60",-
2020-12-28 06:00:56,"21,18","12,11","1,87","16,16","45,55","5,12"
2020-12-28 07:00:56,"27,12","14,96","4,48","16,31","49,75","13,93"
2020-12-28 08:00:56,"31,39","14,17","3,24","21,54","103,15","3,77"
2020-12-28 09:00:56,"44,81","19,31","3,91","23,11","180,60","4,44"
2020-12-28 10:00:56,"71,00","28,34","7,93","26,88","270,00","5,05"
2020-12-28 11:00:56,-,"39,84","10,19","31,72","365,82","6,05"
2020-12-28 12:00:56,-,"89,35","5,59","24,33","126,16","11,77"
2020-12-28 13:00:56,"61,45","13,97","4,12","21,61","76,60","16,71"
2020-12-28 14:00:56,"43,81","12,93","4,36","19,57","60,98","18,57"
2020-12-28 15:00:56,"38,16","11,42","2,12","24,83","90,99","7,04"
2020-12-28 16:00:56,"42,97","23,87","6,10","26,70","120,39","8,88"
2020-12-28 17:00:56,"42,24","20,06","8,99","26,99","125,69","6,97"
2020-12-28 18:00:56,"50,38","22,44","6,12","26,86","152,91","4,83"
2020-12-28 19:00:56,"63,42","35,45","7,53","23,82","231,81","5,01"
2020-12-28 20:00:56,"76,50","47,03","6,24","20,76","135,74","12,57"
2020-12-28 21:00:56,"60,94","20,17","6,93","23,31","147,07","6,15"
2020-12-28 22:00:56,"90,83","24,69","5,09","20,15","111,06","13,39"
2020-12-28 23:00:56,"52,67","16,27","4,46","19,37","74,20","10,27"
2020-12-29 00:00:56,"42,20","23,80","2,86","17,94","81,91","7,64"
2020-12-29 01:00:56,"49,03","18,39","1,64","14,93","76,79","4,47"
2020-12-29 02:00:56,"50,03","29,94","2,84","13,11","135,44","4,46"
2020-12-29 03:00:56,"50,33","27,58","2,06","14,58","103,45","4,56"
2020-12-29 04:00:56,"27,83","14,87","1,71","17,44","68,36","3,92"
2020-12-29 05:00:56,"22,15","11,03","1,16",-,-,"3,99"
2020-12-29 06:00:56,"27,09","11,87","1,47","18,37","71,28",-
2020-12-29 07:00:56,"29,97","7,97","2,42","22,12","82,05","6,44"
2020-12-29 08:00:56,"29,91","7,39","1,74","17,07","121,83","4,12"
2020-12-29 09:00:56,"60,00","19,26","4,83","24,86","247,65","4,56"
2020-12-29 10:00:56,-,"26,42","8,98","25,67","116,32","10,46"
2020-12-29 11:00:56,"66,29","9,00","11,03","18,47","61,83","26,74"
2020-12-29 12:00:56,"42,06","8,86","9,70","15,71","55,31","32,45"
2020-12-29 13:00:56,"43,80","5,03","7,68","13,47","54,84","37,43"
2020-12-29 14:00:56,-,-,"6,75","12,93","50,05","36,81"
2020-12-29 15:00:56,-,-,"7,85","14,08","62,73","28,85"
2020-12-29 16:00:56,"37,29","4,00","8,30","14,84","72,82","25,87"
2020-12-29 17:00:56,"46,94","6,73","5,69","18,81","99,18","31,45"
2020-12-29 18:00:56,"45,00","7,91","7,83","29,66","262,21","6,03"
2020-12-29 19:00:56,-,"37,16","10,49","25,32","240,58","6,08"
2020-12-29 20:00:56,-,"54,58","13,30","28,96","310,26","6,78"
2020-12-29 21:00:56,-,"76,96","12,83","24,31","202,42","6,07"
2020-12-29 22:00:56,-,"68,07","14,06","27,27","221,97","5,69"
2020-12-29 23:00:56,-,"58,85","9,03","18,41","120,70","4,61"
2020-12-30 00:00:56,"56,00","35,00","7,14","22,85","80,46","4,46"
2020-12-30 01:00:56,"55,71","34,91","5,21","18,86","80,56","4,36"
2020-12-30 02:00:56,"45,46","24,99","3,18","14,51","37,68","7,18"
2020-12-30 03:00:56,"26,91","15,85","2,17","11,67","21,32","12,06"
2020-12-30 04:00:56,"23,97","13,19","1,52","10,82","20,32","12,06"
2020-12-30 05:00:56,"22,91","11,18","1,36","12,15","29,37","8,22"
2020-12-30 06:00:56,"20,18","9,18","1,14",-,-,"5,15"
2020-12-30 07:00:56,"26,11","9,91","1,11","18,11","63,65",-
2020-12-30 08:00:56,"30,95","11,82","4,07","18,77","213,23","4,01"
2020-12-30 09:00:56,"63,41","17,47","4,17","22,37","237,27","4,23"
2020-12-30 10:00:56,"77,00","25,29","5,62","22,32","260,40","4,97"
2020-12-30 11:00:56,-,"45,12","9,41","26,50","235,66","6,25"
2020-12-30 12:00:56,-,"47,16","12,61","28,32","167,00","11,63"
2020-12-30 13:00:56,"85,48","50,50","6,48","15,56","59,02","31,90"
2020-12-30 14:00:56,"35,94","5,97","3,36","13,57","52,11","38,43"
2020-12-30 15:00:56,"33,97","4,97","3,78","14,91","52,13","42,70"
2020-12-30 16:00:56,"33,32","4,06","13,87","26,56","76,94","29,29"
2020-12-30 17:00:56,"45,27","6,52","30,23","45,28","240,12","5,59"
2020-12-30 18:00:56,"87,00","22,36","23,65","43,14","296,16","3,67"
2020-12-30 19:00:56,-,"34,13","14,80","37,83","303,31","6,49"
2020-12-30 20:00:56,-,"67,58","11,87","30,16","139,23","5,48"
2020-12-30 21:00:56,-,"54,80","10,10","27,85","128,09","5,25"
2020-12-30 22:00:56,"86,00","49,21","11,75","28,51","280,12","5,10"
2020-12-30 23:00:56,-,"55,99","11,03","25,98","234,17","6,76"
2020-12-31 00:00:56,-,"74,00","8,13","21,68","144,28","4,82"
2020-12-31 01:00:56,-,"73,17","6,49","19,50","127,09","4,60"
2020-12-31 02:00:56,"85,14","49,36","4,94","18,03","94,97","4,60"
2020-12-31 03:00:56,"56,37","30,48","3,16","14,48","34,47","4,56"
2020-12-31 04:00:56,"35,00","15,03","2,97","13,53","34,45","6,31"
2020-12-31 05:00:56,"35,03","16,13","2,13","15,18","43,94","3,92"
2020-12-31 06:00:56,"36,11","19,94","1,32","15,86","70,76","3,93"
2020-12-31 07:00:56,"39,77","17,85","1,77",-,-,"3,91"
2020-12-31 08:00:56,"32,54","13,19","2,15","17,98","103,69",-
2020-12-31 09:00:56,"51,45","19,37","2,85","22,30","134,36","4,50"
2020-12-31 10:00:56,"67,03","30,94","4,15","20,38","132,20","5,89"
2020-12-31 11:00:56,"68,71","29,50","11,59","23,58","128,13","7,82"
2020-12-31 12:00:56,"92,41","44,50","16,98","24,11","95,29","13,53"
2020-12-31 13:00:56,"71,29","28,64","13,15","18,71","48,93","32,04"
2020-12-31 14:00:56,"47,06","17,70","9,66","21,12","71,10","28,38"
2020-12-31 15:00:56,"48,69","9,00","6,09","26,20","97,20","29,12"
2020-12-31 16:00:56,"37,83","8,97","2,61","30,41","116,54","27,83"
2020-12-31 17:00:56,"32,17","8,10","4,61","38,74","173,64","15,89"
2020-12-31 18:00:56,"39,22","11,49","11,79","46,75","278,95","5,86"
2020-12-31 19:00:56,"81,00","26,66","13,69","39,30","331,80","5,65"
2020-12-31 20:00:56,-,"47,30","15,15","36,28",-,"3,21"
2020-12-31 21:00:56,-,"85,53","13,29","32,31","280,49","6,78"
2020-12-31 22:00:56,-,"70,66","11,65","27,33","170,59","5,53"
2020-12-31 23:00:56,-,"59,63","10,03","27,06","114,57","4,60"
2021-01-01 00:00:56,"79,89","47,94","8,51","21,29","87,43","4,96"
2021-01-01 01:00:56,"75,94","45,81","23,38","20,79","119,34","3,65"
2021-01-01 02:00:56,"73,49","39,94","21,18","24,51","91,55","3,90"
2021-01-01 03:00:56,"56,70","37,66","20,11","22,80","60,14","4,15"
2021-01-01 04:00:56,"46,79","26,87","19,16","20,37","44,40","4,84"
2021-01-01 05:00:56,"39,71","22,83","17,56","15,44","33,07","4,97"
2021-01-01 06:00:56,"30,00","17,97","18,79","19,72","41,29","4,62"
2021-01-01 07:00:56,"30,15","16,97","17,66","18,81","38,38","5,02"
2021-01-01 08:00:56,"35,18","16,13","16,02",-,-,"5,28"
2021-01-01 09:00:56,"40,76","19,88","16,69","21,11","49,37",-
2021-01-01 10:00:56,"33,21","16,12","19,78","27,03","64,36","7,52"
2021-01-01 11:00:56,"39,77","19,57","21,98","16,27","25,69","30,92"
2021-01-01 12:00:56,"31,80","5,97","17,62","15,43","29,03","24,92"
2021-01-01 13:00:56,"25,00","5,31","20,47","9,59","22,05","29,62"
2021-01-01 14:00:56,"24,88","15,06","20,38","9,77","20,87","26,14"
2021-01-01 15:00:56,"21,70","17,15","19,96","12,66","28,80","26,09"
2021-01-01 16:00:56,"44,80","22,06","20,80","14,94","33,12","20,70"
2021-01-01 17:00:56,"38,14","23,78","19,73","18,13","48,22","19,28"
2021-01-01 18:00:56,"43,61","17,75","18,32","23,32","73,86","5,93"
2021-01-01 19:00:56,"64,72","40,47","18,95","23,70","110,29","5,18"
2021-01-01 20:00:56,"88,51","54,87","18,56","20,29","71,64","4,98"
2021-01-01 21:00:56,"71,88","50,73","18,02","17,71","66,98","5,09"
2021-01-01 22:00:56,"68,29","43,44","19,13","14,46","51,73","5,41"
2021-01-01 23:00:56,"77,27","55,28","18,03","13,37","35,88","4,91"
2021-01-02 00:00:56,"52,92","34,94","17,38","13,34","37,22","4,86"
2021-01-02 01:00:56,"49,83","32,66","16,47","10,35","28,02","6,49"
2021-01-02 02:00:56,"44,00","22,97","16,06","11,18","25,90","5,42"
2021-01-02 03:00:56,"43,94","22,06","15,32","8,19","17,31","8,20"
2021-01-02 04:00:56,"41,55","23,71","15,06","7,72","16,97","7,94"
2021-01-02 05:00:56,"26,00","14,81","14,88","6,25","11,60","10,95"
2021-01-02 06:00:56,"25,86","8,94","14,38","4,43","9,50","13,55"
2021-01-02 07:00:56,"21,00","7,13","14,21","7,24","14,06","9,79"
2021-01-02 08:00:56,"21,11","10,90","14,23","8,38","18,34","10,05"
2021-01-02 09:00:56,"24,97","8,16","14,29",-,-,"7,95"
2021-01-02 10:00:56,"24,23","13,00","14,63","8,97","25,04",-
2021-01-02 11:00:56,"32,40","13,52","16,86","11,55","28,35","18,95"
2021-01-02 12:00:56,"46,37","29,16","20,57","14,81","39,99","20,58"
2021-01-02 13:00:56,"58,80","33,81","21,28","10,73","24,22","33,74"
2021-01-02 14:00:56,"51,86","27,87","32,44","5,22","14,08","39,25"
2021-01-02 15:00:56,"47,14","23,87","21,81","6,52","17,32","43,43"
2021-01-02 16:00:56,"52,25","20,00","22,57","9,49","22,96","44,85"
2021-01-02 17:00:56,"60,72","20,13","25,76","8,80","18,73","45,41"
2021-01-02 18:00:56,"51,31","24,19","19,10","14,66","25,02","28,76"
2021-01-02 19:00:56,"62,00","30,97","21,41","27,08","58,59","7,70"
2021-01-02 20:00:56,"84,00","60,47","6,27","17,07","37,98","9,27"
2021-01-02 21:00:56,"83,43","43,81","18,19","15,33","33,60","12,53"
2021-01-02 22:00:56,"65,12","38,12","19,41","15,64","35,16","11,83"
2021-01-02 23:00:56,"69,15","42,06","20,11","12,87","34,27","14,14"
2021-01-03 00:00:56,"74,00","44,00","18,49","15,02","52,71","8,62"
2021-01-03 01:00:56,"73,77","44,00","17,52","15,59","50,30","4,56"
2021-01-03 02:00:56,"65,67","43,63","16,27","15,13","45,19","4,35"
2021-01-03 03:00:56,"54,88","31,91","15,79","13,77","34,89","4,98"
2021-01-03 04:00:56,"50,79","28,97","15,52","12,13","34,26","6,92"
2021-01-03 05:00:56,"43,68","27,61","15,30","7,87","15,97","11,27"
2021-01-03 06:00:56,"32,85","15,77","15,62","7,21","14,63","14,18"
2021-01-03 07:00:56,"28,23","9,10","15,28","10,23","24,55","7,16"
2021-01-03 08:00:56,"36,06","12,20","15,51","13,01","43,77","4,61"
2021-01-03 09:00:56,"38,88","18,54","16,89","13,92","90,67","4,24"
2021-01-03 10:00:56,"67,53","34,71","16,32",-,-,"5,99"
2021-01-03 11:00:56,"52,23","26,16","17,62","13,01","46,66",-
2021-01-03 12:00:56,"60,36","31,41","23,58","16,54","54,08","14,14"
2021-01-03 13:00:56,"72,59","44,44","32,17","18,68","62,37","29,13"
2021-01-03 14:00:56,"90,63","57,02","20,79","11,11","20,34","46,48"
2021-01-03 15:00:56,"45,00","24,82","20,19","10,43","21,09","48,98"
2021-01-03 16:00:56,"45,90","19,50","20,20","26,47","57,47","21,57"
2021-01-03 17:00:56,"76,60","36,44","26,50","34,12","101,28","6,06"
2021-01-03 18:00:56,"96,51","50,59","31,70","28,76","83,35","4,37"
2021-01-03 19:00:56,"80,49","37,41","26,80","26,93","127,68","4,02"
2021-01-03 20:00:56,"97,00","52,50","26,58","29,11","212,34","5,81"
2021-01-03 21:00:56,-,"100,19","25,34","26,79","152,19","5,66"
2021-01-03 22:00:56,"86,00","74,47","9,75","22,56","87,65","2,23"
2021-01-03 23:00:56,"85,77","57,75","22,05","20,03","73,75","4,44"
2021-01-04 00:00:56,"77,70","49,84","20,47","18,77","68,86","4,61"
2021-01-04 01:00:56,"67,20","44,85","19,33","17,30","111,55","3,91"
2021-01-04 02:00:56,"74,31","40,15","19,03","18,36","154,46","4,16"
2021-01-04 03:00:56,"84,18","44,44","17,28","17,36","47,89","4,43"
2021-01-04 04:00:56,"55,69","25,97","16,69","16,08","33,26","6,26"
2021-01-04 05:00:56,"44,77","25,00","15,87","15,33","28,04","5,78"
2021-01-04 06:00:56,"37,14","24,79","15,89","15,32","41,96","5,52"
2021-01-04 07:00:56,"42,19","18,12","15,91","20,28","64,63","3,79"
2021-01-04 08:00:56,"49,86","22,35","18,41","22,63","183,57","3,81"
2021-01-04 09:00:56,"81,00","34,03","18,03","19,66","161,19","4,14"
2021-01-04 10:00:56,"81,00","35,53","20,65","21,04","175,53","5,39"
2021-01-04 11:00:56,-,"52,52","24,35",-,-,"9,95"
2021-01-04 12:00:56,"82,00","37,54","27,26","28,54","172,61",-
2021-01-04 13:00:56,-,"53,63","25,81","33,45","189,95","11,25"
2021-01-04 14:00:56,"75,00","41,44","7,99","27,67","90,84","24,89"
2021-01-04 15:00:56,"74,51","23,87","18,92","27,07","66,97","31,47"
2021-01-04 16:00:56,"56,92","19,81","17,22","25,77","69,99","29,86"
2021-01-04 17:00:56,"54,30","14,28","18,96","31,63","113,94","17,71"
2021-01-04 18:00:56,"65,00","23,44","23,73","37,42","277,39","5,27"
2021-01-04 19:00:56,-,"37,85","27,78","37,24","308,10","5,85"
2021-01-04 20:00:56,-,"65,87","31,09","33,11","237,79","7,45"
2021-01-04 21:00:56,-,"92,98","28,58","32,27","169,02","5,57"
2021-01-04 22:00:56,-,"59,59","28,23","34,11","134,05","4,87"
2021-01-04 23:00:56,"79,57","45,82","26,93","28,95","103,22","4,97"
2021-01-05 00:00:56,"64,37","40,31","26,70","29,80","130,50","5,43"
2021-01-05 01:00:56,"77,26","50,08","22,56","26,55","61,18","12,93"
2021-01-05 02:00:56,"51,71","19,91","20,46","23,67","36,64","12,45"
2021-01-05 03:00:56,"41,83","17,06","20,26","29,88","48,45","6,03"
2021-01-05 04:00:56,"36,06","18,85","18,96","10,98","19,97","31,80"
2021-01-05 05:00:56,"37,72","13,94","18,51","8,29","15,50","27,28"
2021-01-05 06:00:56,"28,06","12,09","17,97","17,47","32,57","14,27"
2021-01-05 07:00:56,"30,25","14,94","22,67","13,51","23,67","27,30"
2021-01-05 08:00:56,"39,25","13,23","27,32","25,01","82,94","8,63"
2021-01-05 09:00:56,"48,26","20,26","24,55","29,84","199,28","3,42"
2021-01-05 10:00:56,"57,48","27,97","24,92","27,88","155,00","8,17"
2021-01-05 11:00:56,"74,33","26,81","22,74","27,15","118,16","10,68"
2021-01-05 12:00:56,"85,25","20,91","20,97",-,-,"20,67"
2021-01-05 13:00:56,"58,86","17,75","34,94","23,70","74,47",-
2021-01-05 14:00:56,"53,86","9,94","31,75","20,48","58,07","36,51"
2021-01-05 15:00:56,"49,08","8,00","29,32","22,05","65,94","30,85"
2021-01-05 16:00:56,"52,11","8,09","44,38","30,00","91,11","18,31"
2021-01-05 17:00:56,"56,03","11,03","49,64","30,82","86,83","16,51"
2021-01-05 18:00:56,"56,70","11,97","47,13","27,35","57,01","21,82"
2021-01-05 19:00:56,"46,86","11,43","30,26","43,77","196,43","5,50"
2021-01-05 20:00:56,"77,00","25,93","28,09","46,30","283,86","5,50"
2021-01-05 21:00:56,-,"55,96","28,89","36,88","288,58","6,66"
2021-01-05 22:00:56,-,"85,59","26,37","31,34","260,10","6,90"
2021-01-05 23:00:56,-,"72,43","24,37","28,00","170,83","5,06"
2021-01-06 00:00:56,"98,54","54,91","22,06","28,63","171,54","4,92"
2021-01-06 01:00:56,"81,43","51,34","19,84","22,52","102,91","4,34"
2021-01-06 02:00:56,"60,86","30,81","19,14","21,78","114,92","4,11"
2021-01-06 03:00:56,"55,51","24,84","16,94","20,11","55,78","3,72"
2021-01-06 04:00:56,"37,86","19,87","16,81","16,85","45,25","4,07"
2021-01-06 05:00:56,"33,00","16,00","16,61","16,10","44,92","3,27"
2021-01-06 06:00:56,"32,97","16,06","16,56","14,78","35,53","3,45"
2021-01-06 07:00:56,"31,89","18,00","16,23","15,48","40,17","3,78"
2021-01-06 08:00:56,"28,57","18,06","17,71","18,61","108,17","3,86"
2021-01-06 09:00:56,"48,00","20,21","17,58","16,51","107,90","4,16"
2021-01-06 10:00:56,"48,62","27,15","19,38","21,27","122,23","5,37"
2021-01-06 11:00:56,"70,45","32,18","23,28","21,06","151,85","5,75"
2021-01-06 12:00:56,"86,37","38,21","29,10","30,40","168,48","6,28"
2021-01-06 13:00:56,"98,35","45,12","27,83",-,-,"11,91"
2021-01-06 14:00:56,"75,34","48,12","24,01","24,83","53,77",-
2021-01-06 15:00:56,"54,10","21,66","27,18","42,84","157,93","13,81"
2021-01-06 16:00:56,"91,89","41,97","26,17","50,98","189,60","9,80"
2021-01-06 17:00:56,"88,23","41,15","26,64","53,53","184,89","7,77"
2021-01-06 18:00:56,"96,00","45,97","27,96","63,57","269,47","4,67"
2021-01-06 19:00:56,"105,28","45,60","12,53","57,76","308,03","2,75"
2021-01-06 20:00:56,"115,26","65,19","13,59","38,44","217,17","3,67"
2021-01-06 21:00:56,"123,43","70,85","12,37","32,93","179,77","3,12"
2021-01-06 22:00:56,"103,94","65,97","12,22","29,99","158,47","2,92"
2021-01-06 23:00:56,"82,00","64,25","7,91","26,96","162,89","1,76"
2021-01-07 00:00:56,"82,16","40,62","21,72","22,18","163,62","5,35"
2021-01-07 01:00:56,"86,91","61,12","19,65","18,45","64,04","3,86"
2021-01-07 02:00:56,"50,89","32,91","19,07","18,20","65,83","3,98"
2021-01-07 03:00:56,"46,97","29,97","17,79","16,90","49,54","3,88"
2021-01-07 04:00:56,"45,72","28,75","16,94","14,77","39,14","4,98"
2021-01-07 05:00:56,"36,00","20,08","16,17","15,40","37,22","3,86"
2021-01-07 06:00:56,"36,32","23,00","16,65","17,90","74,34","3,36"
2021-01-07 07:00:56,"47,33","23,15","17,86","18,86","148,06","3,89"
2021-01-07 08:00:56,"58,63","27,97","17,62","23,32","95,44","3,71"
2021-01-07 09:00:56,"46,74","27,23","20,67","26,79","210,04","4,23"
2021-01-07 10:00:56,"72,00","35,50","22,50","30,76","262,64","5,42"
2021-01-07 11:00:56,"104,39","52,27","11,33","34,59","232,82","3,27"
2021-01-07 12:00:56,"66,00","60,13","13,81","26,82","77,32","8,30"
2021-01-07 13:00:56,"65,97","31,91","25,32","29,65","84,88","17,29"
2021-01-07 14:00:56,"65,14","29,00","38,09",-,-,"16,23"
2021-01-07 15:00:56,"69,64","28,74","31,23","34,10","84,10",-
2021-01-07 16:00:56,"57,03","20,03","24,70","32,81","78,04","24,45"
2021-01-07 17:00:56,"57,94","20,97","20,75","38,18","77,31","21,34"
2021-01-07 18:00:56,"56,08","19,94","22,19","42,94","118,91","9,24"
2021-01-07 19:00:56,"59,60","18,31","41,16","48,31","170,65","4,38"
2021-01-07 20:00:56,"80,84","28,97","33,88","42,49","205,45","4,62"
2021-01-07 21:00:56,"75,00","29,13","30,43","50,54","345,54","6,09"
2021-01-07 22:00:56,"148,61","68,28","13,90","42,57","263,65","2,96"
2021-01-07 23:00:56,"77,00","77,19","11,13","29,93","112,92","1,33"
2021-01-08 00:00:56,"76,97","49,80","23,41","30,81","116,68","4,48"
2021-01-08 01:00:56,"75,36","42,82","22,08","29,34","92,56","3,62"
2021-01-08 02:00:56,"51,84","36,64","20,68","23,29","47,89","4,26"
2021-01-08 03:00:56,"46,05","25,15","20,93","25,56","58,86","4,26"
2021-01-08 04:00:56,"47,89","29,82","20,65","18,80","32,66","7,33"
2021-01-08 05:00:56,"43,84","23,94","20,48","23,01","37,35","5,02"
2021-01-08 06:00:56,"38,03","22,00","19,84","20,30","47,44","6,50"
2021-01-08 07:00:56,"39,16","22,06","19,94","22,50","68,56","4,71"
2021-01-08 08:00:56,"45,30","24,11","21,63","23,14","89,28","3,90"
2021-01-08 09:00:56,"56,51","28,20","21,65","27,00","135,57","3,99"
2021-01-08 10:00:56,"75,54","35,23","23,06","26,67","172,51","5,05"
2021-01-08 11:00:56,"95,08","43,26","26,87","30,79","152,94","6,76"
2021-01-08 12:00:56,"98,00","52,08","31,63","37,95","154,88","8,74"
2021-01-08 13:00:56,"108,53","55,30","18,05","46,03","241,73","4,62"
2021-01-08 14:00:56,"126,83","64,76","17,96","51,37","205,46","8,32"
2021-01-08 15:00:56,"75,00","56,16","36,11",-,-,"16,49"
2021-01-08 16:00:56,"75,50","28,28","46,91","47,99","128,80",-
2021-01-08 17:00:56,"92,83","36,87","44,73","51,85","184,04","6,97"
2021-01-08 18:00:56,"87,00","33,03","52,63","51,88","241,60","3,41"
2021-01-08 19:00:56,"98,00","33,94","17,39","53,52","214,84","0,45"
2021-01-08 20:00:56,"98,00","33,11","35,69","55,01","430,64","5,02"
2021-01-08 21:00:56,"171,03","68,84","18,39","43,10","257,00","2,21"
2021-01-08 22:00:56,"135,30","63,70","15,67","36,60","202,28","2,34"
2021-01-08 23:00:56,"110,91","54,33","15,02","30,35","176,36","2,00"
2021-01-09 00:00:56,"76,00","64,32","25,64","27,34","100,64","3,77"
2021-01-09 01:00:56,"75,72","40,09","25,33","26,46","106,54","4,20"
2021-01-09 02:00:56,"65,67","42,49","23,92","29,83","92,40","3,86"
2021-01-09 03:00:56,"53,69","25,91","23,25","29,67","69,85","3,96"
2021-01-09 04:00:56,"42,80","22,94","22,06","29,17","58,21","3,42"
2021-01-09 05:00:56,"35,83","20,88","20,82","22,45","31,54","9,46"
2021-01-09 06:00:56,"30,17","17,23","20,15","25,79","37,86","5,38"
2021-01-09 07:00:56,"35,92","24,79","19,68","31,16","59,73","3,86"
2021-01-09 08:00:56,"33,27","17,88","20,28","33,36","99,17","3,55"
2021-01-09 09:00:56,"43,08","14,12","20,56","32,34","102,81","3,93"
2021-01-09 10:00:56,"46,38","18,21","21,44","35,62","154,70","4,29"
2021-01-09 11:00:56,"60,35","25,63","21,07","31,46","159,59","4,52"
2021-01-09 12:00:56,"73,44","46,45","23,20","35,23","147,65","4,77"
2021-01-09 13:00:56,"88,12","59,86","22,61","26,69","73,50","10,68"
2021-01-09 14:00:56,"56,78","21,86","21,06","14,00","26,61","21,43"
2021-01-09 15:00:56,"49,82","17,20","23,59","24,66","58,50","13,14"
2021-01-09 16:00:56,"78,65","24,03","26,81",-,-,"12,90"
2021-01-09 17:00:56,"65,49","24,92","21,26","14,82","26,44",-
2021-01-09 18:00:56,"46,54","21,83","16,85","10,96","15,05","19,58"
2021-01-09 19:00:56,"30,30","16,37","16,30","11,42","14,78","18,91"
2021-01-09 20:00:56,"40,86","28,89","15,85","16,47","21,85","14,18"
2021-01-09 21:00:56,"35,51","24,61","15,65","13,11","17,50","16,68"
2021-01-09 22:00:56,"17,92","10,89","15,31","21,11","30,80","9,64"
2021-01-09 23:00:56,"15,03","7,08","15,08","11,07","15,34","20,79"
