Tarih,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2019-08-27 02:00:56,"52,90","12,11","0,94","44,70","47,75","38,59"
2019-08-27 03:00:56,"50,10","14,96","0,73","31,88","35,79","40,13"
2019-08-27 04:00:56,"52,37","13,93","0,80","48,20","50,34","46,65"
2019-08-27 05:00:56,"35,04","12,04","0,96","21,89","22,98","51,67"
2019-08-27 06:00:56,"35,71","12,82","0,94","26,86","28,66","44,78"
2019-08-27 07:00:56,"28,33","8,00","1,17","33,77","37,93","37,32"
2019-08-27 08:00:56,"37,11","8,11","1,37","39,89","47,83","51,02"
2019-08-27 09:00:56,"39,86","11,00","1,12","28,69","36,21","75,64"
2019-08-27 10:00:56,"36,03","11,12","1,04","19,64","25,61","93,52"
2019-08-27 11:00:56,"36,97","13,88","1,49","16,53","22,06","93,95"
2019-08-27 12:00:56,"36,37","11,18","1,89","28,15","41,89","90,86"
2019-08-27 13:00:56,"46,90","15,96","1,62","12,05","15,63","112,06"
2019-08-27 14:00:56,"43,80","14,89","1,73","9,84","12,50","106,40"
2019-08-27 15:00:56,"38,48","12,11","1,69",-,-,"108,09"
2019-08-27 16:00:56,"52,00","14,92","1,56","11,39","14,17","107,45"
2019-08-27 17:00:56,-,"12,84","1,47","11,74","14,26","106,20"
2019-08-27 18:00:56,"47,03","8,92","1,41","13,93","16,37","100,98"
2019-08-27 19:00:56,"47,93","6,96","1,14","17,73","19,93","93,18"
2019-08-27 20:00:56,"45,78","5,96","1,18","24,03","25,68","82,81"
2019-08-27 21:00:56,"40,26","5,33","1,27","25,14","27,11","79,51"
2019-08-27 22:00:56,"47,11","13,85","1,13","37,65","40,29","63,41"
2019-08-27 23:00:56,"49,78","9,96","1,18","37,79","39,84","60,20"
2019-08-28 00:00:56,"44,03","9,00","1,19","26,10","27,65","66,76"
2019-08-28 01:00:56,"44,69","9,04","1,42","21,03","22,40","72,27"
2019-08-28 02:00:56,"35,93","9,92","1,28","20,27","21,54","73,69"
2019-08-28 03:00:56,"34,31","7,96","1,46","14,42","15,59","74,88"
2019-08-28 04:00:56,"42,93","6,96","1,56","15,76","16,85","69,01"
2019-08-28 05:00:56,"40,90","6,04","1,65","25,30","26,79","60,38"
2019-08-28 06:00:56,"33,00","6,92","1,90","17,71","19,07","69,17"
2019-08-28 07:00:56,"33,00","5,00","1,77","27,63","30,03","54,41"
2019-08-28 08:00:56,-,-,"1,73","44,05","53,66","40,25"
2019-08-28 09:00:56,"41,00","6,00","1,27","37,50","50,52","58,70"
2019-08-28 10:00:56,"44,99","14,00","1,04","13,14","16,72","89,88"
2019-08-28 11:00:56,"39,03","11,00","1,08","15,20","20,23","92,32"
2019-08-28 12:00:56,"39,00","11,29","0,19","13,89","18,42","102,45"
2019-08-28 13:00:56,-,"19,52","0,65","8,50","10,82","107,31"
2019-08-28 14:00:56,"44,77","6,07","0,06","7,59","9,74","106,33"
2019-08-28 15:00:56,-,"7,95","0,17","9,24","11,79","105,98"
2019-08-28 16:00:56,-,"6,92","0,32",-,-,"107,56"
2019-08-28 17:00:56,-,"6,00","0,72","12,91","15,58","106,47"
2019-08-28 18:00:56,"37,86","6,22","0,65","14,18","16,66","106,00"
2019-08-28 19:00:56,"36,37","8,93","0,93","18,00","20,10","99,17"
2019-08-28 20:00:56,"40,93","8,00","0,39","22,55","23,84","92,47"
2019-08-28 21:00:56,"39,93","7,86","0,56","31,29","32,94","78,80"
2019-08-28 22:00:56,"39,15","6,51","0,35","37,73","41,52","73,47"
2019-08-28 23:00:56,"41,44","13,15","0,13","34,98","36,75","76,69"
2019-08-29 00:00:56,"46,63","15,00","0,73","30,67","32,79","75,88"
2019-08-29 01:00:56,"41,45","14,46","0,94","40,77","42,61","59,97"
2019-08-29 02:00:56,"35,23","8,61","1,09","54,52","57,41","41,55"
2019-08-29 03:00:56,"51,32","15,55","1,14","22,23","23,71","69,93"
2019-08-29 04:00:56,"41,86","9,78","1,00","17,05","18,09","73,60"
2019-08-29 05:00:56,"41,57","8,52","1,38","26,83","28,37","67,84"
2019-08-29 06:00:56,"61,09","26,48","1,09","17,07","17,78","80,08"
2019-08-29 07:00:56,"35,61","8,22","1,47","47,43","64,46","54,32"
2019-08-29 08:00:56,"44,54","11,23","2,01","76,43","140,64","29,10"
2019-08-29 09:00:56,"51,05","13,53","1,57","50,59","73,73","58,68"
2019-08-29 10:00:56,"39,90","8,75","2,52","92,98","151,50","32,14"
2019-08-29 11:00:56,"65,51","17,66","2,67","31,66","44,05","78,63"
2019-08-29 12:00:56,"51,45","8,61","2,53","16,49","21,72","93,60"
2019-08-29 13:00:56,"64,43","25,58","2,45","15,17","19,10","102,56"
2019-08-29 14:00:56,"47,93","13,93","2,08","12,69","16,43","105,32"
2019-08-29 15:00:56,"45,68","11,97","1,74","16,13","22,55","102,82"
2019-08-29 16:00:56,"37,21","10,94","1,66","16,25","20,58","104,15"
2019-08-29 17:00:56,"43,17","8,97","1,54",-,-,"103,36"
2019-08-29 18:00:56,"47,90","8,21","1,82","21,36","24,95","103,48"
2019-08-29 19:00:56,"45,14","13,79","1,89","31,11","34,47","95,71"
2019-08-29 20:00:56,"48,93","7,86","1,77","25,91","27,30","98,76"
2019-08-29 21:00:56,"47,07","4,27","1,51","31,73","33,11","91,81"
2019-08-29 22:00:56,"49,42","12,03","1,79","52,82","55,07","65,42"
2019-08-29 23:00:56,"61,00","13,03","1,87","89,64","107,80","22,86"
2019-08-30 00:00:56,"60,81","13,97","2,01","79,91","97,63","24,20"
2019-08-30 01:00:56,"54,84","13,00","2,36","80,61","129,27","15,92"
2019-08-30 02:00:56,"49,67","12,94","2,13","99,47","141,96","8,21"
2019-08-30 03:00:56,"39,80","11,13","1,84","61,62","73,90","18,25"
2019-08-30 04:00:56,"34,10","14,84","1,72","17,46","19,06","50,98"
2019-08-30 05:00:56,"37,17","9,97","2,35","68,55","117,35","11,26"
2019-08-30 06:00:56,"41,75","9,17","1,67","45,13","55,05","16,42"
2019-08-30 07:00:56,"35,04","13,90","1,73","34,50","42,80","24,94"
2019-08-30 08:00:56,"36,21","10,97","2,21","56,36","107,12","11,10"
2019-08-30 09:00:56,"42,53","10,38","3,77","71,07","133,46","28,18"
2019-08-30 10:00:56,"56,51","20,87","5,98","62,46","91,66","61,30"
2019-08-30 11:00:56,"43,20","16,68","5,81","43,06","59,61","77,96"
2019-08-30 12:00:56,"48,87","7,19","4,52","16,65","22,26","104,17"
2019-08-30 13:00:56,"44,93","12,87","3,48","11,92","14,43","108,46"
2019-08-30 14:00:56,"43,00","9,03","2,86","12,65","15,34","105,58"
2019-08-30 15:00:56,"43,16","9,93","2,65","12,53","14,73","105,65"
2019-08-30 16:00:56,"47,74","8,03","2,38","14,45","17,10","102,94"
2019-08-30 17:00:56,"40,07","9,00","2,68","13,32","15,96","107,61"
2019-08-30 18:00:56,"42,16","8,97","2,69",-,-,"109,15"
2019-08-30 19:00:56,"46,84","7,97","2,35","16,52","17,87","104,64"
2019-08-30 20:00:56,"42,20","7,00","2,04","26,49","27,92","81,06"
2019-08-30 21:00:56,"48,07","7,03","1,87","37,41","39,04","63,14"
2019-08-30 22:00:56,"49,58","8,00","1,85","32,41","34,06","64,25"
2019-08-30 23:00:56,"37,10","8,10","1,99","38,41","40,11","58,77"
2019-08-31 00:00:56,"40,10","10,97","2,03","57,95","72,40","29,81"
2019-08-31 01:00:56,"43,25","9,97","1,77","38,16","40,17","42,28"
2019-08-31 02:00:56,"49,47","8,89","1,57","32,64","34,72","43,58"
2019-08-31 03:00:56,"35,14","6,11","1,71","35,92","44,46","35,40"
2019-08-31 04:00:56,"38,82","9,11","1,76","39,24","41,93","28,08"
2019-08-31 05:00:56,"34,07","11,89","1,60","41,26","45,56","23,14"
2019-08-31 06:00:56,"36,10","8,97","1,62","38,73","42,89","20,53"
