Date,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 )
2018-03-31 15:00:56,28.78,9.33,16.37,1.19,4.0
2018-03-31 16:00:56,25.49,7.81,11.78,1.05,3.88
2018-03-31 17:00:56,27.58,11.51,9.39,1.48,4.37
2018-03-31 18:00:56,22.48,16.21,4.98,2.0,4.98
2018-03-31 19:00:56,22.79,14.54,5.0,5.36,8.43
2018-03-31 20:00:56,28.52,9.32,9.22,5.76,9.1
2018-03-31 21:00:56,46.14,12.19,26.79,13.42,21.8
2018-03-31 22:00:56,79.64,21.99,45.92,10.86,18.47
2018-03-31 23:00:56,0.0,1.82,19.9,73.33,81.62
2018-04-01 00:00:56,17.3,0.0,14.8,71.29,78.67
2018-04-01 01:00:56,38.59,21.75,11.68,81.25,89.42
2018-04-01 02:00:56,41.35,18.91,8.0,80.19,91.5
2018-04-01 03:00:56,49.83,23.22,5.73,86.42,103.2
2018-04-01 04:00:56,38.88,20.68,6.36,79.11,96.41
2018-04-01 05:00:56,36.63,17.32,5.05,73.93,88.07
2018-04-01 06:00:56,45.18,16.95,4.17,78.02,95.81
2018-04-01 07:00:56,44.14,21.09,3.61,67.93,85.19
2018-04-01 08:00:56,34.64,29.23,10.79,49.45,75.05
2018-04-01 09:00:56,25.87,20.35,29.76,60.84,94.05
2018-04-01 10:00:56,40.98,11.82,32.07,44.02,61.9
2018-04-01 11:00:56,30.36,16.21,19.06,21.17,27.88
2018-04-01 12:00:56,35.98,11.35,11.95,16.23,21.55
2018-04-01 13:00:56,29.38,6.37,8.93,12.61,17.37
2018-04-01 14:00:56,17.02,3.61,7.37,12.54,16.32
2018-04-01 15:00:56,16.39,3.03,4.1,9.91,14.13
2018-04-01 16:00:56,11.95,1.94,6.13,9.87,14.09
2018-04-01 17:00:56,8.05,2.21,11.88,13.51,18.28
2018-04-01 18:00:56,14.59,2.51,13.75,19.44,23.16
2018-04-01 19:00:56,17.92,8.84,15.37,44.47,51.58
2018-04-01 20:00:56,29.63,10.92,30.75,97.9,107.04
2018-04-01 21:00:56,44.65,20.46,48.74,138.99,162.62
2018-04-01 22:00:56,67.02,23.43,38.94,125.87,166.07
2018-04-01 23:00:56,82.35,23.57,39.56,102.46,138.2
2018-04-02 00:00:56,75.98,38.19,25.59,110.16,203.79
2018-04-02 01:00:56,88.49,35.02,23.84,89.6,134.73
2018-04-02 02:00:56,81.82,33.49,22.7,88.34,122.3
2018-04-02 03:00:56,72.57,25.93,22.93,83.28,101.75
2018-04-02 04:00:56,63.56,19.55,22.59,88.16,109.32
2018-04-02 05:00:56,57.48,24.26,15.76,83.68,115.03
2018-04-02 06:00:56,68.76,26.36,15.56,93.0,131.98
2018-04-02 07:00:56,70.04,17.93,14.53,79.13,134.23
2018-04-02 08:00:56,67.74,21.68,29.72,103.99,280.7
2018-04-02 09:00:56,112.18,36.4,50.07,83.48,191.58
2018-04-02 10:00:56,78.12,31.17,28.71,43.33,56.61
2018-04-02 11:00:56,54.06,18.31,13.46,29.86,43.98
2018-04-02 12:00:56,52.73,10.45,11.66,16.14,21.89
2018-04-02 13:00:56,67.07,7.22,8.99,14.89,19.49
2018-04-02 14:00:56,67.18,10.96,11.47,18.32,23.32
2018-04-02 15:00:56,40.6,9.07,15.5,31.43,38.86
2018-04-02 16:00:56,27.5,11.29,9.53,15.77,20.73
2018-04-02 17:00:56,21.25,8.35,12.49,14.32,18.74
2018-04-02 18:00:56,19.44,4.77,5.59,15.79,21.29
2018-04-02 19:00:56,21.13,2.54,0.77,15.77,19.9
2018-04-02 20:00:56,24.65,3.53,11.41,39.38,44.91
2018-04-02 21:00:56,17.03,7.34,12.73,55.52,61.12
2018-04-02 22:00:56,26.33,6.57,8.2,39.38,43.42
2018-04-02 23:00:56,20.3,12.41,8.72,69.06,76.87
2018-04-03 00:00:56,36.17,17.5,9.01,65.31,70.94
2018-04-03 01:00:56,36.15,13.84,4.85,55.23,59.59
2018-04-03 02:00:56,28.66,22.5,3.64,64.73,73.39
2018-04-03 03:00:56,34.96,16.79,3.1,39.4,44.37
2018-04-03 04:00:56,35.22,14.96,5.41,58.06,62.19
2018-04-03 05:00:56,30.53,14.88,4.32,78.5,86.64
2018-04-03 06:00:56,37.81,9.99,4.38,54.91,59.55
2018-04-03 07:00:56,35.99,14.65,3.46,54.82,69.2
2018-04-03 08:00:56,33.4,14.31,19.76,53.37,68.22
2018-04-03 09:00:56,32.08,26.27,30.93,88.58,127.97
2018-04-03 10:00:56,46.48,27.35,19.22,38.6,46.85
2018-04-03 11:00:56,43.35,17.65,20.21,20.45,27.02
2018-04-03 12:00:56,44.04,13.59,10.98,24.22,30.17
2018-04-03 13:00:56,30.12,8.37,9.79,20.41,25.83
2018-04-03 14:00:56,19.77,9.81,12.45,18.78,25.26
2018-04-03 15:00:56,22.89,7.11,5.05,14.79,20.19
2018-04-03 16:00:56,18.78,5.15,1.89,13.78,18.47
2018-04-03 17:00:56,14.51,3.4,5.2,16.65,21.67
2018-04-03 18:00:56,13.95,3.53,0.68,13.65,18.21
2018-04-03 19:00:56,12.88,2.42,9.41,36.59,41.92
2018-04-03 20:00:56,22.77,8.77,22.84,136.46,147.52
2018-04-03 21:00:56,63.2,15.11,15.5,69.42,75.06
2018-04-03 22:00:56,56.01,14.83,14.6,59.58,65.56
2018-04-03 23:00:56,57.54,12.37,13.74,77.54,86.95
2018-04-04 00:00:56,51.21,25.7,17.12,59.33,65.77
2018-04-04 01:00:56,52.86,24.89,13.81,61.91,70.49
2018-04-04 02:00:56,53.5,15.69,10.69,55.13,59.21
2018-04-04 03:00:56,33.39,14.06,8.5,41.06,45.03
2018-04-04 04:00:56,27.56,15.88,4.38,35.43,39.51
2018-04-04 05:00:56,27.12,11.17,3.34,42.89,46.37
2018-04-04 06:00:56,32.54,20.04,3.8,46.67,50.5
2018-04-04 07:00:56,27.88,17.22,2.39,32.04,38.79
2018-04-04 08:00:56,30.55,18.24,17.94,41.08,53.29
2018-04-04 09:00:56,40.42,15.31,41.78,83.46,138.99
2018-04-04 10:00:56,54.04,25.33,36.68,79.07,116.74
2018-04-04 11:00:56,65.47,20.74,17.8,35.23,45.22
2018-04-04 12:00:56,48.24,20.42,8.47,20.41,25.82
2018-04-04 13:00:56,37.49,14.0,13.48,14.72,18.89
2018-04-04 14:00:56,34.59,8.95,19.96,17.68,22.75
2018-04-04 15:00:56,24.1,5.11,16.5,19.15,23.48
2018-04-04 16:00:56,29.41,3.8,17.64,23.76,28.45
2018-04-04 17:00:56,23.68,3.63,14.71,20.0,24.3
2018-04-04 18:00:56,29.96,2.56,20.98,28.89,33.92
2018-04-04 19:00:56,26.99,2.9,22.26,46.32,54.32
2018-04-04 20:00:56,39.07,17.85,23.74,79.84,87.47
2018-04-04 21:00:56,46.71,16.65,47.46,125.31,137.57
2018-04-04 22:00:56,65.64,19.8,36.96,88.24,95.17
2018-04-04 23:00:56,62.33,15.79,28.11,60.31,65.64
2018-04-05 00:00:56,61.53,17.61,34.91,85.25,92.23
2018-04-05 01:00:56,46.78,14.81,21.32,75.41,82.35
2018-04-05 02:00:56,45.37,18.84,17.75,68.27,73.41
2018-04-05 03:00:56,33.6,13.86,14.4,59.11,67.34
2018-04-05 04:00:56,35.58,11.26,12.8,67.79,73.01
2018-04-05 05:00:56,35.69,22.2,8.29,46.45,51.17
2018-04-05 06:00:56,33.75,16.59,6.52,40.02,42.91
2018-04-05 07:00:56,34.49,8.68,4.37,54.66,61.48
2018-04-05 08:00:56,31.0,16.94,26.49,47.23,62.06
2018-04-05 09:00:56,28.68,24.13,74.02,85.33,137.44
2018-04-05 10:00:56,57.62,22.7,59.42,100.79,165.17
2018-04-05 11:00:56,70.44,16.84,22.39,38.76,48.08
2018-04-05 12:00:56,67.69,9.44,15.57,27.07,33.48
2018-04-05 13:00:56,50.69,5.96,18.62,22.23,28.06
2018-04-05 14:00:56,36.19,3.75,23.38,22.24,27.12
2018-04-05 15:00:56,41.01,3.62,18.73,18.64,22.98
2018-04-05 16:00:56,26.84,3.08,9.75,16.6,21.83
2018-04-05 17:00:56,30.68,2.23,10.08,15.26,19.37
2018-04-05 18:00:56,33.64,2.24,9.05,20.13,24.89
2018-04-05 19:00:56,28.59,1.91,23.48,57.12,63.67
2018-04-05 20:00:56,50.77,1.08,33.02,93.47,105.17
2018-04-05 21:00:56,66.03,10.02,36.07,108.06,121.67
2018-04-05 22:00:56,60.97,13.67,47.63,72.94,79.44
2018-04-05 23:00:56,60.79,14.14,54.23,82.71,89.74
2018-04-06 00:00:56,58.17,16.76,37.82,81.01,88.78
2018-04-06 01:00:56,46.92,21.31,25.13,84.01,91.19
2018-04-06 02:00:56,49.39,14.44,23.04,46.39,50.22
2018-04-06 03:00:56,40.3,10.54,17.19,34.98,38.73
2018-04-06 04:00:56,23.71,8.12,13.55,77.23,87.62
2018-04-06 05:00:56,29.1,5.04,9.23,41.4,45.56
2018-04-06 06:00:56,32.65,10.18,8.92,54.46,59.29
2018-04-06 07:00:56,23.02,19.56,7.8,58.55,71.16
2018-04-06 08:00:56,31.58,14.37,20.44,34.21,44.57
2018-04-06 09:00:56,41.85,8.47,41.24,73.34,118.18
2018-04-06 10:00:56,53.06,9.34,31.7,71.11,100.72
2018-04-06 11:00:56,73.28,15.8,26.72,63.6,82.04
2018-04-06 12:00:56,77.99,23.13,17.04,37.77,46.01
2018-04-06 13:00:56,62.03,19.63,7.97,14.05,18.59
2018-04-06 14:00:56,38.87,11.45,7.11,11.84,15.76
2018-04-06 15:00:56,29.08,7.2,3.75,10.69,14.56
2018-04-06 16:00:56,22.31,4.11,1.18,8.94,13.09
2018-04-06 17:00:56,21.28,3.51,0.37,12.33,16.4
2018-04-06 18:00:56,26.05,3.57,0.2,16.96,20.62
2018-04-06 19:00:56,21.6,2.79,1.74,44.65,51.97
2018-04-06 20:00:56,39.02,3.57,9.5,98.02,111.09
2018-04-06 21:00:56,67.52,6.34,16.17,86.44,94.52
2018-04-06 22:00:56,80.13,10.94,40.92,59.78,66.31
2018-04-06 23:00:56,76.57,15.4,45.84,74.61,91.15
2018-04-07 00:00:56,80.85,23.2,68.07,106.44,131.29
2018-04-07 01:00:56,79.43,45.26,46.46,107.63,133.2
2018-04-07 02:00:56,70.61,0.0,31.73,77.9,82.62
2018-04-07 03:00:56,57.43,0.0,26.34,66.85,72.85
2018-04-07 04:00:56,43.51,0.0,18.4,54.78,59.61
2018-04-07 05:00:56,47.06,0.0,15.72,49.94,53.84
2018-04-07 06:00:56,38.31,0.0,12.79,51.73,56.17
2018-04-07 07:00:56,31.52,0.0,10.87,69.71,95.8
2018-04-07 08:00:56,33.47,0.0,22.88,46.28,62.17
2018-04-07 09:00:56,41.58,0.0,46.35,74.3,119.48
2018-04-07 10:00:56,59.59,0.0,47.33,96.06,153.24
2018-04-07 11:00:56,92.28,0.0,34.95,40.93,52.7
2018-04-07 12:00:56,82.57,0.0,21.64,27.26,33.8
2018-04-07 13:00:56,55.22,0.0,17.05,22.86,28.01
2018-04-07 14:00:56,46.91,0.0,11.68,17.82,22.9
2018-04-07 15:00:56,38.3,0.0,8.93,20.12,24.68
2018-04-07 16:00:56,35.1,0.0,6.78,23.81,29.39
2018-04-07 17:00:56,43.56,0.0,8.91,24.46,30.96
2018-04-07 18:00:56,44.36,0.0,8.22,33.85,40.51
2018-04-07 19:00:56,63.13,0.0,3.53,43.16,50.12
2018-04-07 20:00:56,73.7,0.0,4.88,46.63,53.36
2018-04-07 21:00:56,90.96,0.0,15.1,40.24,46.06
2018-04-07 22:00:56,85.25,0.0,17.22,43.83,49.9
2018-04-07 23:00:56,58.92,0.0,9.18,30.98,34.59
2018-04-08 00:00:56,41.55,0.0,6.96,27.22,30.07
2018-04-08 01:00:56,33.72,0.0,1.59,20.54,23.79
2018-04-08 02:00:56,25.65,0.0,8.13,26.91,30.86
2018-04-08 03:00:56,23.49,0.0,18.49,40.14,43.26
2018-04-08 04:00:56,30.38,0.0,23.23,37.59,41.15
2018-04-08 05:00:56,22.68,0.0,16.9,25.39,28.52
2018-04-08 06:00:56,20.69,0.0,16.43,28.0,31.31
2018-04-08 07:00:56,21.69,0.0,15.67,36.3,40.62
2018-04-08 08:00:56,22.64,0.0,21.69,49.0,60.44
2018-04-08 09:00:56,18.55,0.0,39.63,46.13,64.86
2018-04-08 10:00:56,36.24,0.0,62.0,45.48,60.13
2018-04-08 11:00:56,40.64,0.0,27.45,31.08,39.1
2018-04-08 12:00:56,42.08,0.0,12.6,20.53,25.79
2018-04-08 13:00:56,30.98,0.0,5.9,13.36,17.55
2018-04-08 14:00:56,30.68,0.0,5.81,11.83,15.78
2018-04-08 15:00:56,36.55,0.0,5.38,12.83,16.46
2018-04-08 16:00:56,34.95,0.0,2.98,18.75,23.15
2018-04-08 17:00:56,46.39,0.0,2.82,20.32,24.82
2018-04-08 18:00:56,45.19,0.0,4.67,23.7,28.31
2018-04-08 19:00:56,59.72,0.0,7.18,23.16,27.57
2018-04-08 20:00:56,77.54,0.0,9.44,18.31,22.36
2018-04-08 21:00:56,67.33,0.0,12.22,35.51,40.28
2018-04-08 22:00:56,56.77,3.34,15.77,69.33,74.46
2018-04-08 23:00:56,63.61,58.21,17.35,63.06,69.43
2018-04-09 00:00:56,59.7,43.07,15.45,48.47,53.48
2018-04-09 01:00:56,51.25,39.38,14.85,49.45,53.76
2018-04-09 02:00:56,52.63,30.98,13.09,80.61,89.2
2018-04-09 03:00:56,58.16,26.51,11.25,77.22,88.14
2018-04-09 04:00:56,54.47,26.89,13.95,64.35,68.81
2018-04-09 05:00:56,74.63,23.19,15.07,59.86,66.01
2018-04-09 06:00:56,64.03,28.5,13.27,52.15,56.95
2018-04-09 07:00:56,46.36,26.52,13.83,43.77,49.3
2018-04-09 08:00:56,46.19,14.32,36.63,50.04,65.57
2018-04-09 09:00:56,45.65,22.8,51.7,84.85,150.0
2018-04-09 10:00:56,66.56,17.72,36.54,51.51,71.72
2018-04-09 11:00:56,61.55,29.48,23.79,32.76,40.64
2018-04-09 12:00:56,63.07,16.48,34.37,65.88,83.54
2018-04-09 13:00:56,78.19,14.53,34.61,51.01,63.28
2018-04-09 14:00:56,74.64,20.64,32.2,23.19,28.44
2018-04-09 15:00:56,57.83,11.96,33.89,13.19,17.34
2018-04-09 16:00:56,49.99,15.84,27.89,17.15,22.16
2018-04-09 17:00:56,41.63,8.57,20.65,29.18,34.87
2018-04-09 18:00:56,59.77,4.29,17.18,32.4,37.6
2018-04-09 19:00:56,67.84,11.11,15.63,51.78,56.64
2018-04-09 20:00:56,72.23,6.96,13.76,39.08,43.32
2018-04-09 21:00:56,65.22,19.9,13.45,29.68,33.95
2018-04-09 22:00:56,77.0,13.4,18.34,84.88,91.83
2018-04-09 23:00:56,59.6,25.39,23.56,56.32,62.76
2018-04-10 00:00:56,55.16,27.33,24.84,47.28,52.64
2018-04-10 01:00:56,49.75,20.91,21.93,60.16,64.31
2018-04-10 02:00:56,56.03,10.8,19.46,52.55,55.89
2018-04-10 03:00:56,50.24,6.43,16.1,50.2,54.48
2018-04-10 04:00:56,50.34,14.96,16.63,50.74,54.48
2018-04-10 05:00:56,51.35,19.2,15.29,30.92,34.81
2018-04-10 06:00:56,39.49,11.19,14.12,29.08,32.23
2018-04-10 07:00:56,38.47,21.2,12.57,41.31,48.16
2018-04-10 08:00:56,34.53,11.73,15.64,51.6,76.38
2018-04-10 09:00:56,43.96,12.24,26.19,88.16,149.81
2018-04-10 10:00:56,76.36,14.27,33.91,61.66,85.4
2018-04-10 11:00:56,69.99,20.79,28.74,35.12,43.91
2018-04-10 12:00:56,48.96,12.35,25.06,27.16,32.75
2018-04-10 13:00:56,61.74,6.81,29.01,34.01,41.57
2018-04-10 14:00:56,67.07,10.81,17.08,22.72,28.53
2018-04-10 15:00:56,47.38,6.45,16.72,23.48,28.58
2018-04-10 16:00:56,46.66,11.35,13.99,21.94,26.94
2018-04-10 17:00:56,44.43,6.49,13.01,27.19,31.92
2018-04-10 18:00:56,39.14,7.08,13.54,43.34,49.16
2018-04-10 19:00:56,55.54,12.42,12.62,66.58,73.03
2018-04-10 20:00:56,71.89,11.12,11.9,59.15,63.26
2018-04-10 21:00:56,70.71,15.2,17.72,51.82,56.09
2018-04-10 22:00:56,53.56,16.05,36.65,154.75,196.57
2018-04-10 23:00:56,74.19,22.97,35.43,148.18,173.94
2018-04-11 00:00:56,87.71,19.3,28.16,88.41,97.1
2018-04-11 01:00:56,75.22,16.62,23.27,41.08,47.45
2018-04-11 02:00:56,54.9,14.65,23.29,54.53,58.94
2018-04-11 03:00:56,34.26,9.53,18.51,39.04,43.83
2018-04-11 04:00:56,42.94,20.58,14.48,48.37,52.81
2018-04-11 05:00:56,40.67,21.66,14.94,53.07,57.32
2018-04-11 06:00:56,40.67,11.68,11.89,57.85,62.99
2018-04-11 07:00:56,39.1,5.99,11.4,53.98,67.12
2018-04-11 08:00:56,43.43,17.19,18.58,85.61,158.79
2018-04-11 09:00:56,66.82,24.58,58.74,98.33,196.9
2018-04-11 10:00:56,95.44,21.43,58.14,50.16,67.84
2018-04-11 11:00:56,79.43,29.63,40.99,49.82,62.1
2018-04-11 12:00:56,66.74,16.35,25.33,19.79,23.79
2018-04-11 13:00:56,42.1,8.38,19.65,13.54,17.96
2018-04-11 14:00:56,28.18,5.59,16.32,17.49,22.11
2018-04-11 15:00:56,45.51,8.28,17.12,16.24,20.78
2018-04-11 16:00:56,50.23,5.61,14.04,23.28,28.93
2018-04-11 17:00:56,67.38,2.99,12.59,33.6,39.72
2018-04-11 18:00:56,72.22,2.88,16.12,71.09,78.48
2018-04-11 19:00:56,87.77,13.54,18.75,100.17,109.6
2018-04-11 20:00:56,88.29,18.16,29.57,160.74,210.76
2018-04-11 21:00:56,130.79,15.79,26.11,120.85,134.28
2018-04-11 22:00:56,116.94,21.44,30.78,87.75,94.17
2018-04-11 23:00:56,81.13,24.25,30.11,85.99,95.06
2018-04-12 00:00:56,69.8,20.97,26.0,119.5,144.52
2018-04-12 01:00:56,71.78,25.94,24.83,98.02,117.49
2018-04-12 02:00:56,69.49,18.03,20.23,64.29,68.83
2018-04-12 03:00:56,61.67,24.12,21.08,56.35,60.64
2018-04-12 04:00:56,56.4,15.38,19.39,68.61,73.72
2018-04-12 05:00:56,61.55,8.87,28.62,62.49,66.48
2018-04-12 06:00:56,53.0,21.12,24.94,47.6,52.28
2018-04-12 07:00:56,46.08,20.17,21.44,59.45,81.33
2018-04-12 08:00:56,48.89,17.4,23.84,64.73,96.04
2018-04-12 09:00:56,57.6,16.63,41.1,95.93,215.93
2018-04-12 10:00:56,96.02,28.17,73.82,119.52,221.33
2018-04-12 11:00:56,119.62,35.2,61.9,64.65,81.12
2018-04-12 12:00:56,110.77,22.3,0.0,47.94,57.37
2018-04-12 13:00:56,90.2,12.25,31.97,0.0,0.0
2018-04-12 14:00:56,73.7,15.38,31.26,31.19,37.03
2018-04-12 15:00:56,61.02,8.96,27.98,24.84,30.63
2018-04-12 16:00:56,65.29,5.61,21.36,26.22,31.58
2018-04-12 17:00:56,50.56,2.86,22.4,32.39,36.59
2018-04-12 18:00:56,58.68,2.28,18.46,44.33,49.9
2018-04-12 19:00:56,60.78,6.4,13.84,70.13,78.15
2018-04-12 20:00:56,61.78,15.73,15.78,65.9,70.4
2018-04-12 21:00:56,76.13,9.84,18.24,96.55,107.61
2018-04-12 22:00:56,85.82,16.14,20.74,126.34,143.17
2018-04-12 23:00:56,78.43,24.1,22.5,94.59,106.48
2018-04-13 00:00:56,71.41,20.91,23.97,105.87,121.52
2018-04-13 01:00:56,66.69,15.59,24.54,93.65,107.58
2018-04-13 02:00:56,67.2,17.9,21.31,76.54,86.03
2018-04-13 03:00:56,53.29,16.67,18.12,40.3,44.0
2018-04-13 04:00:56,43.75,13.97,15.36,42.57,45.97
2018-04-13 05:00:56,35.4,10.11,8.46,48.87,52.64
2018-04-13 06:00:56,33.69,6.1,5.02,48.7,52.12
2018-04-13 07:00:56,44.49,17.5,4.57,49.36,62.11
2018-04-13 08:00:56,47.98,17.73,6.28,66.12,96.17
2018-04-13 09:00:56,66.96,24.82,32.79,99.79,194.29
2018-04-13 10:00:56,150.97,37.33,45.34,92.2,181.82
2018-04-13 11:00:56,140.79,27.87,32.0,39.57,48.87
2018-04-13 12:00:56,92.01,24.29,22.25,37.79,46.17
2018-04-13 13:00:56,71.62,14.98,18.34,14.68,19.06
2018-04-13 14:00:56,53.38,9.01,14.11,15.2,19.75
2018-04-13 15:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-13 16:00:56,7.61,0.66,8.51,283.0,468.79
2018-04-13 17:00:56,0.0,0.0,0.0,0.0,0.0
2018-04-13 18:00:56,18.81,10.39,0.0,83.78,150.91
2018-04-13 19:00:56,61.2,33.89,2.09,64.5,78.28
2018-04-13 20:00:56,74.15,30.24,3.09,67.64,87.82
2018-04-13 21:00:56,107.34,25.25,2.27,29.58,31.51
2018-04-13 22:00:56,86.58,24.44,2.37,23.25,25.15
2018-04-13 23:00:56,59.88,22.56,2.16,31.17,32.95
2018-04-14 00:00:56,58.99,16.8,2.15,41.97,45.63
2018-04-14 01:00:56,56.35,12.8,2.38,43.59,45.09
2018-04-14 02:00:56,46.72,13.42,3.63,45.03,46.39
2018-04-14 03:00:56,54.52,16.0,4.32,36.62,39.05
2018-04-14 04:00:56,50.56,23.42,4.49,24.85,26.6
2018-04-14 05:00:56,50.21,42.18,7.1,27.37,28.94
2018-04-14 06:00:56,45.3,0.0,8.48,26.32,27.76
2018-04-14 07:00:56,44.51,0.0,7.58,33.74,38.85
2018-04-14 08:00:56,47.92,0.0,15.25,33.02,41.84
2018-04-14 09:00:56,94.84,0.0,31.64,40.1,53.05
2018-04-14 10:00:56,0.0,0.0,23.63,43.14,56.1
2018-04-14 11:00:56,0.0,0.0,14.71,19.77,22.9
2018-04-14 12:00:56,0.0,0.0,9.93,13.72,15.39
2018-04-14 13:00:56,0.0,0.0,8.07,11.66,13.27
2018-04-14 14:00:56,0.0,0.0,7.13,14.92,16.96
2018-04-14 15:00:56,0.0,0.0,6.7,14.35,16.58
2018-04-14 16:00:56,96.17,0.0,6.15,14.07,15.97
2018-04-14 17:00:56,56.92,0.0,6.17,16.87,18.97
2018-04-14 18:00:56,61.66,54.0,5.81,17.12,19.11
2018-04-14 19:00:56,72.44,0.0,5.94,19.35,21.24
2018-04-14 20:00:56,76.52,0.0,6.82,23.61,25.42
2018-04-14 21:00:56,72.24,0.0,8.45,25.35,27.04
2018-04-14 22:00:56,58.69,0.0,8.82,21.54,22.93
2018-04-14 23:00:56,56.69,0.0,9.23,24.46,25.83
2018-04-15 00:00:56,58.86,0.0,9.48,21.49,22.52
2018-04-15 01:00:56,52.21,0.0,9.13,19.71,20.86
2018-04-15 02:00:56,52.81,0.0,10.1,26.24,27.17
2018-04-15 03:00:56,58.86,0.0,11.15,24.15,25.26
2018-04-15 04:00:56,65.29,0.0,10.4,20.56,21.63
2018-04-15 05:00:56,52.14,0.0,11.67,27.91,29.5
2018-04-15 06:00:56,56.39,0.0,12.3,29.53,30.72
2018-04-15 07:00:56,61.19,0.0,13.66,29.75,31.62
2018-04-15 08:00:56,58.76,0.0,31.82,31.5,37.3
2018-04-15 09:00:56,68.84,0.0,40.08,28.57,35.66
2018-04-15 10:00:56,70.02,0.0,20.26,12.93,14.48
