Tarih,PM10 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2019-03-07 03:00:56,62.4,8.72,850.74,8.05,8.61,0.0
2019-03-07 04:00:56,41.58,5.68,906.84,11.54,0.0,0.0
2019-03-07 05:00:56,41.35,5.72,818.45,20.95,0.0,0.0
2019-03-07 06:00:56,26.21,3.87,611.95,2.45,2.45,0.0
2019-03-07 07:00:56,15.5,3.02,690.98,9.56,0.0,0.0
2019-03-07 08:00:56,10.73,5.91,766.42,32.79,39.98,0.0
2019-03-07 09:00:56,41.35,9.69,1173.07,49.09,0.0,0.0
2019-03-07 10:00:56,61.28,14.1,786.73,48.32,63.63,0.0
2019-03-07 11:00:56,73.11,18.59,1173.55,48.71,132.08,0.0
2019-03-07 12:00:56,61.11,15.39,1174.72,34.67,178.97,0.0
2019-03-07 13:00:56,50.78,41.33,470.21,33.26,38.02,0.0
2019-03-07 14:00:56,43.43,31.77,468.12,9.2,9.64,0.0
2019-03-07 15:00:56,26.75,11.67,399.09,14.7,14.98,0.0
2019-03-07 16:00:56,14.21,12.05,525.46,33.15,0.0,0.0
2019-03-07 17:00:56,13.81,30.26,268.68,62.14,0.0,0.0
2019-03-07 18:00:56,47.8,35.6,798.4,76.48,0.0,0.0
2019-03-07 19:00:56,38.34,24.94,922.52,87.4,103.68,0.0
2019-03-07 20:00:56,38.94,44.77,1856.55,79.79,160.12,0.0
2019-03-07 21:00:56,88.98,67.14,2633.12,44.92,250.77,0.0
2019-03-07 22:00:56,150.77,34.8,1186.19,78.32,156.53,0.0
2019-03-07 23:00:56,129.25,29.52,2045.78,64.18,152.73,0.0
2019-03-08 00:00:56,140.21,20.86,1796.89,54.13,0.0,0.0
2019-03-08 01:00:56,134.72,23.97,1804.53,49.48,155.6,0.0
2019-03-08 02:00:56,123.35,23.43,1694.57,48.18,0.0,0.0
2019-03-08 03:00:56,124.59,11.6,1774.87,43.36,0.0,0.0
2019-03-08 04:00:56,84.2,7.86,1416.92,60.06,0.0,0.0
2019-03-08 05:00:56,46.63,11.33,1551.58,51.95,0.0,0.0
2019-03-08 06:00:56,48.4,11.29,1428.84,45.0,0.0,0.0
2019-03-08 07:00:56,78.15,9.48,1828.37,24.16,0.0,0.0
2019-03-08 08:00:56,75.29,18.9,1630.49,19.99,233.54,0.0
2019-03-08 09:00:56,102.81,13.41,1529.25,17.42,0.0,0.0
2019-03-08 10:00:56,72.85,18.17,1607.88,10.85,276.64,0.0
2019-03-08 11:00:56,83.83,28.4,1038.06,35.17,229.43,0.0
2019-03-08 12:00:56,114.46,31.3,164.89,25.86,31.79,0.0
2019-03-08 13:00:56,74.39,52.68,391.58,31.47,34.51,0.0
2019-03-08 14:00:56,53.47,45.08,709.47,21.13,0.0,0.0
2019-03-08 15:00:56,41.0,21.13,153.71,4.39,4.49,0.0
2019-03-08 16:00:56,28.02,17.56,117.06,3.06,3.11,0.0
2019-03-08 17:00:56,17.82,13.38,382.95,6.49,0.0,0.0
2019-03-08 18:00:56,9.45,13.9,300.12,18.03,18.17,0.0
2019-03-08 19:00:56,20.29,20.2,442.44,82.78,105.23,0.0
2019-03-08 20:00:56,58.56,37.86,2116.38,67.88,179.24,0.0
2019-03-08 21:00:56,160.73,28.5,2332.43,65.21,0.0,0.0
2019-03-08 22:00:56,162.75,38.11,2965.37,70.49,137.49,0.0
2019-03-08 23:00:56,206.22,28.09,2561.79,66.5,141.9,0.0
2019-03-09 00:00:56,206.32,31.19,2173.59,56.15,150.61,0.0
2019-03-09 01:00:56,179.08,24.86,2252.69,55.25,151.36,0.0
2019-03-09 02:00:56,164.98,26.37,1208.46,56.63,68.99,0.0
2019-03-09 03:00:56,138.42,14.42,1252.54,49.65,0.0,0.0
2019-03-09 04:00:56,95.62,18.67,851.88,30.17,31.32,0.0
2019-03-09 05:00:56,91.28,19.02,786.89,28.45,0.0,0.0
2019-03-09 06:00:56,58.96,24.38,804.03,33.46,34.48,0.0
2019-03-09 07:00:56,42.6,18.9,801.56,28.92,0.0,0.0
2019-03-09 08:00:56,45.89,25.36,1020.61,49.07,0.0,0.0
2019-03-09 09:00:56,70.08,28.7,1387.15,50.81,0.0,0.0
2019-03-09 10:00:56,100.4,32.86,679.61,59.18,81.57,0.0
2019-03-09 11:00:56,99.87,29.8,419.62,39.89,45.75,0.0
2019-03-09 12:00:56,80.85,21.06,418.46,15.08,16.13,0.0
2019-03-09 13:00:56,47.97,19.93,348.62,6.5,6.94,0.0
2019-03-09 14:00:56,24.14,24.11,619.51,5.8,0.0,0.0
2019-03-09 15:00:56,23.46,26.12,696.62,10.81,0.0,0.0
2019-03-09 16:00:56,39.07,34.42,489.95,20.24,20.71,0.0
2019-03-09 17:00:56,46.61,28.6,233.91,13.38,13.48,0.0
2019-03-09 18:00:56,44.71,34.75,674.36,19.43,0.0,0.0
2019-03-09 19:00:56,56.09,33.44,708.86,24.58,31.15,0.0
2019-03-09 20:00:56,57.8,39.06,1755.76,69.54,76.24,0.0
2019-03-09 21:00:56,88.3,43.18,2655.42,78.79,0.0,0.0
2019-03-09 22:00:56,156.18,41.03,2165.95,62.28,80.57,0.0
2019-03-09 23:00:56,152.66,26.69,1930.69,69.99,95.44,0.0
2019-03-10 00:00:56,162.45,24.54,1650.82,72.73,0.0,0.0
2019-03-10 01:00:56,139.92,20.08,1574.69,80.83,0.0,0.0
2019-03-10 02:00:56,109.31,20.52,1393.39,69.14,0.0,0.0
2019-03-10 03:00:56,97.67,14.87,967.75,53.09,0.0,0.0
2019-03-10 04:00:56,100.97,15.4,627.7,16.45,0.0,0.0
2019-03-10 05:00:56,76.18,11.46,640.33,9.17,0.0,0.0
2019-03-10 06:00:56,50.56,9.27,480.86,23.48,0.0,0.0
2019-03-10 07:00:56,42.82,8.34,545.64,4.89,0.0,0.0
2019-03-10 08:00:56,29.86,9.99,586.44,22.26,0.0,0.0
2019-03-10 09:00:56,43.36,20.01,925.24,20.7,0.0,0.0
2019-03-10 10:00:56,52.24,21.76,805.03,23.3,25.02,0.0
2019-03-10 11:00:56,35.42,21.25,533.12,8.99,9.73,0.0
2019-03-10 12:00:56,41.16,20.84,685.68,10.54,12.09,0.0
2019-03-10 13:00:56,58.2,18.97,474.09,5.35,0.0,0.0
2019-03-10 14:00:56,40.84,19.45,200.0,2.03,2.34,0.0
2019-03-10 15:00:56,48.7,24.59,306.29,2.66,3.09,0.0
2019-03-10 16:00:56,58.16,26.68,450.15,15.2,17.97,0.0
2019-03-10 17:00:56,38.51,17.53,462.0,8.17,11.32,0.0
2019-03-10 18:00:56,25.11,15.58,288.54,3.23,3.39,0.0
2019-03-10 19:00:56,21.8,9.45,498.78,7.0,0.0,0.0
2019-03-10 20:00:56,13.89,11.01,670.17,13.32,15.91,0.0
2019-03-10 21:00:56,9.62,20.7,1370.22,38.04,0.0,0.0
2019-03-10 22:00:56,46.43,18.75,2163.43,69.29,0.0,0.0
2019-03-10 23:00:56,48.37,14.83,1667.14,60.6,118.62,0.0
2019-03-11 00:00:56,89.72,13.2,1482.29,57.86,101.59,0.0
2019-03-11 01:00:56,84.29,12.0,1214.69,66.7,0.0,0.0
2019-03-11 02:00:56,93.05,8.29,1183.11,62.64,0.0,0.0
2019-03-11 03:00:56,104.51,24.77,502.29,28.12,0.0,0.0
2019-03-11 04:00:56,115.53,23.43,808.29,19.26,0.0,0.0
2019-03-11 05:00:56,94.94,21.29,738.26,19.63,0.0,0.0
2019-03-11 06:00:56,86.43,17.23,952.24,38.29,0.0,0.0
2019-03-11 07:00:56,67.01,12.95,1415.4,36.44,0.0,0.0
2019-03-11 08:00:56,99.37,24.67,900.85,48.85,0.0,0.0
2019-03-11 09:00:56,70.1,27.27,645.69,59.62,0.0,0.0
2019-03-11 10:00:56,62.54,19.8,184.13,38.89,49.3,0.0
2019-03-11 11:00:56,39.96,17.46,285.47,11.7,12.6,0.0
2019-03-11 12:00:56,24.76,12.53,129.46,3.97,4.09,0.0
2019-03-11 13:00:56,26.15,10.51,378.59,2.71,2.87,0.0
2019-03-11 14:00:56,31.8,12.2,277.45,3.04,3.11,0.0
2019-03-11 15:00:56,23.56,12.49,431.37,8.89,9.27,0.0
2019-03-11 16:00:56,36.08,10.99,262.49,11.34,12.1,0.0
2019-03-11 17:00:56,42.89,13.78,398.12,13.71,16.01,0.0
2019-03-11 18:00:56,55.02,23.28,732.16,59.71,0.0,0.0
2019-03-11 19:00:56,57.16,27.7,451.59,92.62,107.19,0.0
2019-03-11 20:00:56,78.74,29.93,1219.58,92.75,0.0,0.0
2019-03-11 21:00:56,111.11,27.81,2526.01,65.63,0.0,0.0
2019-03-11 22:00:56,170.84,23.9,2371.18,45.82,0.0,0.0
2019-03-11 23:00:56,164.19,17.65,1764.89,61.57,0.0,0.0
2019-03-12 00:00:56,156.33,15.17,1171.19,70.7,0.0,0.0
2019-03-12 01:00:56,140.76,14.55,1158.09,60.93,0.0,0.0
2019-03-12 02:00:56,91.66,12.65,1429.85,53.13,0.0,0.0
2019-03-12 03:00:56,123.28,15.65,1228.83,44.96,0.0,0.0
2019-03-12 04:00:56,134.15,15.54,1240.32,48.85,0.0,0.0
2019-03-12 05:00:56,125.36,9.88,909.56,42.51,0.0,0.0
2019-03-12 06:00:56,96.25,9.42,974.43,48.26,0.0,0.0
2019-03-12 07:00:56,58.32,11.82,777.46,37.86,0.0,0.0
2019-03-12 08:00:56,50.81,15.05,731.89,52.66,107.38,0.0
2019-03-12 09:00:56,68.58,17.47,1349.04,28.53,0.0,0.0
2019-03-12 10:00:56,60.11,24.63,1010.78,56.79,0.0,0.0
2019-03-12 11:00:56,62.43,30.73,901.54,48.25,137.3,0.0
2019-03-12 12:00:56,89.39,21.81,614.68,33.24,49.66,0.0
2019-03-12 13:00:56,96.96,16.63,565.64,9.85,0.0,0.0
2019-03-12 14:00:56,61.69,14.45,341.48,13.89,0.0,0.0
2019-03-12 15:00:56,61.36,8.33,780.02,14.95,0.0,0.0
2019-03-12 16:00:56,69.61,5.71,583.53,9.89,0.0,0.0
2019-03-12 17:00:56,68.31,0.0,28.46,0.0,0.0,0.0
2019-03-12 18:00:56,553.66,4.14,776.31,22.6,0.0,0.0
2019-03-12 19:00:56,476.42,6.7,1005.8,15.24,0.0,0.0
2019-03-12 20:00:56,238.86,5.01,696.3,20.06,0.0,0.0
2019-03-12 21:00:56,118.57,4.12,1093.51,13.56,0.0,0.0
2019-03-12 22:00:56,75.88,4.99,606.04,5.7,6.13,0.0
2019-03-12 23:00:56,77.08,4.24,915.05,7.9,0.0,0.0
2019-03-13 00:00:56,48.63,4.39,723.08,4.62,0.0,0.0
2019-03-13 01:00:56,27.38,3.72,576.65,2.02,0.0,0.0
2019-03-13 02:00:56,21.78,3.4,438.26,5.82,0.0,0.0
2019-03-13 03:00:56,0.0,2.38,799.07,6.27,0.0,0.0
2019-03-13 04:00:56,0.0,4.55,647.2,4.85,0.0,0.0
2019-03-13 05:00:56,0.0,4.94,578.84,3.9,0.0,0.0
2019-03-13 06:00:56,0.0,2.6,584.8,0.0,0.0,0.0
2019-03-13 07:00:56,0.0,2.99,728.7,12.12,0.0,0.0
2019-03-13 08:00:56,0.0,2.19,370.88,9.99,11.2,0.0
2019-03-13 09:00:56,0.0,3.61,757.13,31.88,0.0,0.0
2019-03-13 10:00:56,0.0,1.23,436.34,10.63,11.67,0.0
2019-03-13 11:00:56,0.0,4.67,588.43,13.5,0.0,0.0
2019-03-13 12:00:56,0.0,5.86,442.05,13.39,16.79,0.0
2019-03-13 13:00:56,0.0,6.49,424.49,4.3,6.09,0.0
2019-03-13 14:00:56,0.0,6.17,467.14,3.89,5.19,0.0
2019-03-13 15:00:56,0.0,6.19,466.3,4.79,5.65,0.0
2019-03-13 16:00:56,0.0,3.91,544.53,4.32,6.3,0.0
2019-03-13 17:00:56,0.0,3.16,598.28,4.83,0.0,0.0
2019-03-13 18:00:56,0.0,3.78,986.88,13.42,0.0,0.0
2019-03-13 19:00:56,0.0,4.19,555.22,21.58,29.42,0.0
2019-03-13 20:00:56,0.0,5.36,615.38,12.18,14.39,0.0
2019-03-13 21:00:56,0.0,4.96,608.2,8.78,9.59,0.0
2019-03-13 22:00:56,0.0,4.61,514.75,5.12,6.2,0.0
2019-03-13 23:00:56,0.0,4.09,780.79,11.78,0.0,0.0
2019-03-14 00:00:56,0.0,4.24,462.42,2.97,3.32,0.0
2019-03-14 01:00:56,0.0,3.14,484.78,5.13,5.53,0.0
2019-03-14 02:00:56,0.0,1.39,354.16,3.74,4.56,0.0
2019-03-14 03:00:56,0.0,4.12,690.13,2.52,3.31,0.0
2019-03-14 04:00:56,0.0,2.87,441.48,1.83,0.0,0.0
2019-03-14 05:00:56,0.0,2.36,355.15,3.23,3.33,0.0
2019-03-14 06:00:56,0.0,2.25,376.94,6.35,0.0,0.0
2019-03-14 07:00:56,0.0,2.48,416.32,6.4,7.68,0.0
2019-03-14 08:00:56,0.0,1.82,461.03,19.04,22.89,0.0
2019-03-14 09:00:56,0.0,2.96,411.22,30.72,43.01,0.0
2019-03-14 10:00:56,0.0,2.05,226.42,8.2,9.24,0.0
2019-03-14 11:00:56,0.0,3.56,360.67,4.06,4.16,0.0
2019-03-14 12:00:56,0.0,6.97,649.46,21.98,24.12,0.0
2019-03-14 13:00:56,0.0,6.62,1495.77,42.9,72.56,0.0
2019-03-14 14:00:56,0.0,8.07,720.06,30.96,44.69,0.0
2019-03-14 15:00:56,0.0,7.66,594.61,19.87,24.21,0.0
2019-03-14 16:00:56,0.0,10.81,319.14,8.84,11.56,0.0
2019-03-14 17:00:56,0.0,9.91,490.84,18.22,22.65,0.0
2019-03-14 18:00:56,9.17,6.62,528.02,53.32,78.69,0.0
2019-03-14 19:00:56,26.94,7.2,737.07,19.51,20.03,0.0
2019-03-14 20:00:56,43.55,8.5,719.99,5.67,7.69,0.0
2019-03-14 21:00:56,51.59,10.7,832.2,8.72,11.75,0.0
2019-03-14 22:00:56,49.67,7.01,800.7,13.78,22.21,0.0
2019-03-14 23:00:56,72.39,5.6,1069.04,14.76,0.0,0.0
2019-03-15 00:00:56,80.42,2.2,610.3,8.36,9.82,0.0
2019-03-15 01:00:56,57.42,6.1,775.72,20.27,21.21,0.0
2019-03-15 02:00:56,57.86,5.37,606.14,20.27,21.98,0.0
2019-03-15 03:00:56,41.46,2.46,369.06,5.08,5.14,0.0
2019-03-15 04:00:56,38.03,3.53,744.44,7.02,7.09,0.0
2019-03-15 05:00:56,64.56,3.83,537.63,8.77,0.0,0.0
2019-03-15 06:00:56,64.69,4.39,548.58,6.8,7.02,0.0
2019-03-15 07:00:56,44.83,4.88,473.93,10.3,16.64,0.0
2019-03-15 08:00:56,42.42,3.44,224.25,22.48,39.76,0.0
2019-03-15 09:00:56,43.41,4.37,412.97,18.99,26.99,0.0
2019-03-15 10:00:56,49.11,4.67,707.7,13.99,16.47,0.0
2019-03-15 11:00:56,58.25,6.39,587.83,6.0,7.82,0.0
2019-03-15 12:00:56,56.74,6.41,548.27,6.8,7.17,0.0
2019-03-15 13:00:56,47.88,6.55,612.79,18.69,19.46,0.0
2019-03-15 14:00:56,74.89,9.51,542.33,15.22,16.26,0.0
2019-03-15 15:00:56,65.57,9.54,369.23,8.82,10.11,0.0
2019-03-15 16:00:56,42.51,6.66,497.69,5.69,6.76,0.0
2019-03-15 17:00:56,47.82,4.96,676.66,7.19,10.3,0.0
2019-03-15 18:00:56,42.61,7.32,817.87,7.62,8.86,0.0
2019-03-15 19:00:56,32.48,9.27,679.39,11.21,16.94,0.0
2019-03-15 20:00:56,37.38,10.43,1245.39,13.52,15.23,0.0
2019-03-15 21:00:56,54.51,7.38,903.02,9.92,13.34,0.0
2019-03-15 22:00:56,60.47,7.88,1478.15,32.55,36.46,0.0
2019-03-15 23:00:56,78.48,8.01,1138.77,16.51,17.57,0.0
2019-03-16 00:00:56,80.48,9.04,802.13,11.38,11.85,0.0
2019-03-16 01:00:56,58.26,8.01,897.57,12.41,0.0,0.0
2019-03-16 02:00:56,54.95,4.04,583.12,6.67,7.27,0.0
2019-03-16 03:00:56,40.83,4.83,866.83,8.96,0.0,0.0
2019-03-16 04:00:56,41.38,4.06,559.3,3.04,3.06,0.0
2019-03-16 05:00:56,47.38,2.13,429.01,1.21,1.24,0.0
2019-03-16 06:00:56,36.75,2.72,850.75,15.24,0.0,0.0
2019-03-16 07:00:56,39.24,3.07,926.01,32.82,0.0,0.0
2019-03-16 08:00:56,48.47,2.67,1089.68,22.71,0.0,0.0
2019-03-16 09:00:56,143.41,3.65,1148.15,29.88,0.0,0.0
2019-03-16 10:00:56,86.12,12.47,1137.05,34.14,0.0,0.0
2019-03-16 11:00:56,116.39,11.36,605.23,11.35,0.0,0.0
2019-03-16 12:00:56,82.0,11.84,435.06,16.14,17.71,0.0
2019-03-16 13:00:56,55.78,14.38,398.49,6.01,0.0,0.0
2019-03-16 14:00:56,50.3,12.23,331.41,4.89,5.11,0.0
2019-03-16 15:00:56,47.27,11.56,674.79,9.43,0.0,0.0
2019-03-16 16:00:56,39.27,11.65,420.27,5.74,6.26,0.0
2019-03-16 17:00:56,50.32,13.82,410.98,5.57,6.38,0.0
2019-03-16 18:00:56,51.53,20.26,495.01,4.99,5.43,0.0
2019-03-16 19:00:56,34.41,11.45,629.92,11.26,0.0,0.0
2019-03-16 20:00:56,20.74,10.07,844.61,13.44,0.0,0.0
2019-03-16 21:00:56,31.41,14.94,573.05,19.38,19.74,0.0
2019-03-16 22:00:56,59.97,18.13,549.51,18.11,18.53,0.0
2019-03-16 23:00:56,53.67,20.28,596.3,14.65,14.95,0.0
2019-03-17 00:00:56,48.33,14.8,567.87,4.74,5.24,0.0
2019-03-17 01:00:56,58.84,13.85,513.69,1.57,1.58,0.0
2019-03-17 02:00:56,47.98,11.64,494.99,1.46,1.5,0.0
2019-03-17 03:00:56,27.2,10.5,336.14,1.11,1.26,0.0
2019-03-17 04:00:56,17.33,23.86,1639.32,2.56,2.57,0.0
2019-03-17 05:00:56,20.82,17.55,1122.69,2.75,2.75,0.0
2019-03-17 06:00:56,27.77,11.98,892.47,8.46,8.87,0.0
2019-03-17 07:00:56,29.99,9.68,251.18,3.08,3.23,0.0
2019-03-17 08:00:56,32.62,9.46,83.28,13.27,13.42,0.0
2019-03-17 09:00:56,40.82,7.74,485.45,26.8,27.91,0.0
2019-03-17 10:00:56,56.51,12.82,885.75,33.28,39.98,0.0
2019-03-17 11:00:56,67.3,17.48,688.19,13.19,13.6,0.0
2019-03-17 12:00:56,54.63,43.48,583.87,8.44,8.78,0.0
2019-03-17 13:00:56,50.55,45.52,500.75,4.71,4.87,0.0
2019-03-17 14:00:56,39.24,18.38,401.26,7.9,8.88,0.0
2019-03-17 15:00:56,21.97,25.76,347.72,3.13,3.4,0.0
2019-03-17 16:00:56,21.79,24.02,336.96,4.24,4.32,0.0
2019-03-17 17:00:56,34.41,18.35,541.87,9.02,9.34,0.0
2019-03-17 18:00:56,34.0,25.96,361.18,16.06,16.2,0.0
2019-03-17 19:00:56,48.12,34.14,515.18,20.79,21.07,0.0
2019-03-17 20:00:56,63.11,28.41,1038.72,43.17,43.6,0.0
2019-03-17 21:00:56,76.59,28.41,1483.57,35.55,0.0,0.0
2019-03-17 22:00:56,125.13,28.92,1998.66,71.01,86.02,0.0
2019-03-17 23:00:56,169.04,26.25,2553.79,57.68,116.64,0.0
2019-03-18 00:00:56,174.17,14.16,2070.92,50.36,0.0,0.0
2019-03-18 01:00:56,166.18,12.26,1341.98,58.61,77.54,0.0
2019-03-18 02:00:56,121.04,8.23,1143.48,54.18,0.0,0.0
2019-03-18 03:00:56,70.82,6.19,1244.22,43.32,0.0,0.0
2019-03-18 04:00:56,29.42,7.73,1161.45,45.79,0.0,0.0
2019-03-18 05:00:56,22.42,8.31,1153.86,47.61,0.0,0.0
2019-03-18 06:00:56,38.8,2.89,976.18,45.53,0.0,0.0
2019-03-18 07:00:56,76.37,11.85,787.19,51.33,0.0,0.0
2019-03-18 08:00:56,45.18,9.59,1283.54,36.2,0.0,0.0
2019-03-18 09:00:56,42.44,13.41,1535.44,18.38,0.0,0.0
2019-03-18 10:00:56,61.39,17.6,1184.6,41.07,161.18,0.0
2019-03-18 11:00:56,88.29,30.27,758.34,29.72,184.72,0.0
2019-03-18 12:00:56,111.44,58.71,511.96,62.54,82.92,0.0
2019-03-18 13:00:56,97.49,50.24,383.94,37.45,0.0,0.0
2019-03-18 14:00:56,63.66,32.1,548.59,29.37,0.0,0.0
2019-03-18 15:00:56,65.26,87.66,538.34,73.25,107.4,0.0
2019-03-18 16:00:56,92.11,35.32,493.2,66.42,95.64,0.0
2019-03-18 17:00:56,91.69,43.48,515.99,86.61,135.61,0.0
2019-03-18 18:00:56,112.21,31.93,448.6,84.54,155.78,0.0
2019-03-18 19:00:56,101.53,28.15,544.8,87.25,115.71,0.0
2019-03-18 20:00:56,110.86,31.89,1144.61,82.38,0.0,0.0
2019-03-18 21:00:56,136.8,34.47,1467.3,93.06,0.0,0.0
2019-03-18 22:00:56,152.62,22.16,2153.07,56.99,0.0,0.0
2019-03-18 23:00:56,168.9,19.5,1768.13,60.06,155.71,0.0
2019-03-19 00:00:56,162.43,18.37,1260.79,63.05,127.72,0.0
2019-03-19 01:00:56,143.87,14.61,1274.31,54.77,119.69,0.0
2019-03-19 02:00:56,143.93,12.76,504.67,61.41,0.0,0.0
2019-03-19 03:00:56,118.49,5.05,1178.94,43.09,0.0,0.0
2019-03-19 04:00:56,127.06,9.16,904.21,35.25,0.0,0.0
2019-03-19 05:00:56,68.97,15.86,578.39,48.23,0.0,0.0
2019-03-19 06:00:56,56.57,6.54,908.95,48.61,0.0,0.0
2019-03-19 07:00:56,64.92,13.24,987.96,47.93,0.0,0.0
2019-03-19 08:00:56,64.66,11.8,664.79,50.31,0.0,0.0
2019-03-19 09:00:56,86.87,15.47,1099.85,37.2,0.0,0.0
2019-03-19 10:00:56,107.43,23.82,1104.65,27.55,182.12,0.0
2019-03-19 11:00:56,115.73,31.95,793.49,47.3,158.06,0.0
2019-03-19 12:00:56,108.64,51.12,807.91,73.65,129.4,0.0
2019-03-19 13:00:56,120.92,48.07,965.67,74.57,0.0,0.0
2019-03-19 14:00:56,136.81,39.03,750.75,70.79,94.99,0.0
2019-03-19 15:00:56,127.69,39.69,766.67,64.48,0.0,0.0
2019-03-19 16:00:56,124.69,50.22,818.59,53.26,0.0,0.0
2019-03-19 17:00:56,90.33,30.06,627.43,41.7,0.0,0.0
2019-03-19 18:00:56,82.49,23.82,616.29,61.87,0.0,0.0
2019-03-19 19:00:56,56.82,24.7,722.27,87.53,131.05,0.0
2019-03-19 20:00:56,85.36,23.39,1033.81,53.32,228.57,0.0
2019-03-19 21:00:56,117.66,22.98,1868.08,39.82,0.0,0.0
2019-03-19 22:00:56,141.83,18.64,1677.53,49.01,0.0,0.0
2019-03-19 23:00:56,154.07,12.32,1421.76,42.47,0.0,0.0
2019-03-20 00:00:56,107.41,11.07,862.18,24.52,0.0,0.0
2019-03-20 01:00:56,73.74,8.92,467.37,16.57,18.73,0.0
2019-03-20 02:00:56,56.66,7.01,71.79,4.84,5.08,0.0
2019-03-20 03:00:56,50.35,3.9,345.12,13.03,14.0,0.0
2019-03-20 04:00:56,53.56,3.37,580.19,22.48,23.95,0.0
2019-03-20 05:00:56,56.01,1.83,453.72,17.01,17.65,0.0
2019-03-20 06:00:56,69.15,5.82,397.5,1.91,2.53,0.0
2019-03-20 07:00:56,38.8,0.77,441.78,1.02,2.21,0.0
2019-03-20 08:00:56,30.39,0.28,420.33,5.36,6.27,0.0
2019-03-20 09:00:56,35.56,4.89,732.19,15.47,20.79,0.0
2019-03-20 10:00:56,55.8,8.36,572.13,11.95,17.77,0.0
2019-03-20 11:00:56,61.08,10.76,103.89,7.75,9.4,0.0
2019-03-20 12:00:56,50.94,8.73,500.41,1.21,1.51,0.0
2019-03-20 13:00:56,45.44,6.73,379.55,0.42,0.68,0.0
2019-03-20 14:00:56,37.5,5.83,594.6,1.72,3.12,0.0
2019-03-20 15:00:56,36.98,6.02,411.69,2.59,3.38,0.0
2019-03-20 16:00:56,47.91,4.36,614.09,3.95,0.0,0.0
2019-03-20 17:00:56,47.98,3.5,449.33,2.35,0.0,0.0
2019-03-20 18:00:56,32.34,3.89,335.72,3.58,4.87,0.0
2019-03-20 19:00:56,30.16,5.18,789.9,6.38,0.0,0.0
2019-03-20 20:00:56,22.98,3.37,665.07,6.7,0.0,0.0
2019-03-20 21:00:56,28.01,7.16,1149.82,9.44,0.0,0.0
2019-03-20 22:00:56,41.33,5.27,820.55,4.62,7.63,0.0
2019-03-20 23:00:56,51.75,6.08,841.87,3.32,4.15,0.0
2019-03-21 00:00:56,36.12,3.67,521.09,13.74,18.83,0.0
2019-03-21 01:00:56,36.78,2.73,450.55,13.57,15.17,0.0
2019-03-21 02:00:56,48.87,7.54,607.95,18.3,20.88,0.0
2019-03-21 03:00:56,53.94,4.55,677.16,16.74,0.0,0.0
2019-03-21 04:00:56,38.56,4.46,541.62,8.21,0.0,0.0
2019-03-21 05:00:56,30.02,4.14,598.29,14.43,0.0,0.0
2019-03-21 06:00:56,28.09,2.76,944.22,5.62,0.0,0.0
2019-03-21 07:00:56,14.23,1.84,530.12,6.9,8.15,0.0
2019-03-21 08:00:56,13.02,4.93,555.81,28.23,49.93,0.0
2019-03-21 09:00:56,21.03,4.36,612.37,18.28,22.0,0.0
