Tarih,PM10 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 )
2022-01-09 11:00:56,-,"536,92","77,10","139,15"
2022-01-09 12:00:56,-,"915,23","132,82","254,08"
2022-01-09 13:00:56,-,"1.239,86","121,47","220,66"
2022-01-09 14:00:56,-,"872,61","74,26","108,71"
2022-01-09 15:00:56,-,"502,87","45,58","60,34"
2022-01-09 16:00:56,-,"914,62","49,47","66,40"
2022-01-09 17:00:56,-,"1.048,44","22,97","30,82"
2022-01-09 18:00:56,-,"956,81","18,55","25,37"
2022-01-09 19:00:56,-,"950,06","11,04","17,11"
2022-01-09 20:00:56,-,"873,31","10,82","17,07"
2022-01-09 21:00:56,-,"936,89","10,35","16,61"
2022-01-09 22:00:56,-,"876,70","8,52","15,75"
2022-01-09 23:00:56,-,"903,20","6,27","15,32"
2022-01-10 00:00:56,-,"855,08","6,97","13,54"
2022-01-10 01:00:56,-,"850,68","4,28","9,66"
2022-01-10 02:00:56,-,"965,99","6,95","13,31"
2022-01-10 03:00:56,-,"895,91","5,22","13,26"
2022-01-10 04:00:56,-,"886,95","6,29","12,65"
2022-01-10 05:00:56,-,"1.103,18","27,40","40,21"
2022-01-10 06:00:56,-,"913,51","7,28","16,46"
2022-01-10 07:00:56,-,"911,00","10,85","17,75"
2022-01-10 08:00:56,-,"908,60","4,63","12,32"
2022-01-10 09:00:56,-,"987,90","7,26","15,02"
2022-01-10 10:00:56,-,"1.014,94","11,06","18,62"
2022-01-10 11:00:56,-,"1.368,67","54,94","85,31"
2022-01-10 12:00:56,-,"1.502,09","83,02","124,11"
2022-01-10 13:00:56,-,"1.101,50","29,33","41,06"
2022-01-10 14:00:56,-,"939,54","9,10","15,45"
2022-01-10 15:00:56,-,"951,94","9,79","18,48"
2022-01-10 16:00:56,-,"984,27","9,83","17,26"
2022-01-10 17:00:56,-,"1.052,69","9,40","18,36"
2022-01-10 18:00:56,-,"1.000,01","12,00","18,46"
2022-01-10 19:00:56,-,"940,33","12,35","19,99"
2022-01-10 20:00:56,-,"877,72","10,50","17,18"
2022-01-10 21:00:56,-,"822,76","8,11","14,07"
2022-01-10 22:00:56,-,"928,52","13,45","19,66"
2022-01-10 23:00:56,-,"1.085,49","6,43","13,39"
2022-01-11 00:00:56,-,"1.086,79","6,28","13,08"
2022-01-11 01:00:56,-,"1.025,18","2,92","8,87"
2022-01-11 02:00:56,-,"1.000,54","4,15","11,89"
2022-01-11 03:00:56,-,"901,21","4,17","11,96"
2022-01-11 04:00:56,-,"857,38","3,22","10,21"
2022-01-11 05:00:56,-,"950,47","4,63","11,12"
2022-01-11 06:00:56,-,"478,67","4,57","11,15"
2022-01-11 07:00:56,-,"570,85","2,46","9,77"
2022-01-11 08:00:56,-,"821,35","3,79","10,68"
2022-01-11 09:00:56,-,"770,43","3,88","11,18"
2022-01-11 10:00:56,-,"850,37","4,15","12,06"
2022-01-11 11:00:56,-,"910,75","3,26","8,70"
2022-01-11 12:00:56,-,"861,02","3,85","10,14"
2022-01-11 13:00:56,-,"867,38","4,52","11,34"
2022-01-11 14:00:56,-,"1.014,61","2,57","9,95"
2022-01-11 15:00:56,-,"1.081,41","3,71","12,64"
2022-01-11 16:00:56,-,"1.033,38","3,63","11,03"
2022-01-11 17:00:56,-,"971,16","4,31","10,61"
2022-01-11 18:00:56,-,"964,16","1,24","7,69"
2022-01-11 19:00:56,-,"989,11","4,30","10,15"
2022-01-11 20:00:56,-,"977,51","4,39","11,44"
2022-01-11 21:00:56,-,"1.003,25","4,88","11,36"
2022-01-11 22:00:56,-,"991,61","4,91","12,32"
2022-01-11 23:00:56,-,"983,38","5,35","14,11"
2022-01-12 00:00:56,-,"918,71","1,79","8,54"
2022-01-12 01:00:56,-,"864,24","3,45","11,48"
2022-01-12 02:00:56,-,"862,49","2,06","7,91"
2022-01-12 03:00:56,-,"807,34","2,74","8,42"
2022-01-12 04:00:56,-,"870,06","2,21","9,33"
2022-01-12 05:00:56,-,"872,16","3,13","8,38"
2022-01-12 06:00:56,-,"802,31","2,52","9,60"
2022-01-12 07:00:56,-,"832,05","3,36","9,53"
2022-01-12 08:00:56,-,"924,32","2,38","8,25"
2022-01-12 09:00:56,-,"808,02","2,15","9,10"
2022-01-12 10:00:56,-,"837,52","2,10","8,17"
2022-01-12 11:00:56,-,"999,21","3,46","12,06"
2022-01-12 12:00:56,-,"1.016,89","3,80","11,17"
2022-01-12 13:00:56,-,"979,41","3,50","10,90"
2022-01-12 14:00:56,-,"882,64","2,99","10,20"
2022-01-12 15:00:56,-,"874,59","4,50","12,59"
2022-01-12 16:00:56,-,"947,19","5,26","14,26"
2022-01-12 17:00:56,-,"1.054,03","4,47","11,31"
2022-01-12 18:00:56,-,"1.137,86","3,95","9,95"
2022-01-12 19:00:56,-,"987,73","2,33","10,48"
2022-01-12 20:00:56,-,"924,05","2,78","11,09"
2022-01-12 21:00:56,-,"925,98","3,41","10,68"
2022-01-12 22:00:56,-,"896,82","2,75","9,98"
2022-01-12 23:00:56,-,"519,99","2,89","12,61"
2022-01-13 00:00:56,-,"521,66","3,01","11,09"
2022-01-13 01:00:56,-,"743,35","3,22","9,54"
2022-01-13 02:00:56,-,"1.062,78","0,94","7,48"
2022-01-13 03:00:56,-,"806,25","2,93","11,76"
2022-01-13 04:00:56,-,"844,60","1,65","7,88"
2022-01-13 05:00:56,-,"952,15","2,72","8,98"
2022-01-13 06:00:56,-,"954,31","4,86","10,26"
2022-01-13 07:00:56,-,"811,18","2,99","9,54"
2022-01-13 08:00:56,-,"830,28","3,20","10,68"
2022-01-13 09:00:56,-,"831,24","1,46","8,91"
2022-01-13 10:00:56,-,"819,02","2,91","10,43"
2022-01-13 11:00:56,-,"872,74","3,57","11,67"
2022-01-13 12:00:56,-,"846,54","4,09","11,71"
2022-01-13 13:00:56,-,"841,98","2,49","9,71"
2022-01-13 14:00:56,-,"959,11","4,05","11,49"
2022-01-13 15:00:56,-,"1.005,92","2,16","10,42"
2022-01-13 16:00:56,-,"964,36","1,91","8,09"
2022-01-13 17:00:56,-,"875,50","2,63","10,43"
2022-01-13 18:00:56,-,"944,44","4,39","11,76"
2022-01-13 19:00:56,-,"953,07","2,11","8,28"
2022-01-13 20:00:56,-,"863,73","2,96","10,12"
2022-01-13 21:00:56,-,"847,17","3,41","10,55"
2022-01-13 22:00:56,-,"905,11","2,87","11,20"
2022-01-13 23:00:56,-,"1.068,16","5,18","11,35"
2022-01-14 00:00:56,-,"940,97","2,04","7,18"
2022-01-14 01:00:56,-,"904,84","3,55","9,60"
2022-01-14 02:00:56,-,"951,79","3,66","10,76"
2022-01-14 03:00:56,-,"886,14","1,40","10,08"
2022-01-14 04:00:56,-,"867,86","1,39","8,98"
2022-01-14 05:00:56,-,"857,14","3,73","11,85"
2022-01-14 06:00:56,-,"841,32","1,53","8,44"
2022-01-14 07:00:56,-,"903,64","8,24","17,03"
2022-01-14 08:00:56,-,"925,01","5,46","11,46"
2022-01-14 09:00:56,-,"897,45","3,87","12,01"
2022-01-14 10:00:56,-,"827,29","7,62","14,11"
2022-01-14 11:00:56,-,"602,31","8,55","16,76"
2022-01-14 12:00:56,-,"554,68","12,13","20,75"
2022-01-14 13:00:56,-,"703,82","6,98","15,71"
2022-01-14 14:00:56,-,"868,65","8,81","17,97"
2022-01-14 15:00:56,-,"853,73","9,63","18,63"
2022-01-14 16:00:56,-,"905,66","12,99","22,67"
2022-01-14 17:00:56,-,"1.029,31","16,46","24,99"
2022-01-14 18:00:56,-,"1.202,21","21,52","28,98"
2022-01-14 19:00:56,-,"1.193,89","29,73","34,86"
2022-01-14 20:00:56,-,"1.022,77","36,60","40,60"
2022-01-14 21:00:56,-,"1.109,99","39,05","42,76"
2022-01-14 22:00:56,-,"1.079,32","39,46","42,92"
2022-01-14 23:00:56,-,"1.101,18","51,68","57,70"
2022-01-15 00:00:56,-,"1.034,86","57,65","63,73"
2022-01-15 01:00:56,-,"879,66","49,41","55,04"
2022-01-15 02:00:56,-,"916,81","40,19","44,43"
2022-01-15 03:00:56,-,"923,29","31,42","37,26"
2022-01-15 04:00:56,-,"919,45","33,40","38,77"
2022-01-15 05:00:56,-,"935,40","33,95","38,25"
2022-01-15 06:00:56,-,"1.099,23","32,75","37,41"
2022-01-15 07:00:56,-,"929,71","34,22","39,59"
2022-01-15 08:00:56,-,"922,60","25,99","32,43"
2022-01-15 09:00:56,-,"1.052,55","33,04","38,53"
2022-01-15 10:00:56,-,"828,78","17,91","25,02"
2022-01-15 11:00:56,-,"858,12","11,51","19,35"
2022-01-15 12:00:56,-,"710,22","6,64","12,16"
2022-01-15 13:00:56,-,"773,88","4,05","11,32"
2022-01-15 14:00:56,-,"888,73","1,68","8,38"
2022-01-15 15:00:56,-,"806,75","2,66","11,71"
2022-01-15 16:00:56,-,"823,11","4,32","11,04"
2022-01-15 17:00:56,-,"825,97","2,95","7,81"
2022-01-15 18:00:56,-,"880,36","3,32","11,60"
2022-01-15 19:00:56,-,"939,81","5,47","9,85"
2022-01-15 20:00:56,-,"918,66","4,76","12,66"
2022-01-15 21:00:56,-,"1.079,04","8,69","13,78"
2022-01-15 22:00:56,-,"1.005,21","10,81","19,45"
2022-01-15 23:00:56,-,"896,02","28,55","35,14"
2022-01-16 00:00:56,-,"762,29","8,66","15,39"
2022-01-16 01:00:56,-,"845,10","20,53","26,35"
2022-01-16 02:00:56,-,"1.024,61","18,29","25,16"
2022-01-16 03:00:56,-,"1.105,82","28,64","33,93"
2022-01-16 04:00:56,-,"1.006,04","24,24","30,28"
2022-01-16 05:00:56,-,"918,86","18,88","25,34"
2022-01-16 06:00:56,-,"762,17","12,10","18,27"
2022-01-16 07:00:56,-,"824,72","7,23","14,77"
2022-01-16 08:00:56,-,"804,59","4,34","10,92"
2022-01-16 09:00:56,-,"840,04","10,08","16,37"
2022-01-16 10:00:56,-,"917,01","11,73","19,10"
2022-01-16 11:00:56,-,"782,39","8,25","17,36"
2022-01-16 12:00:56,-,"707,80","4,22","12,27"
2022-01-16 13:00:56,-,"776,71","4,00","10,47"
2022-01-16 14:00:56,-,"992,48","4,78","10,54"
2022-01-16 15:00:56,-,"1.034,25","4,35","10,91"
2022-01-16 16:00:56,-,"975,48","3,07","10,68"
2022-01-16 17:00:56,-,"913,63","2,46","10,09"
2022-01-16 18:00:56,-,"951,18","5,74","12,15"
2022-01-16 19:00:56,-,"1.027,08","6,81","15,23"
2022-01-16 20:00:56,-,"1.163,13","17,16","25,39"
2022-01-16 21:00:56,-,"996,16","6,07","10,47"
2022-01-16 22:00:56,-,"954,34","2,18","8,42"
2022-01-16 23:00:56,-,"1.094,97","8,29","12,90"
2022-01-17 00:00:56,-,"1.336,51","13,50","19,97"
2022-01-17 01:00:56,-,"1.027,90","11,38","20,72"
2022-01-17 02:00:56,-,"1.054,79","6,64","14,79"
2022-01-17 03:00:56,-,"1.152,19","10,05","16,75"
2022-01-17 04:00:56,-,"1.037,16","27,59","32,10"
2022-01-17 05:00:56,-,"886,21","30,40","38,12"
2022-01-17 06:00:56,-,"650,29","16,28","22,66"
2022-01-17 07:00:56,-,"764,95","22,00","28,66"
2022-01-17 08:00:56,-,"971,51","22,91","29,41"
2022-01-17 09:00:56,-,"869,23","20,60","28,09"
2022-01-17 10:00:56,-,"968,48","64,46","83,28"
2022-01-17 11:00:56,-,"780,88","24,00","35,55"
2022-01-17 12:00:56,-,"543,48","7,80","16,43"
2022-01-17 13:00:56,-,"706,26","6,26","12,64"
2022-01-17 14:00:56,-,"879,89","8,60","16,72"
2022-01-17 15:00:56,-,"783,51","12,72","22,10"
2022-01-17 16:00:56,-,"799,27","13,94","22,05"
2022-01-17 17:00:56,-,"943,61","13,35","20,58"
2022-01-17 18:00:56,-,"1.047,99","14,77","21,85"
2022-01-17 19:00:56,-,"1.043,89","29,74","36,28"
2022-01-17 20:00:56,-,"896,35","20,82","27,46"
2022-01-17 21:00:56,-,"1.010,46","17,95","24,05"
2022-01-17 22:00:56,-,"976,13","30,54","37,44"
2022-01-17 23:00:56,-,"913,33","21,64","27,41"
2022-01-18 00:00:56,-,"845,11","29,47","34,16"
2022-01-18 01:00:56,-,"817,28","18,48","25,60"
2022-01-18 02:00:56,-,"947,10","15,69","22,42"
2022-01-18 03:00:56,-,"1.085,42","17,45","24,65"
2022-01-18 04:00:56,-,"1.066,58","14,60","21,24"
2022-01-18 05:00:56,-,"1.034,53","16,55","23,18"
2022-01-18 06:00:56,-,"1.088,82","19,37","25,36"
2022-01-18 07:00:56,-,"1.052,67","13,36","20,77"
2022-01-18 08:00:56,-,"1.015,78","20,92","26,68"
2022-01-18 09:00:56,-,"1.209,88","3,44","11,42"
2022-01-18 10:00:56,-,"1.203,43","5,66","14,70"
2022-01-18 11:00:56,-,"1.193,32","7,19","15,40"
2022-01-18 12:00:56,-,"719,06","5,38","11,40"
2022-01-18 13:00:56,-,"788,39","5,12","12,99"
2022-01-18 14:00:56,-,"848,90","8,25","15,16"
2022-01-18 15:00:56,-,"707,03","7,28","11,90"
2022-01-18 16:00:56,-,"791,23","7,10","14,73"
2022-01-18 17:00:56,-,"875,21","4,18","10,15"
2022-01-18 18:00:56,-,"876,52","2,08","9,14"
2022-01-18 19:00:56,-,"921,93","5,30","11,58"
2022-01-18 20:00:56,-,"867,09","4,56","12,90"
2022-01-18 21:00:56,-,"1.018,90","14,04","22,22"
2022-01-18 22:00:56,-,"982,11","15,90","21,17"
2022-01-18 23:00:56,-,"1.063,03","11,04","17,20"
2022-01-19 00:00:56,-,"862,87","10,53","16,06"
2022-01-19 01:00:56,-,"919,34","10,51","17,80"
2022-01-19 02:00:56,-,"984,71","10,90","18,62"
2022-01-19 03:00:56,-,-,-,-
2022-01-19 04:00:56,-,-,-,-
2022-01-19 05:00:56,-,-,-,-
2022-01-19 06:00:56,-,-,-,-
2022-01-19 07:00:56,-,-,-,-
2022-01-19 08:00:56,-,"1.061,42","1,72","8,31"
2022-01-19 09:00:56,-,"1.085,94","5,51","13,32"
2022-01-19 10:00:56,-,"978,27","11,56","17,44"
2022-01-19 11:00:56,-,"829,26","3,99","9,54"
2022-01-19 12:00:56,-,"853,48","8,91","16,76"
2022-01-19 13:00:56,-,"906,56","6,53","15,33"
2022-01-19 14:00:56,-,"946,23","6,80","14,45"
2022-01-19 15:00:56,-,"918,58","8,31","18,10"
2022-01-19 16:00:56,-,"927,87","6,29","16,11"
2022-01-19 17:00:56,-,"970,87","5,71","14,60"
2022-01-19 18:00:56,-,"1.143,60","5,68","13,42"
2022-01-19 19:00:56,-,"1.076,25","9,91","16,45"
2022-01-19 20:00:56,-,"938,58","13,39","20,09"
2022-01-19 21:00:56,-,"1.013,27","48,06","53,30"
2022-01-19 22:00:56,-,"1.030,56","39,64","45,78"
2022-01-19 23:00:56,-,"896,65","51,55","55,40"
2022-01-20 00:00:56,-,"1.010,39","44,70","50,13"
2022-01-20 01:00:56,-,"1.115,09","54,00","60,18"
2022-01-20 02:00:56,-,"931,65","38,95","44,89"
2022-01-20 03:00:56,-,"737,64","18,39","23,98"
2022-01-20 04:00:56,-,"781,83","16,56","22,56"
2022-01-20 05:00:56,-,"1.013,90","12,75","19,64"
2022-01-20 06:00:56,-,"979,68","13,28","20,67"
2022-01-20 07:00:56,-,"926,88","9,67","16,17"
2022-01-20 08:00:56,-,"874,95","8,97","15,67"
2022-01-20 09:00:56,-,"805,00","12,37","19,26"
2022-01-20 10:00:56,-,"830,56","13,28","20,84"
2022-01-20 11:00:56,-,"841,20","8,09","15,27"
2022-01-20 12:00:56,-,"762,54","5,87","13,73"
2022-01-20 13:00:56,-,"795,44","7,18","16,22"
2022-01-20 14:00:56,-,"803,51","7,28","13,23"
2022-01-20 15:00:56,-,"818,35","8,28","16,56"
2022-01-20 16:00:56,-,"877,66","9,76","17,67"
2022-01-20 17:00:56,-,"1.087,79","11,70","19,81"
2022-01-20 18:00:56,-,"1.190,54","15,72","21,33"
2022-01-20 19:00:56,-,"1.128,20","21,23","28,28"
2022-01-20 20:00:56,-,"1.127,55","18,94","25,98"
2022-01-20 21:00:56,-,"1.339,50","24,07","30,79"
2022-01-20 22:00:56,-,"1.097,54","28,51","32,94"
2022-01-20 23:00:56,-,"909,63","21,88","27,60"
2022-01-21 00:00:56,-,"806,02","14,39","20,98"
2022-01-21 01:00:56,-,"794,24","11,61","18,78"
2022-01-21 02:00:56,-,"825,88","13,12","19,72"
2022-01-21 03:00:56,-,"790,07","12,57","19,98"
2022-01-21 04:00:56,-,"875,82","15,00","22,23"
2022-01-21 05:00:56,-,"935,41","12,37","19,70"
2022-01-21 06:00:56,-,"926,15","6,80","12,62"
2022-01-21 07:00:56,-,"946,71","5,50","10,95"
2022-01-21 08:00:56,-,"892,98","7,57","15,53"
2022-01-21 09:00:56,-,"943,99","9,70","16,25"
2022-01-21 10:00:56,-,"960,26","11,96","18,97"
2022-01-21 11:00:56,-,"990,95","11,23","18,26"
2022-01-21 12:00:56,-,"1.097,38","10,45","19,00"
2022-01-21 13:00:56,-,"1.041,95","8,58","15,72"
2022-01-21 14:00:56,-,"1.058,03","11,55","20,32"
2022-01-21 15:00:56,-,"1.311,08","28,59","35,06"
2022-01-21 16:00:56,-,"1.239,89","21,75","28,40"
2022-01-21 17:00:56,-,"1.247,70","6,44","13,57"
2022-01-21 18:00:56,-,"1.364,70","6,59","12,57"
2022-01-21 19:00:56,-,"1.157,07","8,37","16,89"
2022-01-21 20:00:56,-,"875,64","5,50","12,96"
2022-01-21 21:00:56,-,"911,69","5,16","10,75"
2022-01-21 22:00:56,-,"935,93","8,57","15,01"
2022-01-21 23:00:56,-,"1.035,80","26,64","32,80"
2022-01-22 00:00:56,-,"1.234,15","59,37","66,56"
2022-01-22 01:00:56,-,"1.116,80","52,89","60,92"
2022-01-22 02:00:56,-,"862,93","5,31","12,82"
2022-01-22 03:00:56,-,"750,69","4,73","12,01"
2022-01-22 04:00:56,-,"893,76","2,82","9,71"
2022-01-22 05:00:56,-,"1.050,33","3,22","8,71"
2022-01-22 06:00:56,-,"1.020,36","5,23","12,41"
2022-01-22 07:00:56,-,"955,47","6,23","14,45"
2022-01-22 08:00:56,-,"998,03","6,20","12,32"
2022-01-22 09:00:56,-,"935,16","10,42","16,76"
2022-01-22 10:00:56,-,"928,53","14,15","20,35"
2022-01-22 11:00:56,-,"933,12","16,66","23,47"
2022-01-22 12:00:56,-,"976,01","18,15","27,15"
2022-01-22 13:00:56,-,"929,37","21,55","30,66"
2022-01-22 14:00:56,-,"879,70","18,37","27,81"
2022-01-22 15:00:56,-,"936,00","17,23","26,45"
2022-01-22 16:00:56,-,"942,68","19,28","27,40"
2022-01-22 17:00:56,-,"1.027,38","14,76","21,71"
2022-01-22 18:00:56,-,"990,35","7,87","15,95"
2022-01-22 19:00:56,-,"959,65","6,15","14,93"
2022-01-22 20:00:56,-,"968,60","7,35","15,52"
2022-01-22 21:00:56,-,"972,57","6,90","14,97"
2022-01-22 22:00:56,-,"928,42","7,15","14,20"
2022-01-22 23:00:56,-,"847,97","8,59","16,19"
2022-01-23 00:00:56,-,"806,55","6,54","14,16"
2022-01-23 01:00:56,-,"850,84","7,33","15,02"
2022-01-23 02:00:56,-,"769,27","5,13","12,66"
2022-01-23 03:00:56,-,"804,39","4,01","13,57"
2022-01-23 04:00:56,-,"1.006,47","13,32","19,05"
2022-01-23 05:00:56,-,"702,93","6,33","13,86"
2022-01-23 06:00:56,-,"540,43","4,99","11,70"
2022-01-23 07:00:56,-,"821,20","5,28","12,57"
2022-01-23 08:00:56,-,"988,33","8,75","16,43"
2022-01-23 09:00:56,-,"880,55","6,66","13,56"
2022-01-23 10:00:56,-,"842,22","7,43","14,05"
2022-01-23 11:00:56,-,"951,97","9,26","15,91"
2022-01-23 12:00:56,-,"1.150,80","7,09","13,60"
2022-01-23 13:00:56,-,-,-,-
2022-01-23 14:00:56,-,-,-,-
2022-01-23 15:00:56,-,"976,57","-4,54","4,17"
2022-01-23 16:00:56,-,-,-,-
2022-01-23 17:00:56,-,-,-,-
2022-01-23 18:00:56,-,-,-,-
2022-01-23 19:00:56,-,-,-,-
2022-01-23 20:00:56,-,-,-,-
2022-01-23 21:00:56,-,-,-,-
2022-01-23 22:00:56,-,"727,17","83,57","84,82"
2022-01-23 23:00:56,-,"188,02","70,24","70,17"
2022-01-24 00:00:56,-,"18,93","53,48","56,26"
2022-01-24 01:00:56,-,"492,86","57,33","58,31"
2022-01-24 02:00:56,-,"816,43","40,94","42,31"
2022-01-24 03:00:56,-,"1.145,73","40,03","44,15"
2022-01-24 04:00:56,-,"842,37","36,35","38,38"
2022-01-24 05:00:56,-,"727,94","50,35","51,75"
2022-01-24 06:00:56,-,"716,26","47,36","49,12"
2022-01-24 07:00:56,-,"788,44","47,09","48,24"
2022-01-24 08:00:56,-,"956,78","49,38","49,08"
2022-01-24 09:00:56,-,"1.040,08","64,44","64,83"
2022-01-24 10:00:56,-,"937,30","54,80","59,33"
2022-01-24 11:00:56,-,"1.041,44","86,61","104,61"
2022-01-24 12:00:56,-,"1.034,48","85,68","106,75"
2022-01-24 13:00:56,-,"976,63","61,96","72,39"
2022-01-24 14:00:56,-,"900,41","65,25","76,84"
2022-01-24 15:00:56,-,"987,46","55,68","62,07"
2022-01-24 16:00:56,-,"1.067,80","53,63","60,58"
2022-01-24 17:00:56,-,"1.093,21","58,09","62,56"
2022-01-24 18:00:56,-,"1.156,87","56,95","60,78"
2022-01-24 19:00:56,-,"1.136,59","43,43","46,46"
2022-01-24 20:00:56,-,"1.094,75","54,32","56,77"
2022-01-24 21:00:56,-,"1.002,61","53,59","55,16"
2022-01-24 22:00:56,-,"1.047,76","43,93","45,59"
2022-01-24 23:00:56,-,"1.021,65","46,18","48,38"
2022-01-25 00:00:56,-,"1.034,83","52,43","53,20"
2022-01-25 01:00:56,-,"936,39","58,70","59,12"
2022-01-25 02:00:56,-,"868,73","56,56","56,60"
2022-01-25 03:00:56,-,"715,36","38,12","38,64"
2022-01-25 04:00:56,-,"832,17","33,05","34,44"
2022-01-25 05:00:56,-,"963,20","35,35","36,18"
2022-01-25 06:00:56,-,"1.025,19","32,35","34,22"
2022-01-25 07:00:56,-,"941,96","32,05","36,34"
2022-01-25 08:00:56,-,"965,23","30,36","32,55"
2022-01-25 09:00:56,-,"925,90","30,04","32,32"
2022-01-25 10:00:56,-,"896,49","32,68","34,30"
2022-01-25 11:00:56,-,"800,91","30,61","31,53"
2022-01-25 12:00:56,-,"767,00","34,53","36,23"
2022-01-25 13:00:56,-,"861,20","33,21","36,64"
2022-01-25 14:00:56,-,"895,21","33,65","35,21"
2022-01-25 15:00:56,-,"852,23","32,24","33,90"
2022-01-25 16:00:56,-,"878,78","33,08","33,84"
2022-01-25 17:00:56,-,"867,57","34,63","35,22"
2022-01-25 18:00:56,-,"893,20","34,65","35,78"
2022-01-25 19:00:56,-,"898,88","35,26","37,10"
2022-01-25 20:00:56,-,"900,25","32,23","34,81"
2022-01-25 21:00:56,-,"1.088,05","36,80","43,02"
2022-01-25 22:00:56,-,"958,86","36,12","38,69"
2022-01-25 23:00:56,-,"914,11","33,73","33,48"
2022-01-26 00:00:56,-,"840,38","32,54","34,91"
2022-01-26 01:00:56,-,"888,73","32,14","34,88"
2022-01-26 02:00:56,-,"1.034,85","30,78","31,79"
2022-01-26 03:00:56,-,"860,24","31,90","33,30"
2022-01-26 04:00:56,-,"862,10","33,27","36,66"
2022-01-26 05:00:56,-,"886,70","31,21","31,78"
2022-01-26 06:00:56,-,"881,33","30,10","33,01"
2022-01-26 07:00:56,-,"857,24","32,65","35,40"
2022-01-26 08:00:56,-,"829,67","32,06","33,56"
2022-01-26 09:00:56,-,"781,20","30,80","31,83"
2022-01-26 10:00:56,-,"861,23","34,30","36,68"
2022-01-26 11:00:56,-,"898,34","33,96","34,80"
2022-01-26 12:00:56,-,"868,86","31,68","32,27"
2022-01-26 13:00:56,-,"917,38","40,75","44,72"
2022-01-26 14:00:56,-,"1.064,71","40,16","42,68"
2022-01-26 15:00:56,-,"1.098,26","43,51","48,48"
2022-01-26 16:00:56,-,"980,25","42,24","45,01"
2022-01-26 17:00:56,-,"1.074,07","66,59","73,68"
2022-01-26 18:00:56,-,"1.158,99","74,08","80,64"
2022-01-26 19:00:56,-,"1.051,26","57,88","60,02"
2022-01-26 20:00:56,-,"760,32","45,94","45,89"
2022-01-26 21:00:56,-,"791,96","44,21","43,65"
2022-01-26 22:00:56,-,"959,75","79,10","81,62"
2022-01-26 23:00:56,-,"1.021,76","67,35","67,79"
2022-01-27 00:00:56,-,"964,63","42,44","43,71"
2022-01-27 01:00:56,-,"963,86","59,65","61,98"
2022-01-27 02:00:56,-,"997,61","61,52","62,25"
2022-01-27 03:00:56,-,"932,43","49,46","51,16"
2022-01-27 04:00:56,-,"977,66","43,88","46,26"
2022-01-27 05:00:56,-,"1.040,45","44,78","44,88"
2022-01-27 06:00:56,-,"1.021,67","45,15","46,67"
2022-01-27 07:00:56,-,"1.037,51","40,73","45,30"
2022-01-27 08:00:56,-,"1.044,07","49,88","50,53"
2022-01-27 09:00:56,-,"1.060,76","48,53","51,65"
2022-01-27 10:00:56,-,"1.023,92","37,67","37,57"
2022-01-27 11:00:56,-,"996,88","36,15","38,48"
2022-01-27 12:00:56,-,"989,40","43,34","49,27"
2022-01-27 13:00:56,-,"979,54","51,10","63,95"
2022-01-27 14:00:56,-,"1.028,39","55,05","66,91"
2022-01-27 15:00:56,-,"1.132,45","55,82","70,24"
2022-01-27 16:00:56,-,"1.162,07","53,80","62,23"
2022-01-27 17:00:56,-,"1.076,70","44,83","50,49"
2022-01-27 18:00:56,-,"1.034,57","42,70","44,13"
2022-01-27 19:00:56,-,"1.022,32","46,25","45,69"
2022-01-27 20:00:56,-,"1.089,87","47,52","48,68"
2022-01-27 21:00:56,-,"1.051,85","43,67","45,84"
2022-01-27 22:00:56,-,"1.077,53","43,26","44,01"
2022-01-27 23:00:56,-,"747,11","40,68","42,38"
2022-01-28 00:00:56,-,"689,91","44,97","47,02"
2022-01-28 01:00:56,-,"830,65","49,60","50,79"
2022-01-28 02:00:56,-,"851,12","48,03","50,47"
2022-01-28 03:00:56,-,"817,36","45,50","48,21"
2022-01-28 04:00:56,-,"851,97","39,75","41,11"
2022-01-28 05:00:56,-,"1.043,39","41,27","42,13"
2022-01-28 06:00:56,-,"761,77","45,52","48,39"
2022-01-28 07:00:56,-,"753,16","54,11","56,13"
2022-01-28 08:00:56,-,"837,26","48,50","51,02"
2022-01-28 09:00:56,-,"689,52","48,92","52,13"
2022-01-28 10:00:56,-,"815,00","43,11","54,37"
2022-01-28 11:00:56,-,"942,04","45,89","62,30"
2022-01-28 12:00:56,-,"618,41","43,57","52,83"
2022-01-28 13:00:56,-,"679,49","37,63","41,22"
2022-01-28 14:00:56,-,"985,12","32,39","34,93"
2022-01-28 15:00:56,-,"1.040,47","32,74","36,13"
2022-01-28 16:00:56,-,"1.002,41","31,54","35,97"
2022-01-28 17:00:56,-,"1.001,53","33,30","36,47"
2022-01-28 18:00:56,-,"1.112,66","32,88","35,04"
2022-01-28 19:00:56,-,"1.056,61","34,18","35,11"
2022-01-28 20:00:56,-,"1.174,06","34,69","37,88"
2022-01-28 21:00:56,-,"1.181,82","32,88","35,01"
2022-01-28 22:00:56,-,"1.025,50","36,41","39,45"
2022-01-28 23:00:56,-,"909,35","34,36","36,61"
2022-01-29 00:00:56,-,"970,89","35,09","39,46"
2022-01-29 01:00:56,-,"920,11","33,80","35,73"
2022-01-29 02:00:56,-,"934,69","30,73","33,15"
2022-01-29 03:00:56,-,"888,58","30,74","31,67"
2022-01-29 04:00:56,-,"887,93","32,26","34,15"
